Matt.1.1 | Jézus Krisztusnak, Dávid fiának, Ábrahám fiának nemzetségkönyve.
Matt.25.1 | Akkor hasonló lesz a mennyek országa a tíz szűzhöz, akik vették lámpásukat és kimentek a vőlegény elé.
Matt.25.2 | öt pedig közülök balga volt és öt eszes.
Matt.25.3 | Mert mikor a balgák vették lámpásukat, nem vittek magukkal olajat:
Matt.25.4 | az eszesek pedig lámpásukkal együtt olajat is vittek edényeikben.
Matt.25.5 | Mikor pedig a vőlegény késett, mindnyájan elszunnyadtak és aludtak.
Matt.25.6 | Éjféltájban aztán kiáltás hangzott: Itt a vőlegény! Jöjjetek eléje!
Matt.25.7 | Akkor felkeltek a szüzek mindnyájan és elkészítették lámpásaikat.
Matt.25.8 | A balgák pedig így szóltak az eszesekhez: Adjatok nekünk a ti. olajotokból, mert a mi lámpásaink kialusznak.
Matt.25.9 | Az eszesek azonban így válaszoltak: Nem lehet, mert nem lesz elég sem nekünk, sem nektek. Menjetek inkább a kereskedőkhöz és vegyetek magatoknak.
Matt.25.10 | De míg azok odajártak vásárolni, megérkezett a vő legény és akik készen voltak, bementek vele együtt a menyegzőbe. Azután az ajtót bezárták.
Matt.25.11 | Később pedig megjött a többi szűz is és ezt mondták: Uram, uram, nyiss ajtót nekünk!
Matt.25.12 | ő azonban így válaszolt: Bizony mondom nektek, nem ismerlek titeket.
Matt.25.13 | Vigyázzatok azért, mert sem a napot, sem az órát nem tudjátok, amelyen az Ember Fia eljön.
Matt.25.14 | Mert éppen úgy van az, mint mikor egy ember, aki útra akart kelni, előhívatta szolgáit és vagyonát átadta nekik.
Matt.25.15 | "Így adott az egyiknek öt talentomot, a másiknak kettőt, a harmadiknak pedig egyet, kinek-kinek a képessége szerint; és útra kelt."
Matt.25.16 | Az, aki az öt talentomot kapta, azonnal elment és kereskedett azokkal, úgyhogy szerzett másik öt talentomot.
Matt.25.17 | Ugyanígy, aki kettőt kapott, másik kettőt szerzett.
Matt.25.18 | Aki pedig az egyet kapta, elment, elásta azt a földbe és elrejtette ura pénzét.
Matt.25.19 | Sok idő múlva azután megérkezett a szolgák ura és elszámoltatta őket.
Matt.25.20 | Ekkor előjött az, aki az öt talentomot kapta, hozott másik öt talentomot és ezt mondta: Uram, te öt talentomot adtál nekem: íme én másik öt talentomot nyertem.
Matt.25.21 | "Az ő ura pedig azt mondta neki: Jól van, jó és hű szolgám; hű voltál a kevesen, ezután sokat bízok rád, menj be a te uradnak örömébe!"
Matt.25.22 | "Odament az is, aki. a két talentomot kapta és ezt mondta: Uram, te két talentomot adtál nekem; íme én másik két talentomot nyertem."
Matt.25.23 | "Szólott neki az ő ura: Jól van, jó és hű szolgám; hű voltál a kevesen, ezután sokat bízok rád; menj be a te uradnak örömébe!"
Matt.25.24 | Azután előjött az is, aki az egy talentomot kapta és azt mondta: Uram, én tudtam, hogy kemény ember vagy, aki ott is aratsz, ahol nem vetettél, és ott is gyűjtesz, ahol nem szórtál.
Matt.25.25 | Ezért féltemben elmentem, elástam a talentumodat a földbe. Íme, itt van, ami a tied.
Matt.25.26 | Ám az ő ura így válaszolt neki: Gonosz és rest szolga, tudtad, hogy ott is aratok, ahol nem vetettem és ott is gyűjtök, ahol nem szórtam.
Matt.25.27 | Azért pénzemet a pénzváltókhoz kellett volna adnod, hogy mikor megérkezem, nyereséggel kapjam vissza a magamét.
Matt.25.28 | Vegyétek el azért tőle a talentomot és adjátok annak, akinek tíz talentoma van.
Matt.25.29 | "Mert mindenkinek, akinek van, adatik, úgyhogy bővölködni fog; attól pedig, akinek nincs, még amije van, az is elvétetik."
Matt.25.30 | A haszontalan szolgát pedig vessétek a külső sötétségre: ott lesz sírás és fogcsikorgatás.
Matt.25.31 | Mikor pedig eljön az Ember Fia az ő dicsőségében és vele mind a szent angyalok, akkor majd beül az ő dicsőségének királyi székébe
Matt.25.32 | és odagyűlnek eléje mind a népek és elválasztja őket egymástól, mint a pásztor elválasztja a juhokat a kecskéktől.
Matt.25.33 | És a juhokat a jobb keze felől, a kecskéket pedig bal keze felől állítja.
Matt.25.34 | Akkor szól a király a jobb keze felől állóknak: Jertek, Atyámnak áldottai, örököljétek az országot, amely elkészíttetett számotokra a világ teremtése óta.
Matt.25.35 | "Mert éheztem és ennem adtatok; szomjúhoztam és innom adtatok; jövevény voltam és befogadtatok;"
Matt.25.36 | "mezítelen voltam és felruháztatok; beteg voltam és meglátogattatok; fogoly voltam és eljöttetek hozzám."
Matt.25.37 | Akkor majd felelnek neki az igazak: Uram, mikor láttunk téged éhezni, hogy enned adtunk volna, vagy szomjúhozni, hogy innod adtunk volna?
Matt.25.38 | És mikor láttunk jövevénynek, hogy befogadtunk volna téged? vagy mezítelennek, hogy felruháztunk volna?
Matt.25.39 | Mikor láttunk téged betegnek vagy fogolynak, hogy elmentünk volna hozzád?
Matt.25.40 | És a király így válaszol nekik: Bizony mondom nektek: amit cselekedtetek eggyel e legkisebb atyámfiai közül, énvelem cselekedtétek.
Matt.25.41 | Akkor majd szól a balján állókhoz is: Távozzatok tőlem, ti átkozottak, az örök tűzre, amely elkészíttetett az ördögnek és az ő angyalainak.
Matt.25.42 | Mert éheztem és nem adtatok ennem, szomjúhoztam és nem adtatok innom,
Matt.25.43 | jövevény voltam és nem fogadtatok be, mezítelen voltam és nem ruháztatok fel, beteg és fogoly voltam és nem látogattatok meg engem.
Matt.25.44 | Akkor majd ezek is felelnek neki és ezt mondják: Uram, mikor láttunk téged éhezni vagy szomjúhozni vagy jövevénynek vagy mezítelennek vagy betegnek vagy fogolynak, hogy ne szolgáltunk volna neked?
Matt.25.45 | Akkor így válaszol nekik: Bizony mondom nektek: amit nem cselekedtetek eggyel e legkisebbek közül, énvelem nem cselekedtétek.
Matt.25.46 | És ezek elmennek majd az örök gyötrelemre, az igazak pedig az örök életre.

Matt.26.1 | És mikor Jézus mind ezeket a beszédeket elvégezte, így szólt tanítványainak:
Matt.26.2 | Tudjátok, hogy két nap múlva lesz a húsvét ünnepe és az Ember Fiát elárulják, hogy megfeszíttessék.
Matt.26.3 | Akkor összegyülekeztek a papi fejedelmek, az írástudók és a nép vénei a főpap házában, akit Kajafásnak hívtak,
Matt.26.4 | és közösen elhatározták, hogy Jézust csellel megfogják és megölik.
Matt.26.5 | És ezt mondták: Ne az ünnepen, hogy a nép között zavargás ne támadjon.
Matt.26.6 | És mikor Jézus Betániában a poklos Simon házában volt,
Matt.26.7 | odament hozzá egy asszony, akinél egy alabástrom szelence drága kenet volt, és az ő fejére öntötte, amint az asztalnál ült.
Matt.26.8 | Tanítványai pedig ennek láttára bosszankodtak és ezt mondták: Mirevaló ez a tékozlás?
Matt.26.9 | Mert drágán el lehetett volna adni és az árát a szegényeknek juttatni.
Matt.26.10 | Mikor pedig Jézus ezt észrevette, így szólt nekik: Miért bántjátok ezt az asszonyt? Hiszen jó dolgot cselekedett velem.
Matt.26.11 | Mert a szegények minden kor veletek lesznek, de én nem leszek mindenkor veletek.
Matt.26.12 | Mert mikor ő ezt a kenetet az én testemre öntötte, az én temetésemre cselekedte azt.
Matt.26.13 | Bizony mondom nektek, hogy mindenütt, ahol az egész világon hirdetik ezt az evangéliumot, amit ez az asszony cselekedett, azt is hirdetik majd az ő emlékezetére.
Matt.26.14 | Akkor a tizenkettő közül egy, akit Iskáriótes Júdásnak hívtak, elment a papi fejedelmekhez,
Matt.26.15 | és azt mondta: Mit adtok nekem, ha a kezetekre juttatom őt? Azok pedig harminc ezüst pénzt fizettek neki.
Matt.26.16 | És ettől fogva kereste az alkalmat, hogy elárulja őt.
Matt.26.17 | A kovásztalan kenyerek első napján pedig oda mentek Jézushoz a tanítványok és így szóltak: Hol akarod, hogy elkészítsük neked eledelül a húsvéti bárányt?
Matt.26.18 | "Ő pedig válaszolt: Menjetek be a városba ahhoz a bizonyos emberhez és mondjátok neki: A Mester üzeni: Az én időm közel van; nálad költöm el tanítványaimmal a húsvéti bárányt."
Matt.26.19 | És a tanítványok úgy cselekedtek, ahogy Jézus parancsolta nekik és elkészítették a húsvéti bárányt.
Matt.26.20 | Mikor pedig beesteledett, asztalhoz telepedett a tizenkettővel.
Matt.26.21 | Miközben ettek, így szólt: Bizony mondom nektek, egyik közületek el fog árulni engem.
Matt.26.22 | Ekkor nagyon elszomorodtak és egyenként kezdték mondani neki: Talán csak nem én vagyok az, Uram?
Matt.26.23 | Ő pedig így felelt: Aki velem együtt mártja kezét a tálba, az árul el engem.
Matt.26.24 | Az Ember Fia elmegy ugyan, amint meg van írva felőle, de jaj annak az embernek, aki az Ember Fiát elárulja. Jobb volna annak az embernek, ha nem született volna.
Matt.26.25 | Megszólalt Júdás is, aki elárulta őt és ezt mondta: Talán csak nem én vagyok az, Mester? Szólott neki: Te mondtad.
Matt.26.26 | "Miközben ettek, Jézus vette a kenyeret és hálát adott, megtörte azt, és adta a tanítványoknak és ezt mondta: Vegyétek, egyétek; ez az én testem."
Matt.26.27 | "Azután vette a poharat, hálát adott, adta nekik, és ezt mondta: Igyatok ebből mindnyájan;"
Matt.26.28 | mert ez az én vérem, az újszövetség vére, mely sokakért kiontatik bűnök bocsánatára.
Matt.26.29 | Mondom pedig nektek: mostantól fogva nem iszom a szőlőtőkének e terméséből mindaddig a napig, amikor majd újra iszom azt veletek az én Atyám országában.
Matt.26.30 | És dicséretet énekelve, kimentek az Olajfák hegyére.
Matt.26.31 | Akkor azt mondta ne kik Jézus: Ezen az éjtsza kán mindnyájan megbotránkoztok bennem. Mert meg van írva: Megverem a pásztort és elszélednek a nyáj juhai.
Matt.26.32 | De feltámadásom után előttetek megyek majd Galileába.
Matt.26.33 | Péter pedig így felelt neki: Ha mindnyájan megbotránkoznak is benned, én soha meg nem botránkozom.
Matt.26.34 | Szólt neki Jézus: Bizony mondom neked, hogy ezen az éjtszakán, mielőtt a kakas megszólal, háromszor megtagadsz engem.
Matt.26.35 | Azt mondta neki Péter: Ha meg kell is veled halnom, nem tagadlak meg téged. A többi tanítvány is hasonlóképen beszélt.
Matt.26.36 | Akkor elment velük Jézus egy helyre, amelyet Gecsemánénak hívtak és így szólt a tanítványoknak: Üljetek le itt, amíg elmegyek és amott imádkozom.
Matt.26.37 | És maga mellé vette Pétert és Zebedeus két fiát, és kezdett szomorkodni és gyötrődni.
Matt.26.38 | Ekkor mondta nekik: Nagyon, szomorú az én lelkem, mind halálig. Maradjatok itt és virrasszatok velem
Matt.26.39 | "És kissé előremenve, arcra borult és így könyörgött: Atyáin, ha lehetséges, múljék el tőlem e pohár; mindazáltal ne úgy legyen, amint én akarom, hanem amint te."
Matt.26.40 | Akkor odament a tanítványokhoz és alva találta őket. És szólt Péternek: Így nem bírtatok virrasztani velem egy óráig sem?
Matt.26.41 | Vigyázzatok és imádkozzatok, hogy kísértésbe ne essetek, mert jóllehet a lélek kész, de a test erőtelen.
Matt.26.42 | Ismét elment másodszor is és könyörgött: Atyám, ha nem múlhatik el tőlem ez a pohár, hogy ki ne igyam, legyen meg a te akaratod.
Matt.26.43 | És mikor visszatért, ismét alva találta őket, mert elnehezedett az ő szemük.
Matt.26.44 | És otthagyta őket, ismét elment, harmadszor is imádkozott, miközben ugyanazt mondta.
Matt.26.45 | Akkor odament a tanítványokhoz és szólt nekik: Aludjatok tovább és nyugodjatok. Íme eljött az óra, és az ember Fiát bűnösök kezére adják.
Matt.26.46 | Keljetek fel, menjünk. íme elközelgett, aki engem elárul.
Matt.26.47 | És mikor még beszélt, íme odament Júdás, egy a tizenkettő közül, és vele együtt sok nép fegyverekkel és botokkal a papi fejedelmektől és a nép véneitől.
Matt.26.48 | Az áruló pedig ebben a jelben egyezett meg velük: Majd akit megcsókolok, ő az: őt fogjátok meg.
Matt.26.49 | És mindjárt Jézushoz lépve, így szólt: Üdvözlégy, Mester! és megcsókolta.
Matt.26.50 | Jézus pedig ezt mondta: Barátom, miért jöttél? Akkor odamentek hozzá, kezüket rávetették Jézusra és elfogták őt.
Matt.26.51 | És íme az egyik azok közül, akik Jézussal voltak, kinyújtotta kezét, kirántotta kardját és a főpap szolgájához sújtva, levágta a fülét.
Matt.26.52 | Ekkor Jézus így szólt hozzá: Tedd hüvelyébe kardodat, mert akik fegyvert fognak, fegyver által kell elveszniük.
Matt.26.53 | Vagy azt gondolod, hogy nem. kérhetném most az én Atyámat s ő nem adhatna mellém akár tizenkét sereg angyalnál is többet?
Matt.26.54 | De akkor hogyan teljesednének be az Írások, hogy ennek így kell lennie?
Matt.26.55 | Abban az órában így szólt Jézus a sokasághoz: Mint valami rablóra, úgy jöttetek fegyverekkel és botokkal, hogy megfogjatok engem. Naponként a templomban ültem és tanítottam és nem fogtatok el engem.
Matt.26.56 | Mindez pedig azért történt, hogy beteljesedjenek a próféták írásai. Ekkor a tanítványok mind elhagyták őt és elfutottak.
Matt.26.57 | Mikor azok foglyul ejtették Jézust, elvitték Kajafáshoz, a főpaphoz, ahol az írástudók és vének összegyűltek.
Matt.26.58 | Péter pedig távolról követte őt, egészen a főpap udvaráig és bement, leült a szolgákkal, hogy lássa, mi lesz a vég.
Matt.26.59 | A papi fejedelmek és az egész tanács hamis tanúságot kerestek Jézus ellen, hogy megölhessék őt.
Matt.26.60 | De nem találtak, bár sok hamis tanú jelentkezett. Utoljára azonban előállott kettő (A 60. vers végén egyes kéziratokban a kettő szó helyett két hamis tanú olvasható.)
Matt.26.61 | és ezt vallották: Ez azt mondta: Én le tudom rontani az Isten templomált és három nap alatt fel tudom építeni,
Matt.26.62 | És a főpap felkelt és így szólt neki: Semmit sem felelsz? Mit vallanak ezek ellened?
Matt.26.63 | Jézus azonban hallgatott. Ekkor a főpap így szólt hozzá: Esküvel kényszerítlek az élő Istenre: mondd meg nekünk, vájjon te vagy-e a Krisztus, az Isten Fia?!
Matt.26.64 | Jézus így felelt: Te mondottad. Sőt mondom nektek: mostantól fogva meglátjátok az Ember Fiát ülni a Hatalom jobbján és eljönni az ég felhőin.
Matt.26.65 | Ekkor a főpap megszaggatta ruháit és szólt: Istent káromolta. Mi szükségünk van még tanúkra1? íme most hallottátok az istenkáromlást. (A 65. versben egyes kéziratokban ez olvasható: az ő istenkáromlását.)
Matt.26.66 | Mit gondoltok? Azok pedig így feleitek: Méltó a halálra.
Matt.26.67 | Elvkor szembeköpdösték, arculverték őt, némelyek pedig bottal ütötték,
Matt.26.68 | s ezt mondták: Prófétáld meg nekünk, te Krisztus, hogy ki az, aki üt téged?
Matt.26.69 | Péter pedig kint ült az udvaron, és egy szolgálóleány odament hozzá és megszólította: Te is a galileai Jézussal voltál.
Matt.26.70 | Ő azonban mindnyájuk előtt tagadta és ezt mondta: Nem tudom, mit beszélsz.
Matt.26.71 | Mikor azután kiment a kapuba, meglátta őt egy másik szolgálóleány és ezt mondta az ottlevőknek: Ez is a názáreti Jézussal volt.
Matt.26.72 | És ő ismét esküvel tagadta: Nem ismerem azt az embert.
Matt.26.73 | Kevés idő múlva pedig az ott álldogálók odamentek és azt mondták Péternek: Bizony te is közülük való vagy, hiszen a beszeded is elárul téged.
Matt.26.74 | Ekkor átkozódni és esküdözni kezdett: Nem ismerem azt az embert. És azonnal megszólalt a kakas.
Matt.26.75 | És Péter visszaemlékezett Jézus beszédére, aki ezt mondta neki: Mielőtt a kakas megszólal, háromszor tagadsz meg engem. És kiment onnan és keservesen sírt.

Matt.27.1 | Mikor pedig reggel lett, határozatot hoztak az összes papi fejedelmek és a nép vénei Jézus ellen, hogy megölik őt.
Matt.27.2 | És miután megkötözték, elvitték és átadták Poncius Pilátusnak, a helytartónak.
Matt.27.3 | Mikor Júdás, aki őt el árulta, látta, hogy elítélték, megbánta tettét, a harminc ezüst pénzt visszavitte a papi fejedelmeknek és véneknek és ezt mondta:
Matt.27.4 | Vétkeztem, mivel ártatlan vért árultam el. Ők azonban azt mondták: Mit tartozik ez ránk? A te dolgod.
Matt.27.5 | Ő pedig eldobta az ezüst pénzeket a templomban, eltávozott, ment és felakasztotta magát.
Matt.27.6 | A papi fejedelmek pedig felszedték az ezüst pénzt és azt mondták: Nem szabad ezt a templom kincséhez tennünk, mert vérdíj.
Matt.27.7 | És tanácsot tartva, megvásárolták azon a fazekas mezejét az idegenek számára temetőül.
Matt.27.8 | Ezért hívják azt a földet Vérmezőnek mind e mai napig.
Matt.27.9 | Ekkor teljesedett be Jeremiás próféta mondása, aki így szólt: És vették a harminc ezüst pénzt, a felbecsültnek árát, akit Izrael fiai részéről felbecsültek,
Matt.27.10 | és odaadták a fazekas mezejéért, amint meghagyta nekem az Úr.
Matt.27.11 | Jézus pedig ott állt a helytartó előtt. És a helytartó megkérdezte tőle: Te vagy a zsidók királya? Jézus pedig így szólt: Te mondod,
Matt.27.12 | És mikor a papi fejedelmek és vének vádolták, semmit sem felelt.
Matt.27.13 | Akkor így szólt neki Pilátus: Nem hallod, mi mindennel vádolnak?
Matt.27.14 | És nem felelt neki egyetlen szavára sem, úgyhogy a helytartó igen csodálkozott.
Matt.27.15 | Ünnepenként pedig egy foglyot szokott szabadon bocsátani a helytartó a sokaság kedvéért, akit akartak.
Matt.27.16 | Volt pedig akkor egy hírhedt foglyuk, akit Barabbásnak hívtak.
Matt.27.17 | Ezért, mikor összegyűltek, így szólt Pilátus: Melyiket akarjátok, hogy szabadon bocsássam nektek: Barabbást vagy Jézust, akit Krisztusnak hívnak?
Matt.27.18 | Mert tudta, hogy csak irigységből adták őt a kezére.
Matt.27.19 | Mikor pedig a bírói székbe ült, felesége üzenetet küldött neki: Ne avatkozzál annak az igaz embernek dolgába, mert sokat szenvedtem miatta ma álmomban.
Matt.27.20 | Ám a papi fejedelmek és a vének felbujtották a sokaságot, hogy Barabbást kérjék ki, Jézust ellenben veszítsék el.
Matt.27.21 | Azután a helytartó azt mondta nekik: A kettő közül melyiket akarjátok, hogy elbocsássam nektek? Azok pedig így szóltak: Barabbást.
Matt.27.22 | Pilátus azt mondta nekik: Mit tegyek hát Jézussal, akit Krisztusnak hívnak? És mindnyájan azt mondták: Feszítsd meg!
Matt.27.23 | A helytartó pedig megkérdezte: Hát mi rosszat cselekedett? De azok annál hangosabban kiáltották: Feszítsd meg!
Matt.27.24 | Mikor Pilátus látta, hogy semmire sem megy, sőt még nagyobb zavargás támad, vizet hozatott, megmosta kezét a sokaság előtt és így szólt: Ártatlan vagyok ennek az igaz embernek vérétől. Ti feleltek érte!
Matt.27.25 | És az egész nép azt felelte: Az ő vére rajtunk és gyermekeinken.
Matt.27.26 | Akkor szabadon bocsátotta nekik Barabbást, Jézust pedig megostoroztatta és kiszolgáltatta, hogy megfeszítsék.
Matt.27.27 | Akkor a helytartó katonái elvitték Jézust a várba és összegyűjtötték ellene az egész csapatot.
Matt.27.28 | És levetkőztették és bíborpalástot adtak rá.
Matt.27.29 | Majd tövisből font koronát tettek a fejére és jobb kezébe nádszálat adtak. És térdet hajtva, csúfolták őt és azt mondták: Üdvözlégy, zsidók királya!
Matt.27.30 | Majd leköpdösték, elvették tőle a nádszálat és a fejéhez verték.
Matt.27.31 | És miután csúfot űztek belőle, levették róla a palástot és a maga ruhájába öltöztették. Majd elvitték, hogy megfeszítsék.
Matt.27.32 | "Kifelé menet pedig találkoztak egy cirénei emberrel, akit Simonnak hívtak; ezt kényszerítették, hogy vigye az ő keresztjét."
Matt.27.33 | És miután odaértek arra a helyre, amelyet Golgotának, vagyis Koponya-helynek neveznek,
Matt.27.34 | epével kevert bort adtak neki inni. Ezt megízlelte, de nem akart inni.
Matt.27.35 | Miután pedig megfeszítették őt, sorsvetéssel osztoztak a ruháin. Hogy beteljesedjék a próféta mondása: Ruháimon megosztoztak maguk között és köntösömre sorsot vetettek.
Matt.27.36 | Majd leülve ott, őrizték őt.
Matt.27.37 | És feje fölé függesztették elítéltetésének okát, és ezt írták oda: EZ JÉZUS, A ZSIDÓK KIRÁLYA.
Matt.27.38 | "Ugyanakkor két rablót is megfeszítettek vele együtt; egyiket jobb, a másikat bal keze felől."
Matt.27.39 | Az arramenők pedig káromolták őt, fejüket csóválva,
Matt.27.40 | és ezt mondva: Te, aki lerontod a templomot és harmadnapra felépíted, szabadítsd meg magadat. Ha Isten Fia vagy, szállj le a keresztről!
Matt.27.41 | Hasonlóképen a papi fejedelmek is gúnyolódva mondták az írástudókkal és vénekkel együtt:
Matt.27.42 | "Másokat megmentett; magát nem tudja megmenteni. Ha Izrael Királya, szálljon le most a keresztről és majd hiszünk benne."
Matt.27.43 | Bízott az Istenben: szabadítsa meg most, ha akarja. Hiszen azt mondta: Isten Fia vagyok.
Matt.27.44 | Hasonlóképen gyalázták őt a gonosztevők is, akiket vele együtt feszítettek meg.
Matt.27.45 | Hat órától kezdve pedig sötétség lett az egész földön kilenc óráig.
Matt.27.46 | Kilenc óra táján pedig Jézus hangosan így kiáltott: Éli, Éli, lama sabaktáni azaz: Én Istenem, én Istenem, miért hagytál el engem?
Matt.27.47 | Némelyek pedig az ott állók közül, akik ezt hallották, így szóltak: Illést hívja.
Matt.27.48 | Ekkor egyikük nyomban odafutott, szivacsot vett, amelyet megtöltött ecettel, nádszálra tűzte és inni adott neki.
Matt.27.49 | "A többiek pedig ezt mondták: Hagyd el; lássuk, eljön-e Illés, hogy megszabadítsa őt?"
Matt.27.50 | Jézus pedig ismét hangosan felkiáltva, kilehelte lelkét.
Matt.27.51 | "És íme a templom kárpitja felülről az aljáig kettéhasadt. És a föld megrendült és a sziklák megrepedeztek;"
Matt.27.52 | "a sírok megnyíltak és sok elhunyt szentnek a teste feltámadt;"
Matt.27.53 | ezek a sírokból kijőve, az ő feltámadása után bementek a szent városba és sokaknak megjelentek.
Matt.27.54 | A százados pedig, és akik vele őrizték Jézust, látták a földrengést és a történteket, és igen megrémültek és így szóltak: Bizony Isten Fia volt ez!
Matt.27.55 | Volt pedig ott sok asszony, akik távolról szemlélték mindezt: ezek Galileából követték Jézust és szolgáltak neki.
Matt.27.56 | Köztük volt a magdalai Mária, továbbá Mária, Jakab és József anyja és a Zebedeus fiainak anyja.
Matt.27.57 | Mikor pedig beesteledett, eljött egy gazdag ember Arimatiából, névszerint József, aki maga is tanítványa volt Jézusnak.
Matt.27.58 | Ez bement Pilátushoz és elkérte Jézus testét. Ekkor Pilátus megparancsolta, hogy adják ki.
Matt.27.59 | És József magához vette a testet, tiszta gyolcsba göngyölte,
Matt.27.60 | és elhelyezte a maga új sírboltjába, amelyet a sziklába vágatott. És miután a sír bejáratához egy nagy követ hengerített, eltávozott.
Matt.27.61 | Ott volt pedig a magdalai Mária és a másik Mária, akik a sírral szemben ültek.
Matt.27.62 | Másnap pedig, amely a péntek után következik, összegyűltek a papi fejedelmek és a farizeusok Pilátushoz,
Matt.27.63 | és azt mondták: Uram, mi emlékszünk arra, hogy ez a csaló még életében azt mondta: Harmadnapra feltámadok!
Matt.27.64 | Parancsold meg azért, hogy őrizzék a sírt harmadnapig, hogy a tanítványai, odamenve, valamiképpen el ne lopják őt és azt ne mondják a népnek: Feltámadott a halálból! és ez az utolsó csalás még rosszabb lesz az elsőnél.
Matt.27.65 | Pilátus azt mondta nekik: Van őrségetek: menjetek, őriztessétek, ahogy jónak látjátok.
Matt.27.66 | És ők elmentek, lepecsételjék a követ és a sírt az őrséggel őriztették.

Matt.28.1 | Szombat elmúltával pedig, a hét első napján, virradatkor kiment magdalai Mária és a másik Mária, hogy megnézzék a sírt.
Matt.28.2 | És íme nagy földrengés lett, mert az Úr angyala leszállt a mennyből, odament és elhengerítette a követ és ráült.
Matt.28.3 | Úgy jelent meg, mint a villámlás, és ruhája fehér volt, mint a hó.
Matt.28.4 | Tőle való féltükben megrettentek az őrök és szinte holtra váltak.
Matt.28.5 | Az angyal pedig ezt mondta az asszonyoknak: Ti ne féljetek! Mert tudom, hogy a megfeszített Jézust keresitek.
Matt.28.6 | Nincsen itt, mert feltámadott, amint megmondta. Jertek, nézzétek meg a helyet, ahol feküdt az Úr.
Matt.28.7 | És menjetek el gyorsan, mondjátok meg a tanítványainak, hogy feltámadott a halálból és íme előttetek megy Galileába: ott majd meglátjátok őt. Íme, megmondtam nektek!
Matt.28.8 | És gyorsan eltávoztak a sírtól, félelemmel és nagy örömmel futottak, hogy megvigyék a hírt a tanítványainak.
Matt.28.9 | Mikor pedig mentek, hogy megmondják az ő tanítványainak, íme szembe jött velük Jézus és ezt mondta: Köszöntlek titeket! Azok pedig odajárulva hozzá, megragadták az ő lábát és leborultak előtte.
Matt.28.10 | Akkor Jézus így szólt hozzájuk: Ne féljetek! Menjetek el, mondjátok meg az én atyámfiainak, hogy menjenek el Galileába és ott majd meglátnak engem. Az őrök megvesztegetése
Matt.28.11 | És mikor ők elmentek, íme az őrségből némelyek bementek a városba és jelentették a papi fejedelmeknek mindazt, ami történt.
Matt.28.12 | Azok pedig összegyűltek a vénekkel együtt és elhatározták, hogy sok pénzt adnak a katonáknak,
Matt.28.13 | és így szóltak: Mondjátok: Az ő tanítványai jöttek oda éjjel és ellopták őt, amikor mi aludtunk.
Matt.28.14 | Ha ez aztán a helytartó fülébe jut, mi majd megnyugtatjuk őt és kimentünk titeket a bajból.
Matt.28.15 | Azok pedig elfogadták a pénzt és úgy tettek, ahogy kitanították őket. Így terjedt el ez a hír a zsidók között mind e mai napig.
Matt.28.16 | A tizenegy tanítvány pedig elment Galileába arra a hegyre, ahová Jézus rendelte őket.
Matt.28.17 | És mikor meglátták őt, leborultak előtte. Némelyek azonban kételkedtek.
Matt.28.18 | Jézus pedig odament hozzájuk és azt mondta nekik: Nekem adatott minden hatalom mennyen és földön.
Matt.28.19 | Menjetek el azért, tegyetek tanítványokká minden népet, kereszteljétek meg őket az Atyának és a Fiúnak és a Szent Léleknek nevébe,
Matt.28.20 | és tanítsátok őket, hogy tartsák meg mindazt, amit én parancsoltam nektek. És íme én veletek vagyok minden napon a világ végezetéig.
