2Kgs.1.1 | Elszakada pedig Moáb, Akhábnak halála után, az Izráeltől.
2Kgs.21.14 | És elhagyom az én örökségemnek maradékát, és adom őkt az ő ellenségeiknek kezekbe, és minden ő ellenségei elragadozzák, és eldulják őket;
2Kgs.21.15 | Ezokáért, hogy gonoszúl cselekedtek én előttem, és engemet haragra ingerlettek, az ő attyaiknak Égyiptomból való kijöveteleknek napjától fogva, mind e mai npaig.
2Kgs.21.16 | Ennekfelette sok ártatlan vért is onta ki Manasse, annyira hogy Jérusálem minden felől megtelnék vele, az ő vétkén kivűl, mellyel vétekbe ejté Júdát, gonoszúl cselekedvén az Úrnak szemei előtt.
2Kgs.21.17 | Manassénak pedig több dolgai és minden cselekedetei, és az ő vétke, mellyet cselekedett, nincsenek é megírva a Júda Királyainak Krónika könyvökben?
2Kgs.21.18 | És elaluvék Manasse az ő attyaival és eltemetteték az ő háza mellett való kertben, Uzzának kertében, és az ő fija Amon uralkodék helyette.
2Kgs.21.19 | Huszonkét esztendős vala Amon, mikor uralkodni kezde, és két esztendeig uralkodék Jérusálemben, az ő annyának pedig Mésullémet vala neve, a Jótabeli Hárusnak leánya.
2Kgs.21.20 | És gonoszúl cselekedék az Úrnak szemei előtt a mint cselekedett vala Manasse az ő attya.
2Kgs.21.21 | És mind azon az útopn jára, a mellyen járt vala az ő attya, és szolgála a bálványoknak, kiknek shzolgált vala az ő attya, és imádá azokat.
2Kgs.21.22 | És elhagyá az ő attyainak Urát Istenét, és nem jára az Úrnak útában.
2Kgs.21.23 | És párot ütének Amon ellen a maga szolgái, és megölék a Királyt az ő házában.
2Kgs.21.24 | A föld népe pedig levágá mind azokat, kik pártot ütöttek vala Amon Király ellen; és a föld népe Királlyá tevé az ő fiját Jósiást helyette.
2Kgs.21.25 | Amonnak pedig több dolgai mellyeket cselekedett, nemde nincsenek é megírva a Júdabeli Királyokról való Krónika könyvben?
2Kgs.21.26 | És eltemeték őtet az ő koporsójában, Uzzának kertében, és uralkodék helyette az ő fija Jósiás.

2Kgs.22.1 | Nyolcz esztendős vala Jósiás mikor uralkodni kezde, és harminczegy esztendeig uralkodék Jérusálemben: az ő annyának pedig Jédida vala neve, a Besekátból való Adajának leánya.
2Kgs.22.2 | És kedves dolgot cselekedék az Úrnak szemei előtt, és jára az ő attyának Dávidnak minden útaiban, és nem hajla sem jobbra sem balra.
2Kgs.22.3 | Lőn pedig Jósiás Királynak tizennyolczadik esztendejében, elküldé a Király Sáfánt, Asaliának a Messullám fijának fiját az Íródeákot, az Úr házához, mondván:
2Kgs.22.4 | Menj fel Hilkiához a Főpaphoz és mond meg, hogy számlálják meg a pénzt, melly az Úrnak házába bévitetett, mellyet az ajtó őrizők gyüjtöttek a néptől.
2Kgs.22.5 | És adják azt az Úr házában való pallérok a míveseknek kezekbe, adják, mondom, a miveseknek, kik az Úrnak házában munkálkodnak, hogy a háznak romlásait felépítsék.
2Kgs.22.6 | Tudniillik az ácsoknak, az épitőknek és a kőmiveseknek, hogy mind fákat, mind faragott köveket vegyenek a háznak felépítésére.
2Kgs.22.7 | De meg ne számláltassék nékik a pénz, az iródeáknak: A Törvénykönyvet megtaláltam az Úrnak házában. És Hilkia adá a könyvet Sáfánnak, és olvasá azt.
2Kgs.22.8 | Monda pedig Hilkia a Főpap Sáfánnak az iródeáknak: A Törvénykönyvet megtaláltam az Úrnak házában. És Hilkia adá a könyvet Sáfánnak, és olvasá azt.
2Kgs.22.9 | Elméne pedig Sáfán az iródeák a Királyhoz, és megvivé a Királynak a választ, és monda: A te szolgáid egybeszedék a pénzt, melly a házban találtatott, és adták azt az Úr házában munkálkodók pallérainak kezekbe.
2Kgs.22.10 | És megmondá Sáfán az iródeák a Királynak; mondván: Egy könyvet ada nékem Hilkia Pap. És olvasá azt Sáfán a Király előtt.
2Kgs.22.11 | Mikor pedig hallotta volna a Király a törvény önyvének beszédit, megszaggatá az ő ruháit.
2Kgs.22.12 | És parancsola a Király Hilkia Papnak és Ahikámnak a Sáfán fijának és Akbórnak a Mikája fijának, és Sáfánnak az íródeáknak, és Asajának a Király szolgájának, mondván:
2Kgs.22.13 | Menjetek el, kérdjetek tanácsot az Úrtól én érettem és a népért; tudniillik az egész Júdáért, e könyvnek beszédei felől, melly megtaláltatott; mert nagy az Úrnak haragja, melly felgerjedett mi ellenünk, mivelhogy a mi atyáink nem engedtek e könyv beszédeinek, hogy cselekedte volna mind úgy, a mint megíratott nékünk.
2Kgs.22.14 | Elméne azért Hilkia Pap és Ahikám, és Akbor és Sáfán és Asája Hulda Próféta asszonyhoz, Sallumnak feleségéhez, ki Thékua fija volt: ki Harhásnak a ruhák őrizőjének fija volt; (ő pedig lakik vala Jérusálemben a második részen,) és szólának néki.
2Kgs.22.15 | Ki monda nékik: Ezt mondja az Jérusálemnek Ur Istene: Mondjátok meg a férjfiúnak, ki titeket hozzám küldött.
2Kgs.22.16 | Ezt mondja az Úr: Ímé én veszedelmet hozok e helyre és e helyen lakozókra, mind a könyvnek beszédei szerint, mellyet olvasa a Júda Királya:
2Kgs.22.17 | Azért hogy elhagytak engemet, és idegen isteneknek áldoztak jóillattal, hogy engemeet haragra indítanának minden ő kezeknek csinálmányaival: és felgerjedett az én haragom e hely ellen, meg sem oltatik.
2Kgs.22.18 | A Júda Királyának pedig, ki elküldött titeket, hogy tanácsot kérdjetek az Úrtól ezt mondjátok Ezt mondja az Izráelnek Ura Istene: Mivelhogy e beszédeket hallottad.
2Kgs.22.19 | És mivelhogy meglágyult a te szíved, és megaláztad magadat az Úr előtt, hallván azokat, mellyeket szólék e hely ellen és e helyen lakozók ellen, hogy megpusztulna és átokban lenne; és megszaggatád a te ruháidat és sírál előttem: Azért én is meghallgattalak, azt mondja az Úr.
2Kgs.22.20 | Annakokáért ímé én takarítlak téged a te atyáidhoz és a te koporsódba békességgel visznek téged és meg nem látják a te szemeid azt a nagy veszedelmet, mellyet én e helyre hozok. És meghozák a Királynak a választ.

2Kgs.23.1 | Elkülde azért a Király, és hozzá gyülének mind Júdának, mind Jérusálemnek minden Vénei.
2Kgs.23.2 | És felméne a Király az Úrnak házába, és Júdából minden férjfiak, és Jérusálemnek minden lakosai vele valának a Papokkal, a Prófétákkal és az egész néppel egyetembe, kicsinytől fogva nagyig. És elolvasá előttök a szövetség könyvének minden beszédeit, melly megtaláltatott vala az Úr házában.
2Kgs.23.3 | Megállapodék pedig a Király az oszlop mellett, és kötést tőn az Úr előtt, hogy őt az Urat akarnák követni, és az ő parancsolatait, bizonyságtételeit és végezéseit teljes szívből és lélekből megőrizni, és bételjesíteni a szövetségnek beszédit, mellyek meg vagynak írva abban a könyvben, és reá hajla mind az egész nép a kötésre.
2Kgs.23.4 | Parancsola annakfelette a Király Hilkiának a Főpapnak, és a másod rendbeli Papoknak és az ajtó őrizőknek, hogy kihordanának az Úr templomából minden edényekeet, mellyeket csináltak vala a Baálnak, a bereknek és az egész mennyei seregnek, és megégeté azokat Jérusálem kivűl a Kedrón mezején, és azoknak hamvokat Béthelbe vivé.
2Kgs.23.5 | És elveszté a bálványozó Papokat is, kiket szerzettek vala a Júdabeli Királyok, hogy a magassábeli oltárokon jóillattal áldoznának Júdának városaiban és Jérusálem körűl; és mind azokat is kik jóillattal áldoznak vala a Baálnak, a Napnak, Holdnak, az égi jeleknek, és az egész mennyei seregnek.
2Kgs.23.6 | Kivivé az Úrnak házából a bereknek bálványát is Jérusálem kivűl; a Kedrón patakja mellé, és megégeté ott azt és porrá tevé; és annak porát a községnek temetőhelyére hinté.
2Kgs.23.7 | És elrontáa férjfiakból való paráznáknak házait is, mellyek az Úrnak háza meleltt valának, mellyekben az asszonyok kárpitokat szőnek vala a berekhez.
2Kgs.23.8 | És béhozata minden Papokat Júdának városaiból, és meggertézteté a magasságbeli oltárokat, mellyeken a Papok jóillattal áldoznak vala, Gébától fogva mind Beersebáig: és letöré a kapuk mellett való magasságokat, és mind azokat is, mellyek Jósuénaka város Fejedelmének kapuja előtt valának balkéz felől, a hol a városba bémennének a kapun.
2Kgs.23.9 | De a magasságoknak Papjai nem mentek többé az Úrnak Jérusálemben való oltárához, hanem ettek kovásztalan kenyereket az ő attyokfiai között.
2Kgs.23.10 | Megfertézteté a Tófetet is, melly a Hinnóm fijainak völgyében vala; hogy senki az ő fiját vagy leányát által ne vinné a tűzön a Moloknak.
2Kgs.23.11 | Levetetté a lovakat is, mellyeket a Júdabeli Királyok feltettek vala a Napnak, a hol bémennének az Úr házába a Nátán-Mélek udvari szolgának háza mellett, melly a hostátban vala, és a Napnak szekereit tűzzel megégeté.
2Kgs.23.12 | Eltöré az oltárokat is, mellyek valának az Akház palotájának padlásán, mellyeket a Júdabeli Királyok csinálta vala; és az oltárokat is, mellyeket Manasse csinált vala az Úr házának mindkét pitvaraiban, a Király elrontá, és onnét azokat lerontván, azoknak porokat a Kedrón patakába hányatá.
2Kgs.23.13 | A magasságbeli oltárokat is megfertézteté a Király, melylek Jérusálem előtt valának az Olajfák hegyének jobbfelől val oldalán, mellyeket épített vala Salamon az Izráel Királya Astóretnek a Sídonbeliek utálatosságának, és Kémósnak a Moábiták utálatosságának, és Milkómnak az Ammon fijainak utálatosságának.
2Kgs.23.14 | Elrontá annakfelette a bálványokat, és kivágatá a berkeket, és azoknak helyeket embereknek tetemeivel tölté meg.
2Kgs.23.15 | Sőt a Béthelbeli oltárt is eltöré, és a magasságbeli oltárt is, mellyet Jéroboám a Nébát fija csinált vala, ki vétekbe ejté az Izráelt: azt mondom, az oltárt és a magasságot eltöré, és megégeté a magasságot és porrá tevé; megégeté a berket is.
2Kgs.23.16 | Fordulván pedig Jósiás, meglátá a koporsókat, mellyek ott a hegyen valának, és elküldvén kihányatá a tetemeket a koporsóból, és megégeté azokat amaz 9 oltáron, és e képen fertézteté meg azt az Úrnak beszéde szerint, mellyet mondott vala az Isten embere, ki annakelőtte e dolgot megjövendölte vala.
2Kgs.23.17 | És monda a Király: Micsoda temetésnek jegye ez, mellyet látok? Felelének néki a városbeli férjfiak: Az Isten emberének koporsója ez, ki Júdából jött vala, és mind ezeket megjövendölte vala a Béthelbeli oltár felől, mellyeket cselekedtél.
2Kgs.23.18 | És monda: Hagyjatok békét néki, és senki meg ne mozdítsa az ő tetemeit. És megmenték az ő tetemeit, a Prófétának tetemeivel egybe, ki Samariából jött vala.
2Kgs.23.19 | Elroná Jósiás a magasságoknak minden házait is, mellyek Samariának városaiban valának, mellyeket az Izráelbeli Királyok csináltak vala, hogy az Urat haragra ingerlenék, és szinte úgy cselekedék azokkal mindenekben, mind Béthelben cselekedett vala.
2Kgs.23.20 | Levágá annakfelette a magasságoknak minden Papjait, kik ott az oltárok körűl voltak, és emberi tetemeket égete meg az oltárokon; és úgy tére vissza Jérusálembe.
2Kgs.23.21 | Parancsola pedig a Király az egész népnek, mondván: Szerezzétek meg a Páskhát a ti Uratoknak Istenteknek, a mint meg vagyon írva e szövetségnek könyvében;
2Kgs.23.22 | Mert nem szereztetett vala olyan Páskha a Bíráknak idejektől fogva, kik az Izráelt ítélték, sem pedig az Izráel és a Júda Királyainak minden idejekben.
2Kgs.23.23 | Jósiás Királynak pedig tizennyolczadik esztendejében szerezteték ez a Páskha az Úrnak Jérusálemben.
2Kgs.23.24 | Annakfelette Jósiás Király elveszté mind az ördöngösöket, mind a varázslókat, a képekkel és a bálványokkal egyetembe; és minden utálatosságokat, mellyek láttatnak vala Júdának földében és Jérusálemben, hogy helyreállatná a törvénynek beszédit, mellyek meg valának irva a könyvben, mellyet megtalált Hilkia Pap az Úrnak házában.
2Kgs.23.25 | És nem volt ő hozzá hasonló Király ő előtte, ki megtért volna az Úrhoz teljes szívéből, és teljes lelkéből és teljes erejéből, Mózesnek minden törvénye szerint; és utánna sem támadott hozzá hasonló.
2Kgs.23.26 | De mindazonáltal meg nem szünék az Úr az ő megbúsult nagy haragjától, mellyel megharagudt vala Júda ellen, mind azokért a bosszantásokét, mellyekkel bosszantotta vala őtet Manasse.
2Kgs.23.27 | Mert ezt mondá az Úr: Júdát is elvetem szemem elől, miképen az Izráelt elvetettem, és megutálom ezt a várost, mellyet választotam vala, Jérusálemet: ezt a házat is, mellyről azt mondottam vala: Ott lészen az én nevem!
2Kgs.23.28 | Jósiásnak pedig több dolgai és minden cselekedetei, avagy nincsenek é megírva a Júdabeli Királyokról való Krónika könyvben?
2Kgs.23.29 | A ő idejében jöve fel Faraó-Nékó az Égyiptomi Király, az Assiriabeli Király ellen, az Eufrátes folyóvíz mellé: Eleibe méne pedig Jósiás Király és az megölé őtet Megiddóban, mikor meglátta volna őtet.
2Kgs.23.30 | És az ő szolgái szekérre tévén őtet, halva elvivék Megiddóból, és vivék őtet Jérusálembe, és elteemét őtet az ő koporsójában. A föld népe pedig fogá Jóákházt Jósiásnak fiját, és megkenék őtet: és Királlyá tevék az ő attya helyett.
2Kgs.23.31 | Huszonhárom esztendős vala Joákház, mikor uralkodni kezde: és három hónapig uralkodék Jérusálemben; az ő annyának pedig Hamutál vala neve, a Libnabeli Jerémiásnak leánya.
2Kgs.23.32 | És gonoszúl cselekedék az Úrnak szemei előtt mind a szerint, a mint az ő attyai cselekedtek vala.
2Kgs.23.33 | És megkötözteté őtet Faraó-Nékó Reblában Hámátnak földén, mikor Jérusálemben uralkodnék: és adót vete a földre, száz tálentom ezüstöt, és egy tálentom aranyat.
2Kgs.23.34 | És Faraó-Nékó Királlyá tevé Eliákimot Jósiásnak fiját, Jósiásnak az ő attyának helyette, és változtatá az ő nevét Jóákimnak: Jóákházt pedig elvivé Égyiptomba, és ott hala meg.
2Kgs.23.35 | Azt az ezüstöt pedig és az aranyat megadá Jóákim Faraónak: de megsarczoltatá a földet, hogy megadná az ezüstöt a Faraó parancsolatja szerint: mindentől a föld népe közzűl az ő értéke szeirnt vőn mind ezüstöt, mind pedig aranyat, hogy Faraó-Nékónak adná.
2Kgs.23.36 | Huszonöt esztendős vala Jóákim mikor uralkodni kezde, és tizenegy esztendeig uralkodék Jérusálemben: az ő annyának pedig Zébuda vala neve, a Rúmabeli Pedájának leánya.
2Kgs.23.37 | És gonoszúl cselekedék az Úrnak szemei előtt mind a szerint, a mint az ő attyai cselekedtek vala.

2Kgs.24.1 | Joákim idejében feljöve Nabukodonozor a Babilóniabeli Király és Jóákim ő szolgája lőn három esztendeig; de elfordulván azután, elszakada tőle.
2Kgs.24.2 | Reá bocsátá azért az Úr a Káldeusoknak, a Siriabelieknek, Moábitáknak, és az Ammon fijainak seregeiket, reá bocsátá, mondom, őket Júdára, hogy elvesztenék őtet az Úrnak beszéde szerint, mellyet szólott vala az ő szolgái a Próféták által.
2Kgs.24.3 | Bizonyára az Úrnak beszéde szerint esék e nyomorúság Júdán, hogy elvetné őtet maga elől Manassénak minden bűneiért, mellyeket cselekedett vala;
2Kgs.24.4 | És az ártatlan vérét is, mellyet kiontott vala, és bétöltötte vala egész Jérusálemet ártatlan vérrel; azért nem kedveze az Úr néki.
2Kgs.24.5 | Joákimnak pedig több dolgai és minden cselekedetei, avagy nincsenek é megírva a Júdabeli Királyokról való Krónika könyvben?
2Kgs.24.6 | Elaluvék azért Joákim az ő attyaival és az ő fija Joákin uralkodék helyette.
2Kgs.24.7 | Az Égyiptombeli Király pedig nem jöve ki többször az ő földéből: mert a Babilóniabeli Király, valami az Égyiptombeli Királyé vala elvett vala mindent, Égyiptomnak folyóvizétől fogva mind az Eufrátes folyóvízig.
2Kgs.24.8 | Tizennyolcz esztendős vala Joákin mikor uralkodék, és három hónapig uralkodék Jérusálemben: az ő annyának pedig Nékhusta vala neve, a Jérusálembeli Elnatánnak leánya.
2Kgs.24.9 | És gonoszúl cselekedék az Úrnak szemei előtt mind a szerint, a mint az ő attya cselekedett vala.
2Kgs.24.10 | Akkor feljövének Nabukodonozornak a Babilóniai Királynak szolgái Jérusálem ellen, és megszállák a várost.
2Kgs.24.11 | Ő maga is Nabukodonozor feljöve a város ellen, melylet immár az ő szolgái megszállottak vala.
2Kgs.24.12 | Kiméne pedig Joákin a Júda Királya a Babilóniai Királyhoz az ő annyával, szolgáival, Hadnagyaival és udvariszolgáival egyetembe, és felvevé őtet a Babilóniai Király az ő uralkodása nyolczadik esztendejében.
2Kgs.24.13 | És elhordá onnét az Úr házának és a Király házának minden kincseit, és elvive minden arany edényeket, mellyeket Salamon az Izráel Király a csinált vala az Úrnak templomában, a mint az Úr szólott vala.
2Kgs.24.14 | És elvivé mind az egész Jérusálemet minden fejedelmeivel, minden vitézeivel, tízezer foglyot, és minden mesterembereket és kapunállókat. Senkit el nem hagya, hanem csak a földnek szegény népét.
2Kgs.24.15 | Elvivé Joákint is Babilóniába, annyával, feleségeivel, udvariszolgáival és az országnak erős vitézeivel egybe, fogva Jérusálemből Babilóniába.
2Kgs.24.16 | Annakfelette minden hadakozó férjfiakat hétezeret, és ezer míves embereket és kapunállókat, minden erős és hadra alkalmatosokat elvive a Babilóniabeli Király fogva Babilóniába.
2Kgs.24.17 | Királlyá tevé pedig a Babilóniai Király Mattaniát, az ő attyának Jékoniásnak attyafiát ő helyette; és változtatá az ő nevét Sédékiásnak.
2Kgs.24.18 | Huszonegy esztendős vala Sédékiás, mikor uralkodni kezde, és tizenegy esztendeig uralkodék Jérusálemben: az ő annyának pedig Amiát vala neve, a Libnából való Jerémiás leánya.
2Kgs.24.19 | És gonoszúl cselekedék az Úrnak szemei előtt mind a szerint a mint Joákim cselekedett vala:
2Kgs.24.20 | Mert az Úrnak búsulása miatt, melly volt mind Jérusálem, mind Júda ellen, míglen elveté őket szemei elől, elszakada Sédékiás a Babilóniai Királytól.

2Kgs.25.1 | Lőn pedig az ő birodalmának kilenczedik esztendejében, a tizedik hónapban, és annak tizedik napján, eljöve Nabukodonozor a Babilóniabeli Király minden ő seregeivel Jérusálem ellen; és tábort jára ellene; és kastélyokat csinálának ellene köröskörűl.
2Kgs.25.2 | És alatta lőnek a városnak Sédékiás királynak tizenegyedik esztendejéig.
2Kgs.25.3 | Mellynek negyedik havának kilenczedik napján elhatalmazék az éhség a városban, és nem vala mit enni a föld népének.
2Kgs.25.4 | És megrontaték a város, és elfutának a hadakozó férjfiak mindnyájan éjjel, annak a kapunak útán, mely a Király kerte meleltt való két kőfal között vala. A Káldeusok pdig mint körűlvették vala a várost; és a Király is elfuta a pusztának útán.
2Kgs.25.5 | Megkergeték pedig a Káldeusoknak seregei a Királyt, és elérék őtet a Jérikó mezején és az ő serege mind eloszla ő mellőle.
2Kgs.25.6 | És megfogák a Királyt és elvivék őtet a Babilóniai Királyhoz Riblába: hol ő reá szentencziát mondának.
2Kgs.25.7 | A Sédékiás fijait pedig az ő szeme láttára levágák; Sédékiásnak is szemeit kitolák, ércz békókba verék, és őtet elvivék Babilóniába.
2Kgs.25.8 | Az ötödik hónapban pedig, és annak hetedik napján, (ez a Nabukodonozor a Babilóniabeli Király uralkodásának tizenkilenczedik esztendeje) eljöve Nabuzár-Adán a vitézek Hadnagya: a Babilóniabeli Király szolgája Jérusálembe:
2Kgs.25.9 | És felgyujtá az Úr házát, és a Király házát és Jérusálemben miden házakat, és minden nagy palotákat tűzzel megégeté.
2Kgs.25.10 | Annakfelette Jérusálemnek kőfalait köröskörűl lerontá a Káldeusoknak serege, melly a vitézek Hadnagyával vala.
2Kgs.25.11 | A több népet pedig, melly a városban megmaradt vala, és azokat kik a Babilóniabeli Királyhoz hajtottak vala, és a több községnek sokaságát elvivé Nabuzár-Adán a vitézek Hadnagya.
2Kgs.25.12 | A föld népének csak a szegényéből hagya ott a vitézek Hadnagya, szőlőmíveléseket és szántó s vető embereket.
2Kgs.25.13 | A rézoszlopokat pedig, mellyek az Úr házában valának, és az eóüstöknek talpait, és a réztengert, melly az Úr házában vala, öszveronták a Káldeusok, és azoknak rezét Babilóniába vivék.
2Kgs.25.14 | Elvivék a fazekakat is, üstöket, vigasságtevő szerszámokat, kalánokat és minden szolgálatra rendeltetett egyéb rézedényeket.
2Kgs.25.15 | És elvivé a vitézek Hadnagya a serpenyőket, a medenczéket, mellyek közzűl némellyek aranyból, némellyek pedig ezüstből valának.
2Kgs.25.16 | Akét rézoszlopot, a réztengert, és az üstöknek talpait, mellyeket Salamon csinált vala az Úr házában; megmérhetetlen vala mind ezeknek az edényeknek rezek.
2Kgs.25.17 | Az egyik oszlopnak magassága tizennyolcz sing vala, és azon felűl rézgomb vala, mellynek magassága három sing vala: és mind háló forma, mind pómagránátoknak formája vala a gombon felűl köröskörűl; mind ezek rézből valának: ezen formára vala a másik oszlop is a háló formával egybe.
2Kgs.25.18 | Elvivé a vitézek Hadnagya Serája Papot is az első rendből és Sofóniás Papot a második rendből, és az ajtónak három őrzőit.
2Kgs.25.19 | És a városból elvőn egy Főembert, ki a hadakozó férjfiaknak előjáró Hadnagyok vala; és öt férjfiakat, kik a Király körűl forgolódnak vala, kik találtatnának a városban: és a seregnek főíródeákját, ki sereget gyüjt vala a föld népe közzűl: és hatvan férjfiakat a föld népe közzűl, kik ott találtatának a városban.
2Kgs.25.20 | Felvevé mondom, ezeket Nabuzár-Adán a vitézek Hadnagya, és elvivék őket a Babilóniabeli Királyhoz Riblába.
2Kgs.25.21 | És levágá s megölé őket a Babilóniai Király Riblában Hámátnak földében. És így viteték el Júda az ő földéről.
2Kgs.25.22 | A több népnek pedig, melly megmaradt vala a Júdában földében, mellyet meghagyott vala Nabukodonozor a Babilóniai Király, Tisztartót szerze Gedáliát Ahikámnak a Sáfán fijának fiját.
2Kgs.25.23 | Mikor pedig meghallották volna a seregeknek minden Hadnagyai, az ő alattok való férjfiakkal egybe, hogy Tiszttartóva tette volna a Babilóniabeli Király Gedáliát: elmenének a Gedáliához Mispába, tudniillik Ismáel Nétániának fija, és Jóhanán Kareának fija, és Serája a Nétofát városbeli Tánehumetnek fija, és Jahazánia Maakátinak fija, az ő alattok vaó férjfiakkal egybe.
2Kgs.25.24 | És megesküvék néki Hedália, és a velek való férjfiaknak, és monda nékik: Ne féljetek a Káldeusoknak való szolgálattól. Legyetek vesztegséggel e földön és szolgáljatok a Babilóniabeli Királynak, és jól lészen néktek dolgotok.
2Kgs.25.25 | Lőn pedig a hetedik hónapban, eljöve Ismáel, Netániának az Elisáma fijának fija, ki királyi magból való vala és vele együtt tíz férjfiak: és levágák Gedáliát, és meghala; annakfelette a Zsidókat is és a Káldeusokat, kik ő vele valának Mispában.
2Kgs.25.26 | És felkele az egész nép kicsinytől fogva nagyig, még a seregeknek Hadnagyai is: és elmenének Égyiptomba; mert félnek vala a Káldeusoktól.
2Kgs.25.27 | Lőn annakutánna Joákinnak a Júdabeli Királynak elvitele harminczhetedik esztendejében, tizenkettődik hónapban: annak a huszonhetedik napján, kivevé Evil-Merodák a Babilóniabeli Király az ő birodalmának első esztendejében Joákint a Júdának Királyát a fogházból;
2Kgs.25.28 | És kegyesen beszéle vele, és feljebb tevé az ő székét a több Királyoknak székeknél, kik vele valának Babilóniában;
2Kgs.25.29 | És elváltoztatá a fogságban való ruháit, és ő nála vala étele mindenkor éleetének minden idejében.
2Kgs.25.30 | Az ő étele pedig mindenkor kijár vala, mellyet a Király ád vala néki naponként, az ő életének minden idejében.
