Acts.1.1 | Az első könyvemet irtam Theófile, mind azokról a mellyeket Jézus kezdett cselekedni és tanitani,
Acts.21.4 | Maradánk pedig ott hét nap, minekutánna találtunk volna ott tanitványokat, kik Pálnak mondják vala Szent Lélek által, hogy ne menne fel Jérusálembe.
Acts.21.5 | De minekutánna a hét napok elmultak volna, elmenénk, kisérvén minket mindenek feleségestől, gyermekestől, mig a városból kimentünk volna. És a tenger partján térdre esvén imádkozánk.
Acts.21.6 | És egymást megölelgetvén, a hajóba beülénk, azok pedig megtérének az övéikhez.
Acts.21.7 | Mi pedig az evezést elvégezvén, jutánk Tírusból Ptolomáis városba: és köszöntvén az Atyafiakat, maradánk ő nálok egy napon.
Acts.21.8 | Másodnapon pedig kimenvén Pál és mi, kik ő vele valánk, menénk Czézáreába: és bémenvén a Filep Evangyélista házába, (ki egy vala amaz hét Diákonusok közzűl) maradánk ő nála.
Acts.21.9 | Ennek pedig valának négy szűz Próféta leányai.
Acts.21.10 | És mikor ott sok napon mulattunk volna, alájöve Júdeából egy Próféta, kinek neve Agabus vala.
Acts.21.11 | Ki mikor hozzánk jött volna, vevé Pálnak övét, és megkötözvén magának kezeit és lábait, monda: Ezt mondja a Szent Lélek: A férjfiat, a kié ez az öv, e képen kötözik meg a Zsidók Jérusálemben, és adják a Pogányoknak kezekbe.
Acts.21.12 | Mikor pedig ezeket hallottuk volna, kérénk mind mi, mind a kik ott valának, hogy ne menne fel Jérusálembe.
Acts.21.13 | Akkor felele Pál: Mit miveltek sirván és az én szivemet kesergetvén? mert én nem csak megkötöztetni, hanem meghalni is Jérusálemben kész vagyok az Úr Jézusnak nevéért.
Acts.21.14 | Mikor azért a mi szónkat nem fogadná, engedénk néki, ezt mondván: Légyen az Úrnak akaratja.
Acts.21.15 | E napok után pedig egybekötözvén terhünket, felmenénk Jérusálembe.
Acts.21.16 | Jövének pedig mi velünk egyetembe a tanitványok közzűl is némellyek Czézáreából, hozván velek egy embert, a kinél szállásunk lenne, Mnáson nevüt, Czipriait, ki régi tanitvány vala.
Acts.21.17 | Mikor azért Jérusálembe jutottunk volna, örömmel fogadának minket az Atyafiak.
Acts.21.18 | Másodnapon pedig béméne Pál velünk egyetembe Jakabhoz: és mind a Vének ott valának.
Acts.21.19 | Kiket megölelgetvén, megbeszélé renddel, a mellyeket Isten cselekedett volna a pogányok között az ő szolgálatja által.
Acts.21.20 | Azok pedig ezeket hallván, dicsőiték az Urat, és mondának néki: Látod Atyámfia, melly sok ezer Zsidók vagynak, kik hittek; és mindnyájan a törvényhez való buzgósággal felgerjedtek!
Acts.21.21 | Hallották pedig egyebeknek szavokból, hogy te mind azokat a Zsidókat, kik a pogányok között vagynak, a Mózestől való elszakadásra tanitod, és ezt mondod, hogy nem kell azoknak fijaikat körülmetélniek, sem pedig a Mózes czeremóniái szerint járniok.
Acts.21.22 | Micsoda annakokáért? kétség nélkül szükség egybegyülni a sokaságnak: mert meghallják, hogy te ide jöttél.
Acts.21.23 | Ezt miveld azért, a mit néked tanácsul adunk: Vagynak mi köztünk négy férjfiak, kik fogadással megkötelezték magokat.
Acts.21.24 | Azokat melléd vévén, menj fel velek a tisztulásra és ő velek együtt költs, hogy megnyiressék fejeket, és megtudják mindenek, hogy semmi nincs azokban, a mellyeket te felőled hirrel hallottak, hanem te is úgy jársz, hogy a törvényt megtartsad.
Acts.21.25 | Azok felől pedig, kik a Pogányok közzűl hittek, mi irtunk és elvégeztük, hogy semmit a félét meg ne tartsanak, hanem hogy megoltalmazzák magokat azoktól, mellyek a bálványoknka áldoztattak, és a vértől és a fulva holt állatoktól, és a paráznaságtól.
Acts.21.26 | Akkor Pál maga mellé vévén azokat a férjfiakat, másodnapon ő velek megtisztulván béméne a templomba, hirré adván a tisztulás napjainak eltelését, mignem mindenikért elvégeztetett az áldozat.
Acts.21.27 | Mikor pedig immár a hét napnak bételése elközelgetne, némelly Ázsiabeli Zsidók, mikor látták volna őtet a templomban, felinditák az egész sokaságot, és őtet megfogák.
Acts.21.28 | Kik kiáltnak vala: Izráelnek férjfiai, legyetek segitségűl! Ez amaz ember, a ki nép ellen, a törvény ellen, és ez hely ellen tanit mindeneket mindenütt: annakfelette a Görögöket béhozta a templomba, és megfertéztette ezt a szent helyet.
Acts.21.29 | (Mert látták vala annakelőtte az Efézusbeli Trofimust ő vele a városban, kit állitanak vala, hogy Pál bévitt volna a templomba.)
Acts.21.30 | Megháborodék azért az egész város: és a nép egybezendüle, és Pált megragadván, vonszák vala a templomból ki; és mindjárt bézárlák az ajtókat.
Acts.21.31 | Mikor pedig azok akarnák őtet megölni, juta a hir a seregnek Hadnagyához, hogy egész Jérusálem felzendült volna.
Acts.21.32 | Ki azonnal vitézeket és Századosokat vévén melléje, azokhoz futa: azok pedig mikor látták volna a Hadnagyot, és a vitézeket, megszünének a Pál verésétől.
Acts.21.33 | Akkor elközelgetvén a Hadnagy, megfogá Pált, és parancsolá hogy megkötöznék két vas lácczal és tudakozik vala felőle, ki volna és mit vétett volna.
Acts.21.34 | És külömb-külömb dolgokat kiáltnak vala a sokaság között; és mikor semmi bizonyost nem érthetne a háboruság miatt, parancsolá hogy elvinnék őtet a kastélyba.
Acts.21.35 | Mikor annakokáért jutott volna a grádicshoz, történék hogy vitetnék a vitézektől a népnek erőszaktételekért;
Acts.21.36 | Mert követi vala őket a népnek sokasága kiáltván: Öld meg őtet!
Acts.21.37 | És immár mikor a kastyélba bévinnék Pált, monda a Hadnagynak: Szabad-é nékem valamit szólanom néked? Ki monda: Tudsz-é Görög nyelven szólni?
Acts.21.38 | Avagy nem te vagy-é amaz égyi38. Avagy nem te vagy-é amaz Égyiptombeli, ki e néhány napok előtt támadást inditották, és kivittél a pusztába négyezer latrokat?
Acts.21.39 | Monda pedig Pál: Én Tárzusbeli Zsidó vagyok: Cziliczia hires nevs vároának polgára; de kérlek téged engedd meg nékem hogy szóljak e népnek.
Acts.21.40 | Mikor azért az megengedte volna, Pál állván a grádicson, kezével inte, hogy hallgatnának; és mikor nagy csendesség lett volna, kezde szólni Zsidó nyelven, ezeket mondván:

Acts.22.1 | Atyámfiai férjfiak és Atyák, halljátok meg az én mentségemet, a mellyel most magamat előttetek mentem!
Acts.22.2 | Mikor hallották volna pedig hogy ő Zsidó nyelven szólana nékik, annál inkább hallgatni kezdének; és monda:
Acts.22.3 | Én Zsidó vagyok, Tárzusban, Czilicziának városában születtem; felneveltettem pedig ebben a városban a Gamáliel lábainál, tanittattam a mi Atyáink törvényeknek egyenes formájára nagy szorgalmatossággal, Istenhez való buzgósággal felgerjesztetvén, mint szintén ti mindnyájan most.
Acts.22.4 | Ki e tudományt kergettem mind halálig, megkötözvén és tömlöczre vetvén mind férjfiakat, mind asszonyokat.
Acts.22.5 | Miképen a Főpap is nékem bizonyságom, és a Véneknek egész rendek: kiktől leveleket is vévén az Atyafiakhoz, Damaskusba megyek vala, hogy elhoznám azokat is, a kik ott volnának, kötözve Jérusálembe, hogy megbüntettetnének.
Acts.22.6 | Lőn pedig mikor mennék, és közelgetnék Damaskushoz úgymint délkor, hogy nagy hirtelenséggel az égből nagy világosság venne engemet körűl.
Acts.22.7 | És leesém a földre, és hallék szót, melly ezt mondaná nékem: Saul, Saul, miért kergetsz engemet?
Acts.22.8 | Én pedig felelék: Kicsoda vagy Uram? És monda nékem: Én vagyok a Názáretbeli Jézus, kit te kergetsz.
Acts.22.9 | A kik pedig velem valának, a világosságot láták és megrémültek, de annak szavát, a ki velem szól vala, nem hallották.
Acts.22.10 | Én pedig mondék: Mit cselekedjem Uram? az Úr pedig monda nékem: Kelj fel és menj el Damaskusba: és ott megmondják néked mind azokat, a mellyek elrendeltettek tenéked, hogy azokat véghez vigyed.
Acts.22.11 | Mikor pedig nem látnék annak a világosságnak dicsősége miatt, kézen fogva vezettetvén azoktól, a kik velem valának, Damaskusba menék.
Acts.22.12 | Egy Anániás nevü ember pedig, ki a törvény szerint istenfélő, kiről az ott lakó minden Zsidók, jó bizonyságot tésznek.
Acts.22.13 | Hozzám jövén, és előmbe állván, monda nékem: Saul Atyámfia, vegyed a te szemednek világosságát. És én azon szempillantásban őtet meglátám.
Acts.22.14 | Ő pedig monda nékem: A mi Atyáinknak Istenek választott téged, hogy megtanulnád az ő akaratját és meglátnád amaz Igazat, és szót hallanál az ő szájából.
Acts.22.15 | Mert lészesz néki tanubizonyság minden embereknél, azok felől, a mellyeket láttál és hallottál.
Acts.22.16 | Most annakokáért mit késedelmezel? Kelj fel és keresztelkedjél meg, és mosd el a te bűneidet, az Úrnak nevét segitségül hiván.
Acts.22.17 | Lőn pedig, mikor Jérusálembe, megtérvén imádkoznám a templomban, hogy elragadtatnám lelkemben.
Acts.22.18 | És látnám az Urat, ki ezt mondá nékem: Siess és menj ki hamar Jérusálemből: mert nem veszik itt a te tanubizonyságtételedet én felőlem.
Acts.22.19 | És én mondék: Uram, ők jól tudják hogy én tömlöczre vontam, és vertem minden zsinagógákban azokat, a kik hisznek vala te benned.
Acts.22.20 | És mikor ama te Mártiromodnak Istvánnak vére kiontatnék, én is ott állok vala, és az ő halálára akaratom volt, és őrizem vala azoknak köntösöket a kik őtet megölik vala.
Acts.22.21 | És monda nékem: Eredj el, mert én tégedet messze küldelek a Pogányok közzé.
Acts.22.22 | Hallgatják vala pedig Pált mind e beszédig: de ezek után felemelék az ő szavokat, mondván: Öld meg az illyen embert; mert nem illik néki élni.
Acts.22.23 | Mikor pedig azok kiáltanának, és az ő köntösöket elhánynák, és port hánynának az égbe;
Acts.22.24 | Parancsolá a Hadnagy, hogy őtet a kastélyba vinnék, és megparancsolá, hogy vereséggel vennék ki belőle, hogy megtudhatná, mi okért kiáltanának illyen igen ő ellene.
Acts.22.25 | Mikor pedig őtet megkötözték volna kötelekkel, monda Pál az ott álló Századosnak: Szabad-é néktek római embert, kit meg nem szententziáztak, megostorozni?
Acts.22.26 | Ezt pedig mikor hallotta volna a Százados, hozzá méne a Hadnagyhoz, és szóla néki, ezt mondván: Meglásd mit cselekeszel, mert ez ember Római.
Acts.22.27 | Hozzá menvén azért a Hadnagy, monda néki: Mond meg nékem ha te Római vagy-é? ő pedig monda: Római vagyok.
Acts.22.28 | És felele a Hadnagy: Én nagy summa pénzen vettem meg Rómának szabadsát. Pál pedig monda: Én pedig római szabadságban született polgár is vagyok.
Acts.22.29 | Mindjárt azért eltávozának ő tőle, a kik őtet meg akarják vala kinozni, sőt még a Hadnagy is megijede, mikor megértette vala hogy Római volna: mivelhogy őtet megkötöztette vala.
Acts.22.30 | Másodnapon pedig bizonnyal meg akarván tudni, miben vádoltatnék a Zsidóktól, elbocsátá őtet a fogságból, és parancsolá, hogy a Papifejedelmek egész Tanácsokkal egybe hozzá mennének, és Pált előhozatván eleikbe állatá.

Acts.23.1 | És mikor a Gyülekezetre vetette volna az ő szemeit Pál, monda: Férjfiak atyámfiai! Én minden jó lelkiesmérettel szolgáltam az Istennek mind e mai napig.
Acts.23.2 | Anániás pedig a Főpap parancsolá azoknak, kik ő mellette állanak vala, hogy Pálnak megütnék a száját.
Acts.23.3 | Akkor Pál monda néki: Megver az Isten tégedet, megfejérittetett fal. És te leültél, hogy engemet megitélj a törvény szerint, és a törvény ellen parancsolod-é hogy engemet verjenek.
Acts.23.4 | És a kik ott állanak vala, mondának: Az Istennek Főpapját szidalmazod-é?
Acts.23.5 | Monda pedig Pál: Nem tudtam, atyámfiai, hogy a Főpap legyen: mert meg vagyon irva: A te néped Fejedemének gonoszt ne mondj.
Acts.23.6 | Mikor pedig Pál eszébe vette volna, hogy azoknak egyik része Sadduczeusokból való volna, a másik része pedig Farizeusokból volna, felkiálta a gyülekezetben: Férjfiak atyámfiai! Én Farizeus vagyok, és Farizeus fija, a halottak feltámadásoknak reménységéért vádoltatom.
Acts.23.7 | És mikor ezeket mondotta vonla, hasonlás támada a Farizeusok és a Sadduczeusok között, és a Gyülés eloszla:
Acts.23.8 | Mert a Sadduczeusok azt mondják, hogy nincsen feltámadás, sem Angyal, sem lélek: a Farizeusok pedig mind a kettőt vallják.
Acts.23.9 | Támada azért nagy kiáltás. És mikor felkeltek volna az Irástudók a Farizeusok pártjokról, tusakodnak vala mondván: Semmi gonoszságot nem találtunk ez emberben, hogyha a lélek szólott néki vagy Angyal, ne tusakodjunk Isten ellen.
Acts.23.10 | És mikor nagy hasonlás támadott volna, félvén a Hadnagy hogy Pál azoktól el ne szaggattatnék, parancsolá, hogy a vitézek alá mennének és őtet közzűlök kiragadnák, és elvinnék a kastélyba.
Acts.23.11 | A következendő éjszakán pedig az Úr Pál mellé állván monda néki: Jó bizodalomban légy Pál; mert miképen hogy bizonyságot tettél én felőlem Jérusálemben, azonképen Rómában is bizonyságot kell tenned.
Acts.23.12 | És mikor a nap felkölt volna, a Zsidók közzűl némellyek egybeadák magokat és megesküvének, ezt mondván: Hogy sem esznek, sem isznak addig, mignem megölik Pált.
Acts.23.13 | Többen valának pedig negyvennél, a kik e képen egybeesküdtek vala.
Acts.23.14 | Kik a Papifejedelmekhez és a Vénekhez menének és mondának: Mi nagy esküvéssel egybeesküdtünk, hogy semmit addig sem eszünk, sem iszunk, mignem megöljük Pált.
Acts.23.15 | Azért ti jelentsétek meg a Hadnagynak, a Tanácsnak akaratjából, hogy holnap őtet hozza ti közzétek, mintha az ő dogának jobban végére akarnátok menni: mi pedig minekelőtte elközelgetne, készek vagyunk őtet megölni.
Acts.23.16 | Mikor pedig a Pál nénnyének fija meghallotta volna ez álnok tanácsot, elméne, és a kastélyba bémenvén tudtára adá Pálnak.
Acts.23.17 | Pál pedig egyet a Századosok közzűl előszólitván, monda: Ez ifjat vidd a Hadnagyhoz: mert valamit akar néki mondani.
Acts.23.18 | Amaz annakokáért az ifjat melléje vévén, a Hadnagyhoz vivé és mond: A megfogatott Pál engemet hivatván kére, hogy ez ifjat hozzád hoznám, mivelhogy valamit akarna néked mondani.
Acts.23.19 | A Hadnagy pedig az ijfunak kezét fogván, és félfelé menvén megtudakozá: Micsoda a mit nékem akarsz mondani?
Acts.23.20 | És az monda: A Zsidók elvégezték hogy téged kérjenek, hogy Pál holnap az ő Gyülekezetekbe vigyed, mintha valamiről jobban akarnának tőle tudakozni.
Acts.23.21 | Te pedig nékik ne engedj, mert ezek közzűl többen vagynak negyven férjfiaknál, kik utánna leselkednek, kik erre kötelezték magokat, hogy sem esznek, sem isznak addig, mignem megölik őtet; és immár készen vagynak, és csak azt várják, micsoda választ adsz nékik.
Acts.23.22 | A Hadnagy azért elbocsátá az ifjat, meghagyván néki, hogy senkinek meg ne mondaná, hogy ezeket néki megmondotta volna.
Acts.23.23 | És a Századosok közzűl kettőt előszólitván, meghagyá hogy kétszáz vitézeket készitenének, kik mennének mind Czézárea városig; és hetven lovagokat, és készáz őrizőket, az éjszakának harmadik órája után.
Acts.23.24 | És hogy barmokat is adnának hogy Pált felültetvén békességgel vinnék Félix Tissztartóhoz.
Acts.23.25 | Levelet is irván, mellynek summája ez vala:
Acts.23.26 | Klaudius Lisiás, a nemes Félix Tiszttartónak egésséget kiván.
Acts.23.27 | Ezt a Zsidóktól megfogattatott férjfiat, mikor immár szinte meg akarnák ölni, oda menvén vitézekkel, megszabaditám, megértvén, hogy Római volna.
Acts.23.28 | És megakarván tudni azt, miért vádolnák őtet, elvivém őtet az ő Gyülekezetekbe.
Acts.23.29 | És megértém hogy vádoltatnék az ő törvényeknek kérdései felől, és hogy semmi olly vétek nem volna benne, melly méltó volna halálra vagy fogságra.
Acts.23.30 | Mikor pedig nékem megjelentették volna, hogy a Zsidók e férjfiú után ólálkodni akarnának, azonnal őtet te hozzád külöttem, és meghagytam az ő vádolóinak is, hogy a mi dolgok vagyon ő ellene, te előtted mondják meg. Légy jó egésségben.
Acts.23.31 | A vitézek aért, a mint nékik megparancsolták vala, Pált felvévén éjszakán vivék Antipátris városba.
Acts.23.32 | Másodnapon pedig a Lovagokat ott hagyván, kik ő vele elmennének, visszatérének a kastélyba.
Acts.23.33 | Kik mikor Czézáreába jutottak vona, és megadátk volna a levelet a Tiszttartónak, Pált is eleibe állaták.
Acts.23.34 | Mikor pedig elolvasta volna a levelet a Tiszttartó, és megkérdezte vonla, micsoda tartományból való volna, és megértett volna, hogy Czilicziából való volna,
Acts.23.35 | Monda: Meghallgatlak téged; mikor a te vádolóid is eljőnek. És parancsolá, hogy a Héródes házában őriznék őtet.

Acts.24.1 | Ötöd nappal pedig azután aláméne a Főpap Anániás a Vénekkel, és egy Tertullus nevü Prókátorral: kik a Tiszttartó eleibe állának Pál ellen.
Acts.24.2 | És Pált mikor előszólitották volna, Tertullus kezdé őtet vádolni, ezt mondván;
Acts.24.3 | Nagyságos Félix, háláadással mindenestől fogva és mindenütt esmérjük, hogy te általad és a te bölcseségednek a nemzetség mellett való jeles cselekedetei által, nagy jó békességet nyertünk.
Acts.24.4 | Hogy pedig téged sok ideig ne tartóztassalak beszéddel, kérlek tégedet, hogy minket hallgass meg rövideden, a te kegyelmességed szerint.
Acts.24.5 | Mert találtuk ez embert dögleletes embernek lenni: és ki hasonlást támaszt minden Zsidók között e föld kerekségében: és a Názárénusok szerzetének Fejedelme.
Acts.24.6 | Ki a templomot is akarta megfertéztetni: Kit megfogván meg is akartunk a mi törvényün szerint itélni.
Acts.24.7 | De Lisiás Hadnagy eljövén nagy erővel kivevé őtet a mi kezünkből.
Acts.24.8 | És parancsolá, hogy az ő vádolói te hozzád jőnének: kitől te magad, ha megkérdezed, mind ezeket megértheted, a mellyekben mi őtet vádoljuk.
Acts.24.9 | A Zsidók is pedig ezeket javallák, bizonyitvány hogy ezek ugy volnának.
Acts.24.10 | Felele pedig Pál, mikor a Tiszttartó intett volna néki, hogy szólna: Mivelhogy tudom, hogy sok esztendőtől fogva te e népnek Fejedelme voltál, annakokáért az én dolgaimat bátorságosban oltalmazom.
Acts.24.11 | Mert te magad megértheted, hogy nincsen tizenkét napjánál több miolta felmentem Jérusálembe imádkozni.
Acts.24.12 | A templomban is pedig engem nem találtak hogy valakivel vetekedtem volna, vagy hogy a népet egybezenditettem volna, sem a zsinagógákban, sem a városban.
Acts.24.13 | Meg sem bizonyithatják azokat, a mellyekben most engemet vádolnak.
Acts.24.14 | Erről pedig néked vallást tészek hogy én az út szerint, mellyet szerzetnek mondanak, úgy szolgálok az én atyáimnak Isteneknek, ugymint a ki hiszek mind azoknak, mellyek a törvényben és a Prófétákban meg vagynak irva.
Acts.24.15 | És reménységem vagyon Istenben, hogy jövendőben, (miképen ezek is várják) meglészen a halottaknak mind igazaknak, mind hamisaknak feltámadások.
Acts.24.16 | Ebben gyakorlom pedig magamat, hogy botránkozás nélkűl való lelkiesméretem legyen, mind az Isten előtt, mind az emberek előtt mindenkor.
Acts.24.17 | Sok esztendő mulva pedig eljövék, hogy az én nemzetségemnek alamizsnát osztogatnék, és hogy áldoznám.
Acts.24.18 | Ezenközbe találának engemet a templomban megtisztulva, de nem sokasággal, sem pedig nem háboruság támasztásban, valami Ázsiabeli Zsidók.
Acts.24.19 | Kiknek ide kellett volna te elődbe jőni, és engemet vádolniok, ha valami dolgok volt volna ellenem.
Acts.24.20 | Avagy ugyanezek mondják meg, ha valami hamis cselekedetet találtak én bennem, mikor én a Gyülekezetben állanék.
Acts.24.21 | Hanemha az egy szóért vádolnak mellyel azt kiáltám, mikor ő közöttök állanék: A halottak feltámadások felől vádoltatom én ti tőletek e mai napon.
Acts.24.22 | És mikor ekezet hallotta volna Félix, elhalasztá a dolgot ezt mondván: Minekutánna joban megtudakozom e szerzet felől, mikor Lisiás Hadnagy alájövénd, megértem azután a ti dolgotokat.
Acts.24.23 | És parancsolá a Századosnak, hogy Pált őriznék, és meegoldanák, és senkit az ő barátai közzűl meg ne tiltanának, hogy ne szolglna ő néki, vagy hozzá ne menne.
Acts.24.24 | Egynéhány nap mulva pedig Félix mikor jelen volna az ő feleségével Drusillával egybe, melly Zsidó asszony vala, hivatá Pált; és hallgatá őtet a Jézus Krisztusban való hit felől.
Acts.24.25 | Mikor pedig ő szólana az igazságról, a mértékletességről, és a jövendő itéletről, elálmélkodván Félix, monda: Most eredj el; de mikor alkalmatosságom lészen, hozzám hivatlak téged.
Acts.24.26 | Reményli vala pedig azt is, hogy Pál pénzt adna néki, hogy a fogságból elszabaditaná őtet: annakokáért is gyakorta hivatja vala őtet, és szól beszél vala vele.
Acts.24.27 | Mikor pedig két esztendő elmult volna, Félix helyébe Tiszttartó lőn Porczius Festus: és a Zsidóknak akarván kedveskedni Félix, Pált a fogságban hagyá.

Acts.25.1 | Festus annakokáért minekutánna bément volna a tartománybam harmadnapon azután felméne Jérusálembe Czézáreából.
Acts.25.2 | Szólának pedig néki a Főpap és a Zsidók közzűl való Főemberek Pál felől, és kérék őtet.
Acts.25.3 | Hogy kedveket tetnné Pál ellen, hogy őtet Jérusálembe hivatná: hogy lest vetvén néki, megölhetnák őtet az úton.
Acts.25.4 | Festus pedig felele, hogy Pált Czezáreában tartanák, és hogy ő hamar oda menne.
Acts.25.5 | A kiktől azért ti köztetek, úgymond, lehet, én velem együtt jöjjenek alá, és ha abban a férjfiúban valami gonoszság vagyon, vádolják őtet.
Acts.25.6 | És tiz napnál többet nem muilatván közöttök, mikor Czezáreába ment volna, másodnapon itélőszuékibe üle. és parancsolá hogy Pált előhoznák.
Acts.25.7 | Ki mikor eljött volna, körülállák őtet a Zsidók, kik Jérusálemből alámentek vala, sok és nagy dolgokban vádolván Pált, mellyeknek igazságokat meg nem mitathatják vala.
Acts.25.8 | Mivelhogy ő maga mentségére azt képzeli vala, hogy ő sem a Zsidók törvénye ellen, sem a templom ellen, sem a Császár ellen semmit nem vétett volna.
Acts.25.9 | Festus pedig akarván kedvét keresni magának a Zsidóknál, felelvén Pálnnak, monda: Akarsz-é Jérusálembe eflmenni, és ott itéltetni meg ezekről én előttem?
Acts.25.10 | Monda pedig Pál: A Császárnak itélőszéke eleibe állok, hol kell nékem megitéltetnem; a Zsidóknak semmit nem vétettem, miképen te is jól tudod!
Acts.25.11 | Mert ha valamiben vétkeztem, és ha valami halálra való dolgot cselekedtem, nem tartok ellent halálomban: ha pedig azokban semmi nincsen, a mellyekben engemet vádolnak ezek, senki engemet barátságért nékik kezekbe nem adhat.. A Császárra apellálok.
Acts.25.12 | Akkor Festus Gyülekezettel szólván, felele: A Császárra apellál, a Császárhoz kell menned!
Acts.25.13 | Egynéhány napok elmulván pedig Ágrippa Király, és Berniczé Czezáreába menének, hogy köszöntenék Festust.
Acts.25.14 | És mikor sok ideig mulattak volna ott, Festus megjelenté a Királynak a Pál dolgát, ezt mondván: Egy férjfiú vagyon, kit Félix hagyott fogva.
Acts.25.15 | Ki felől szóltak nékem, mikor Jérusálembe mentem volna, a Papifejedelmek és a Zsidóknak Vénei, kérvén ő ellene való szentenziát.
Acts.25.16 | Kiknek felelék, hogy nem szokások a Rómaiaknak, hogy valakit halálra kézbe adjanak, mignem annak, a ki vádoltatik, előtte lejéndek a vádolók, és mignem helyt adnak a vádolás felől való mentségnek.
Acts.25.17 | Mikor azért ide gyültek volna, minden haladék nélkül másodnapon, mikor a törvényszékba ültem volna, előhozatnám az embert.
Acts.25.18 | Kink vádolói mikor előttem állanának, semmi olybünt nem mondanak vala, mellyet én állitok vala;
Acts.25.19 | Hanem valami kérdéseket vetnek vala ellene az ő babonaágok felől és egy néminemű megholt Jézus felől, kiről Pál azt mondja vala, hogy élne.
Acts.25.20 | Én pedig mivelhogy kételkedem vala az illyen kérdezkedések felől, kérdém ha el akarna-é menni Jérusálembe és ott itéltetni meg ezekről?
Acts.25.21 | Mikor pedig Pál appellálta volna magát, hogy megtatatnék a Császár székinek esméretire, parancsolám hogy tartanék addig, mig a Császárhoz küldeném.
Acts.25.22 | Ágrippa pedig monda Festusnak: Akarnám én is azt az embert hallgatni. Az pedig monda: Holnap meghallgathatod.
Acts.25.23 | Másodnapon azért eljött volna Ágrippa és Bernitzé nagy pompával, és bémentek volna a hallgatásra rendeltetett házba a Hadnagyokkal, és a városnak főfő polgáraival, a Festus parancsolatjára előhozák Pált.
Acts.25.24 | És szóla Festus mondván: Ágrippa Király, és mindnyájan, kik velünk egybe itt vagtok! Látjátok ez embert, ki felől nékem szólott a Zsidóknak minden sokaságok mind jeruben, mind itt, azt kiáltván, hogy nem kellene enek tovább élni.
Acts.25.25 | És pedig mikor bizonyosan végére mentem volna, hogy semmi halálra való dolgot nem cselekedett, mindazáltal mivelhogy ő appellált a Császárra, elvégeztem hogy elküldjem őtet.
Acts.25.26 | Ki felól micsoda bizonyost irjak az én Uramnak, nem tudom: annakokáért hoztam őtet ti előtökbe, és kiváltképen te elődbe Ágrippa Király, hogy megkérdezvén őtet, tudjak mit irni.
Acts.25.27 | Mert esztelen dolognak láttatik nékem lenni, elküldeni fogva, és meg nem jelenteni az ellen való vétkeket.

Acts.26.1 | Ágrippa pedig monda Pálnak: Megengedtetik néked hogy szólj magad mentségére. Akkor Pál az ő kezét kinyujtván illyen mentséggel éle:
Acts.26.2 | Ágrippa Király! Boldognak mondom magamat, hogy mind azok felől, mellyekben a Zsidóktól vádoltatom, e mai napon te előtted felelek.
Acts.26.3 | Főképen pedig azért, mert tudom hogy te tudod a Zsidóknak minden rendtartásokat és kérdezkedéseket: Azért kérlek tégedet, hogy engemet hallgass meg békességesen!
Acts.26.4 | Annakokáért az én ifjuságomtól fogva való életemet, és a melly volt az én nemzetségem között Jérusálemben eleitől fogva, tudják minden Zsidók
Acts.26.5 | Úgymint kik ennekelőtte tudták, hogy én eleitől fogva, (ha bizonyságot akarnak róla tenni) mint Farizeus, éltem a mi hitünknek ama feddhetetlen szerzete szerint.
Acts.26.6 | Most pedig a mi Atyáinknak Istenektől tett igéretnek reménységéért állok itt itélet alá vettetvén.
Acts.26.7 | Mellyre a mi tizenkét nemzetségeink Istennek éjjel és nappal szüntelen szolgálván, reménylik hogy jutnak: melly reménységért vádoltatom. Ágrippa Király! a Zsidóktól
Acts.26.8 | Micsodát? Hihetetlen dolgonak tetszik-é néktek, hogy az Isten a halottakat feltámasztja?
Acts.26.9 | Én bizonyára elvégeztem volna magamban, hogy ama Názáretbeli Jézus. neve ellen nékem sokat kellene cselekednem.
Acts.26.10 | Mihelyt meg is miveltem Jérusálemben, és a Szentek közzűl én sokakat a tömlöczbe rekesztettem, a Papifejedelmektől hatalmat vévén; és mikor megölettetnének a Szentek, nékem is akaratom volt ahoz.
Acts.26.11 | És minden zsinagógákban gyakorta őket büntetvén, káromlásra kénszeritettem; és felettébb dühösködvén ő ellenek, kergettem őket mind az idegen városokig.
Acts.26.12 | Ugyan akkor: mikor Damaskusba mennék a Papifejedelmeknek hatalmokkal és engedelmekből.
Acts.26.13 | Délben Király! az úton látám, hogy a mennyei világosság, emlly a napnak fényességét meghaladja vala, körülvett engemet, és azokat, a kik velem egy úton járnak vala.
Acts.26.14 | Mikor pedig mi mindnyájan leestünk volna a földre, hallék szózatot, melly én hozzám szól vala, és ezt mondja vala zsidó nyelven: Saul, Saul, mit kergetsz engemet? nehéz néked az ösztön ellen rugodoznod.
Acts.26.15 | Én pedig mondék: Ki vagy Uram? És az monda: Én vagyok Jézus, kit te kergetsz!
Acts.26.16 | De kelj fel és állj lábaidra: mert azért jelentettem meg magamat néked, hogy téged szolgává és bizonysággá tennélek mind azokban. a mellyeket láttál, mind azokban, a mellyekben megjelenek néked.
Acts.26.17 | Megszabaditván téged e néptőúl. és a pogányoktól, kik közzé most tégedet küldelek.
Acts.26.18 | Hogy megnyissad nékik szemeiket, hogy megforduljanak a setétségből a világosságra, és a Sátánnak hatalmátólaz Istenhez, hogy a bünnek bocsánatját, és a megszenteltettek között részt vegyenek, az én bennem való hit által.
