Gen.1.1 | Kezdetben teremté Isten a mennyet és a földet.
Gen.8.17 | És minden vadat, melly te veled vagyon, minden testnek neméből, mind madarakat, mind barmokat, és minden földön mászó állatokat hozz ki te veled: járjanak e földön, gyümölcsözzenek és sokasodjanak e földön.
Gen.8.18 | Kijöve annakokáért Noé s az ő fijai, az ő felesége, és az ő fijainak feleségeik ő vele.
Gen.8.19 | Minden vadak, minden mászó állatok, minden repdeső állatok, és minden földön mozgó állat, az ő nemek szerint kijövének a bárkából.
Gen.8.20 | És épite oltárt Noé az Úrnak, és vett minden tiszta állatból és minden tiszta repdeső állatból, és áldozék égőáldozattal azon az oltáron.
Gen.8.21 | És illatozá az Úr azt a kedves illatot, és monda az Úr az ő szívében: Nem átkozom meg többé a földet az emberért, jóllehet az ember szívének gondolatja gonosz az ő ifjuságától fogva: és többé el nem vesztem mind az élő állatokat a mint most cselekedtem.
Gen.8.22 | Ennekutánna míg a föld lészen, vetés és aratás, hideg és meleg, nyár és tél, a nap és az éjszaka meg nem szünnek.

Gen.9.1 | Annakfelette megáldá Isten Noét és az ő fijait, és azt mondá nékiek: Gyümölcsözzetek és sokasodjatok, és töltsétek bé a földet.
Gen.9.2 | És tőletek való félelem és rettegés legyen minden földi vadakon, minden égi madarakon: mind a földön járó minden állatok, mind a tengernek minden halai a ti kezeitekbe adattattak:
Gen.9.3 | Minden mozgó és élő állat legyen néktek eledeltekre; mind e földnek fűvét azoknak, azonképen adtam mind azokat néktek.
Gen.9.4 | De a húst az őtet elevenítő vérrel meg ne egyétek.
Gen.9.5 | Bizonyára pedig a ti véretekért, melyben vagyon a ti élő lelketek, bosszút állok, minden vadállaton bosszút állok azért: és az emberen, s inden ő attyafián bosszút állok az embernek lelkéért.
Gen.9.6 | A ki az embernek vérét kiontja, ember által ontassék ki viszontag annak vére; mert az ő ábrázatjára teremté Isten az embert.
Gen.9.7 | Ti pedig gyümölcsözzetek és sokasodjatok, szaporítsatok és szaporodjatok a földön.
Gen.9.8 | És szóla az Isten Noénak és az ő fijainak ő vele, ezt mondván:
Gen.9.9 | Én pedig ímé szövetséget szerzek ti veletek és a ti utánnatok való magvatokkal.
Gen.9.10 | És minden élő állatokkal, mellyek veletek vagynak, a madarak közzűl, barmok közzűl, és a földnek minden vadai közzűl, mellyek veletek vagynak: a bárkából kijött állatoktól fogva, a földnek minden vadáig.
Gen.9.11 | Szövetséget tészek, mondom, ti veletek, hogy soha ezután minden test el nem vész özönvíz miatt; és nem lészen soha többé özönvíz a földnek elvesztésére.
Gen.9.12 | És monda az Isten: E lészen a szövetségnek jele, mellyet én vetek én közöttem és ti köztetek, és minden élő állat között, melly ti veletek vagyon mind örökké való időkre.
Gen.9.13 | Az én ívemet helyeztettem a felhőkben, melly az én közöttem és e föld között való szövetségnek jele lészen.
Gen.9.14 | És lészen, hogy mikor felhőkkel az eget béfedezem a föld felett, akkor megtetszik az én ívem a felhőben.
Gen.9.15 | És megemlékezem az én szövetségemről, melly vagyon én közöttem és ti közöttetek, és minden testből való élő állat között: és nem lészen ennekutánna özönvíz a földnek elvesztésére.
Gen.9.16 | Mert mikor lejénd az én ívem a fellegekben, megtekintem azt, hogy megemlékezzem az örökkévaló kötésről Isten között és minden élő állat között, minden testtel egybe, melly a földön vagyon.
Gen.9.17 | És monda az Isten Noénak: Ez a szövetségnek jele, mellyet vettetem én közöttem és minden test között, melly vagyon a földön.
Gen.9.18 | Valának pedig a Noé fijai, kik a bárkából kijöttek vala: Sem, Khám és Jáfet. Khám pedig a Kanaánnak attya.
Gen.9.19 | Ezek a Noé három fijai, kik által ismét elszaporodék az egész föld.
Gen.9.20 | És kezde Né shzőlőt plántálni, mivelhogy a földnek mivelésére adta vala magát:
Gen.9.21 | És minekutánna ivott vona annak borában, megrészegedék, és az ő sátorának közepette megmezíteleníté magát.
Gen.9.22 | És mikor látta volna Khám, a Kamaánnak attya, az ő attyának mezítelenségét, megmondá az ő két attyafiának az útczán.
Gen.9.23 | Akkor Sem és Jáfet az ő felsőruháját vévén, magoknak ketten vállokra vették, és hátramenvén ő hozzá járulának, és béfedezék az ő attyoknak mezítelenségét: az ő orczájok pedig mivelhogy elfordítva valának, nem láták az ő attyoknak mezítelenségét.
Gen.9.24 | Felserkenvén pedig Noé a borból, megtudá a mit cselekedett volna ő vele az ő kissebbik fija.
Gen.9.25 | És monda: Átkozott lészen a Kanaán, szolgáknak szolgája lészen az ő attyafiai között.
Gen.9.26 | Annakutánna monda: Áldott az Úr, Semnek Istene, és a Kanaán szolgájok legyen nékiek.
Gen.9.27 | Szaporítsa az Isten a Jáfetet, és lakozzék a Semnek sátoraiban, és legyen a Kanaán nékiek szolgájok.
Gen.9.28 | Éle pedig Noé az özönvíz után háromszáz ötven esztendőket.
Gen.9.29 | És így voltak Noénak teljes napjai kilencszáz ötven esztendők: és meghala.

Gen.10.1 | Ezek pedig a Noé fiainak, Semnek, Khámnak és Jáfetnek nemzetségei, kiknek az özönvíz után lettek fijai.
Gen.10.2 | Jáfetnek fijai: Gómer, Mágog, Madai, Jáván, Thubál, Mésekh és Thirás.
Gen.10.3 | A Gómber fijai pedig: Askhenáz, Risáth, és Tógárma.
Gen.10.4 | Jávánnak pedig fijai: Elisah, Thársis, Kitthim és Dodánim.
Gen.10.5 | Ezektől osztattak meg azután a pogányoknak tartományai az ő földökben, kinek-kinek az ő nyelve szerint: az ő nemzetségekben való cselédjek szerint.
Gen.10.6 | Kámnak pedig fijai: Khús, Mitzráim, Pút, és Kanaán.
Gen.10.7 | Khúsnak pedig fijai: Séba, Hávilah, Sábthah, Rahámah, Sabthéka, Rahamáhnak pedig fijai: Séba és Dédán.
Gen.10.8 | Annakfelette Khús nemzé Nimródot, e kezde hatalmassá lenni a földön.
Gen.10.9 | Ez hatalmas vadász vala az Úr előtt, azért szokták mondani pldabeszédben: Ez olyan hatalmas vadász az Úr előtt mint Nimród.
Gen.10.10 | És az ő birodalmának kezdete volt Bábel, Erekh, Akhád, és Kálne, a Sinhárnak földében.
Gen.10.11 | E földről ment azután Assiriába, holott épité Ninivét, Rekhoboth várost, és Kaláht.
Gen.10.12 | És Résent Ninivé között és Kaláh között: az a Ninivé felette igen nagy város.
Gen.10.13 | Mitzráim pedig nemzé ezeket: Lúdimot, Anamimot, Lehabimot, és Naftukhimot.
Gen.10.14 | Pathrusimot és Kássukhimot, honnan származtak a Filiszteusok, és Káfthorimot.
Gen.10.15 | Kanaán pedig nemzé Sídont, az ő elsőszülöttét, és Khétet.
Gen.10.16 | Jebuzeust, Emorreust, és Girgazeust.
Gen.10.17 | Khivveust, Harkeust, és Sineust.
Gen.10.18 | Arvadeust, Tzemareust, Hamatheust; és azután elterjedének a Kananeusoknak cselédei.
Gen.10.19 | Volt pedig Kananeusnak határa, Sídonból, a mellyen mennél Gérárba mind Gázáig, és onnét ismét a mellyen kell menni Sodomába, Gomorába, Admáhba, és Sébiomba mind Lésáiglan.
Gen.10.20 | Ezek a Khámnak fijai az ô cselédjek szerint, az ô nyelvek szerint, az ô földökben, az ô népek között.
Gen.10.21 | Továbbá Semnek is lettek magzatai, az Eber minden fijainak attyoknak, Jáfetnek, ki legnagyobb vala, attyafiának.
Gen.10.22 | Semnek azért fijai: Elám, Assur, Arfaksád, Lúd és Arám.
Gen.10.23 | Arámnak pedig fijai: Us, Hul, Gether, és Meskh.
Gen.10.24 | Arfaksád pedig nemzé Seláht, Séláh pedig nemzé Ebert.
Gen.10.25 | Ebernek is lettek két fijai: Az egyiknek neve Pleg, mivelhogy ennek idejében oszlott meg a föld; az ő attyafiának pedig neve Joktán.
Gen.10.26 | Joktán pedig nemzé Almodádot, Sélefet, Hasarmávethet és Jerákhot.
Gen.10.27 | Hadarámot, Uzált, és Diklát,
Gen.10.28 | Obált, Abimáélt és Sebát.
Gen.10.29 | Ofirt, Havilát, és Jobábot: mind ezek Joktán fijai voltak.
Gen.10.30 | És volt ezeknek lakások Mésától fogva, mellyen mennél Séfárba, mind a napkeleti hegyekig.
Gen.10.31 | Ezek a Semnek fijai az ő cselédjek szerint, az ő nyelvek szerint: az ő földökben, az ő népek között.
Gen.10.32 | Ezek a Noé fijainak cselédjei az ő nemzetségek szerint, az ő népek között, és ezektől szaporodának el a népek a földön, az özönvíz után.

Gen.11.1 | Mind az egész föld pedig egy nyelven szól vala, és a szólásnak beszéde egy vala.
Gen.11.2 | És mikor napkelet felől kiindultak volna, találának a Sinhár földében egy mezőt, és lakozának ott.
Gen.11.3 | És mondanának egymásnak: Jer, csináljunk téglákat, és égessük jól meg: és a téglák kő gyanánt valának ő nékiek, és az enyv mész gyanánt.
Gen.11.4 | Mondanák annakokáért: Jertek, építsünk magunknak várost és tornyot, mellynek magassága az eget érje, és illy módon szerezzünk magunknak nevet: mert netalán eloszlunk az egész földnek színére.
Gen.11.5 | Leszálla pedig az Úr, hogy látná azt a város és tornyot, mellyet épitének vala az ember fijai.
Gen.11.6 | És az Úr monda: Ímé e nép egy, és mindnyájan nékiek egy nyelvek vagoyn: és mivelhogy ezt kezdették mostan mívelni, ezután semmi meg nem tarthatja őket, hogy szinten ezenképen ne cselekedjenek mindeneket, a mellyeket vakmerőképen elvégeztek cselekedni.
Gen.11.7 | No azért szálljunk alá, és veszítsünk eszét ott az ő nyelveknek: hogy egymásnak beszédét meg ne értsék.
Gen.11.8 | Illyen módon szélesztette vala el őket az Úr onnét; az egész földnek színére: és megszűnének épiteni a várost.
Gen.11.9 | Annakokáért nevezé minden annak nevét Bábelnek; mivelhogy az Úr ott vesztette volna eszét az egész föld nyelvének, és az Úr onnét szélesztette volna el őket az egész földnek színére.
Gen.11.10 | Ezek a Semnek nemzetségei: Sem száz esztendős korában nemzé Arfaksádot, az özönvíz után két esztendőkkel.
Gen.11.11 | És élt Sem, minekutánna nemzette Arfaksádot, őtszáz esztendőket és nemzett fiakat és leányokat.
Gen.11.12 | Arfaksád éle harminczöt esztendőket, és nemzé Séláht.
Gen.11.13 | És éle Arfaksád, minekutánna nemzette Sláht, négyszáz és három esztendőket, és nemzett fiakat és leányokat.
Gen.11.14 | Sláh pedig éle harmincz esztendőket, és nemzé Ebert.
Gen.11.15 | És éle Sláh, minekutánna nemzé Ebert, négyszáz három esztendőket, és nemze fiakat és leányokat.
Gen.11.16 | Éle pedig Eber harmincznégy esztendőket, és nemzé Péleget.
Gen.11.17 | És éle Eber, minekutánna nemzé Péleget, négyszáz harmincz esztendőket, és nemze fiakat és leányokat.
Gen.11.18 | Éle pedig Péleg harmincz esztendőkeet és nemzé Réut.
Gen.11.19 | És éle Péleg, minekutánna nemzé Réut, kétszáz kilencz esztendőket, és nemzett fiakat és leányokat.
Gen.11.20 | Réu pedig éle harminczkét esztendőket, és nemzé Sérugot.
Gen.11.21 | És éle Réu, minekutánna nemzé Sérugot, kétszáz hét esztendőkig, és nemze fiakat és leányokat.
Gen.11.22 | Éle pedig Sérug harmincz esztendőket, és nemzé Nákhort.
Gen.11.23 | És éle Sérug, minekutánna nemzé Nákhort, kétszáz esztendőket, és nemze fiakat és leányokat.
Gen.11.24 | Éle pedig Nákhor huszonkilencz esztendőket, és nemzué Thárét.
Gen.11.25 | És éle Nákhor, minekutánna nemzé Thárét, száz tizenkilencz esztendőket, és nemzet fiakat és leányokat.
Gen.11.26 | Éle pedig Tháré hetven esztendőket, és nemzé Ábrámot, Nákhort, Háránt.
Gen.11.27 | Ezek szerint a Thárénak nemzetségei, Tháré nemzé Ábrámot, Nákhort és Háránt. Hárán pedig nemzé Lótot.
Gen.11.28 | Meghala pedig Hárán, ő az attyának Thárénak szemei előtt, az ő születésének földében, tudniillik Káldeának városában, Úr nevű városban.
Gen.11.29 | Vettek pedig magoknak feleségeket Ábrám és Nákhor: az Ábrám feleségének neve volt Sárai: a Nákhor feleségének neve Milkhah Hárának leánya, melly Hárán attya volt Milkháhnak és Jiskáhnak.
Gen.11.30 | Sárai pedig meddő vala, és nem vala néki magzatja.
Gen.11.31 | Felvévé pedig Tháré Ábrámot az ő fiját, és Lótot Háránnak fiját, az ő unokáját, és Sárait, az ő menyét, Ábrámnak az ő fijának feleségét, és kijövének együtt Káldeának Úr nevű városából, hogyy mennének Kanaának tartományába, és mikor jutottak volna Hárámba, ott maradának.
Gen.11.32 | És lettek a Tháré életének napjai kétszáz öt esztendők, és meghala Tháré Háránban.

Gen.12.1 | Ezt mondotta vala pedig az Úr Ábrámnak: Eredj ki a te földedből, a te rokonságaid közzül, a te atyádnak házából, a földre, mellyet mutatándok néked.
Gen.12.2 | És nagy nemzetségnek attyává tészlek tégedet, és megáldalak tégedet, és felmagasztalom a te nevedet: és immár légy áldás.
Gen.12.3 | Megáldom azokat, a kik tégedet megáldanak, a ki pedig megátkoz tégedet, megátkozom azt: és e földnek minden nemzetségei megáldatnak te benned.
Gen.12.4 | Mikor pedig Ábrám kimenne Háránból, a mint az Úr mondotta vala nékie, Lót is elméne ő vele: Ábrám pedig hetvenöt esztendős vala, mikor kiméne Háránból.
Gen.12.5 | És felvévé Ábrám az ő feleségét Sárait, és az őt attyafiának fiját, Lótot, és minden jószágát, marháját, mellyet kerestek vala, és minden személyeket, mellyeket szerzettek vala Háránban, kik elindulván, hogy mennének Kanaán földére, végezetre oda jutának.
Gen.12.6 | És általméne Ábrám a földön mind Sikemig, Móréhnak cserfás mezejéig: a Kananeusok valának pedig akkor abban a tartományban.
Gen.12.7 | Annakokáért megjelenék az Úr Ábrámnak, és monda nékie: A te magodnak adom e tartományt; és épite Ábrám ott oltárt az Úrnak: ki megjelent vala néki.
Gen.12.8 | Azután elméne onnét a helyre, melly Béthelnek napkelet felől való részére vagyon, és ott voná fel sátorát: Béthelt napnyugotra, és Háit napkeletre hagyván, és ott oltárt épitvén az Úrnak, az ő nevét segítségül hívá.
Gen.12.9 | És elméne Ábrám, szünetlen menvén a Kanaán földének dél felől való részére.
Gen.12.10 | Vala pedig azon a földön éhség; annakokáért aláméne Ábrám Egyiptomba; hogy ott élne mint egy jövevény: mert nagy éhség vala a Kanaán földén.
Gen.12.11 | És mikor elközelgetett volna Egyiptomhoz, monda a feleségének Sárainak: Ímé mostan látom hogy te szép ábrázatú asszony vagy.
Gen.12.12 | És ez következhetik, hogy az Egyiptombelik látván tégedet, azt mondják: ez ennek felesége: s megölnek engemet, és tégedet elvenen megtartanak.
Gen.12.13 | Mondjad azért, kérlek, hogy én hugom vagy; hogy te éretted jól legyen az én dolgom, és az én lelkem éljen te éretted.
Gen.12.14 | Lett annakokáért, hogy mikor bémenne Ábrám Egyiptomba, látnák az Egyiptombeliek hogy felette igen szép ábrázatú volna az az asszony.
Gen.12.15 | És látván őtet a Faraó főfő szolgái, dícsérék Faraónak, és elvivék azt az asszonyt a Faraó udvarába.
Gen.12.16 | Ki Ábrámmal jól tett ő érette, és valának őnéki juhai, őkrei, szamarai, szolgáli, szolgálóleányai, nőstényszamarai és tevéi.
Gen.12.17 | Megveré pedig az Úr Faraót felette igen nagy csapásokkal, és az ő udvara népét is Sáraiért, az Ábrám feleségéért.
