1Chr.1.1 | Adám Seth, Énós.
1Chr.26.13 | És sorsot vetének mind kicsiny s mind nagy egyaránt, az ő attyaiknak cselédjek szerint mindenik kapura.
1Chr.26.14 | És esék a napkelet felé való kapunak őrizete sors szerint Selémiásra: Zekáriára pedig a Selémiás fijára, ki bölcs és jótanácsú vala, mikor sorsot vetnének, esék az északi kapu sors szerint.
1Chr.26.15 | Obed-Edomnak a délre való kapu: az ő fijainak pedig a kincstartó ház.
1Chr.26.16 | Suppimnak és Hósának a napnyugotra való kapu, a Salléketh kapuval egyetemben a felmenő pádimentomos úton, hogy egyik őrzőhely lenne a másiknak ellenében.
1Chr.26.17 | Napkelet felé vala hat Lévita: észak felé minden napra négy: délre is minden napra négy; A kincstartó háznál ketten-ketten valának.
1Chr.26.18 | A tárháznak őrizetiért napnyugot felé, a töltött felmenő útnál négyen voltak; ketten a tárháznál.
1Chr.26.19 | Így rendeltettek volt el az ajtónállók a Kóriták és a Méráriták között.
1Chr.26.20 | Ami a több Lévitákra néz; Ahija volt az Isten háza kincsének, és az Istennek szenteltetett kincsnek főgondviselője.
1Chr.26.21 | A Lahdán fijai közzűl, azaz, Lahdántól való Gersoniták fijai, kik Lahdánnak nemzetségéből fők valának, ezek: Gersonita Jéhiéli.
1Chr.26.22 | Jéhiéli fijai: Zétám és Jóel az ő attyafia, kik voltak az Úr háza kincsének gondviselői.
1Chr.26.23 | Az Amrám, Ishár, Hebron és Azziel nemzetségéből valók is.
1Chr.26.24 | Hasonlatosképen Sébuel a Gerson fija, ki vala Mózes fija, a kincsnek vala főgondviselője.
1Chr.26.25 | Az ő attyafiai pedig, Eliézertől valók, ezek: Rehábiás az ő fija, kinek fija Jésáisa, kinek fija Jórám, kinek fija Zikri, kinek fija Selómit.
1Chr.26.26 | Ez a Selómit és az ő attyafiai valának gondviselői a szemteltett egész kincsnek, mellyet Dávid Király, a nemzetségeknek Fejedelmei, az Ezredesek Századosok, és a hadakozó népnek Fejedelmei szenteltek vala Istennek.
1Chr.26.27 | Mellyet a haadban való nyereségből szenteltek vala az Úr házának ép1tésére.
1Chr.26.28 | És valamit szentelt vala Sámuel Próféta és Saul a Kis fija, és Abner a Nér fija, és Jóáb a Séruja fija; és fejenként a kik valamit szenteltek vala Istennek, mind Selómitnak és az ő attyafiaimak gondviselésekben vala.
1Chr.26.29 | Az Isháriták közzűl vala Kenániás és az ő fijai, kik az Izráel között külső dolgokban való Tiszttartók és Bírák valának.
1Chr.26.30 | A Hebroniták közzűl Hasábiás és az ő attyafiai, igen erős férjfiak, ezeren és hétszázan valának, kik az Izráel népe között a Jordán vizén túl napenyészetre gondviselők voltak az Úrnak minden dolgában, és a Király szolgálatjában.
1Chr.26.31 | A Hebroniták közzűl, Jéria vala fő a Hebroniták nemzetségekben az Atyák között, Dávid Királyságának negyvenedik esztendejében kerestetének meg, és találtatának ő közzűllők erős férjfiakat Gileádnak Jaézer városában.
1Chr.26.32 | És az ő attyafiai kétezeren és hétszázan valának, kik az ő attyai nemzetségekben erős férjfiak és fők valának; kiket Dávid Király gondviselőkké választa a Rúben és Gád nemzetségén, és a Manasse nemzetségének felén, mind az Istennek s mind a Királynak minden dolgaiban.

1Chr.27.1 | Ezek pedig az Izráel fijai az ő számok szerint, kik az ő attyai nemzetségekben Fejedelmek, Ezredesek, Századosok, és előljáróik valának mind azoknak, kik szolgálnak vala a Királynak a seregeknek minden dolgaiban, mellyek béjőnek vala és kimennek vala mindenik hónapban az esztendőnek minden havaiban; melly seregek közzűl egy-egy, áll vala huszonnégy ezer emberből.
1Chr.27.2 | Az első seregben, az első hónapban vala Fejedelm Jasobeám Zabdiel fija, melly sereg áll vala huszonnégy ezerből.
1Chr.27.3 | A Péres fijai közzűl vala az első hónapbeli seregben való minden Hadnagyoknak Fejedelme.
1Chr.27.4 | A második hónapbeli seregnek vala Fejedelme Dódai Ahóhites, és ő utánna az ő seregében második Fejedelem Miklót. Ez is huszonnégy ezerből áll vala.
1Chr.27.5 | A harmadik seregnek, a harmadik hónapban vala Fejedelme Benája, ki vala a Főpapnak Jojadának fija; ennek is sereg áll vala huszonnégy ezerből.
1Chr.27.6 | Ez a Benája vala erős a harmincz erős férjfiak között, sőt azoknak Fejedelmek is vala. És Amizabád az ő fija vala fő az ő seregén.
1Chr.27.7 | A negyedik hónapbeli seregnek vala Fejedelme Asáel a Joáb attyafia, és az ő fija Zebádia ő utánna való; ennek is serege huszonnégy ezerből áll vala.
1Chr.27.8 | Az ötödik hónapbeli seregnek Fejedelme vala Jizráhites Samhut; ennek is serege huszonnégy ezerből állott.
1Chr.27.9 | A hatodik hónapbeli seregnek Fejedelme aTékuabeli Ira, az Ikkés fija, ennek is serege huszonnégy ezerből áll vala.
1Chr.27.10 | A hetedik hónapbeli seregnek Fejdelme a Pélonbeli Héles, ki az Efraim fijai közzűl vala; ennek serege huszonnégy ezerből áll vala.
1Chr.27.11 | A nyolczadik hónapbeli seregnek Fejedelme vala a Húsátbeli Sibbékai, ki a Zárhiták féle vala; és az ő seregében huszonnégy ezer ember vala.
1Chr.27.12 | A kilenczedik hónapbeli seregnek Fejedelme az Anatótbeli Abiézer a Benjáminiták közzűl; és az ő seregében huszonnégy ezer ember vala.
1Chr.27.13 | A tizedik hónapbeli seregnek Fejedelme vala a Nétofátbeli Maharai, a Zárhitákból való: kinek is seregében huszonnégy ezer vala.
1Chr.27.14 | A tizenegyedik hónapbeli seregnek Fejedelme vala a Pirathonbeli Benája, az Efraim fijai közzűl való; kinek seregében huszonnégy ezer ember vala.
1Chr.27.15 | A tizenkettődik hónapbeli seregnek Fejedelme vala a Nétofátbeli Héldai Othniel nemzetségéből való; kinek seregében huszonnégy ezer ember vala.
1Chr.27.16 | Valának ennekfelette az Izráel nemzetségein Fejedelmek: A Rúbenitákon Eliézer, a Zikri fija: a Simeonitákon Sefátiás, a Maaka fija;
1Chr.27.17 | A Lévi nemzetségén Hasábia, a Hémuel fija: az Árón fijain Sádók;
1Chr.27.18 | A Júdán Elihu, a Dávid attyfiai közzűl; az Issakháron Omri, a Miáel fija;
1Chr.27.19 | A Zebulonon Ismája, az Obádiás fija; a Nafthalin Jérimót, Azriel fija;
1Chr.27.20 | Az Efraim fijain Hósea, az Azáziás fija; a Manasse félnemzetségén Jóel, a Pedája fija:
1Chr.27.21 | Manassénak Gileád földén való félnemzetségén Iddó, a Zekáriás fija; a Bénjáminon Jaásiel az Abner fija;
1Chr.27.22 | A Dán nemzetségén Azáréel, a Jerohám fija. Ezek valának az Izráel nemzetségeinek Fejedelmei.
1Chr.27.23 | Nem számláltatá meg pedig Dávid azokat, a kik húsz esztendőn alól valánka: mert az Úr mondotta volt ezt, hogy megsokasítaná az Izráelt, mint az égnek csillagait.
1Chr.27.24 | Joáb a Séruja fija kezdette vala őket számlálni, de véghez nem vivé: mivelhogy e dologért Istennek nagy haragja gerjedett volna az Izráel népe ellen: Ez okon bé sem jegyzék számát a népnek, a Dávid Király históriáiában.
1Chr.27.25 | A Király kincsének gondviselője vala Azmávet, az Adiel fija; a kivűl való kincseknek pedig, a városokban, falukban és várakban valóknak, Jónatán az Uzziás fija vala gondviselője.
1Chr.27.26 | A mezőn való paraszti munkásoknak Fejedelmek vala Ezri, a Kélub fija.
1Chr.27.27 | A szőlőmívesek gondivselőjök vala a Rámátbeli Simei, és a szőlők hasznának, azaz, a borospinczéknek gondviselője vala a Sifmitbeli Zabdi.
1Chr.27.28 | Az olajfák és a mezőn való figefák míveseinek a Gideritbeli Baálhanán; az olajos pinczéknek Joás vala gondviselője.
1Chr.27.29 | A Sáron mezején való barmoknak a Sáronbeli Sitrai; a mellyek pedig a völgyekben legeltetnek vala, Sáfát az Adlai fija vala gondviselője.
1Chr.27.30 | A tevéknek az Ismáel nemzetéből való Obil, a szamaraknak a Méronótbeli Jehdéja.
1Chr.27.31 | A juhoknak a Hágárénus Jaziz. Mindnyájan ezek valának a Dávid Király jószágainak gondviselő Fejedelmei.
1Chr.27.32 | Jónatán pedig, a Dávid attyának báttya főtanácsos vala, ki okos és a törvényben tudós vala: Jéhiel pedig a Hákhmóni fija vala a Király fijával.
1Chr.27.33 | Akhitófel is a Királynak tanácsosa vala, az Arkites Khúsai pedig barátja vala a Királynak.
1Chr.27.34 | Akhitófel után volt Jójada a Benája fija, és Abjátár; a Király hadának Főhadnagya vala Joáb.

1Chr.28.1 | Egybe hívatá pedig Dávid Jérusálembe az Izráelnek minden Fejedelmeit, a nemzetségeknek Fejedelmeit, a Királynak udvarló seregeinek Fejedelmeit, az Ezeredeseket, a Századosokat, a Király minden jószágának és marhájának gondviselőit, maga fijait is, udavariszolgáival és minden erős vitézivel egyetembe.
1Chr.28.2 | Felálla azért Dávid Király az ő lábaira, és monda: Halljátok meg szómat atyámfiai és én népem! Én magamban elvégeztem nagy szívem szerint, hogy az Úr szövetsége ládájának nyugodalmas házat csináltatnék, és a mi Istenünk lábainak zsámolyt; hozzá is készítettem vala mindent, valami szükség volna;
1Chr.28.3 | De az Isten engemet megszólíta, s monda: Nem csinálsz te házat az én nevemnek: mert hadakozó ember vagy, sok vért is ontottál immár.
1Chr.28.4 | Választa pedig engemet az Izráelnek Ura Istene az én atyámnak egész házából, hogy lennék Királya az Izráel népének mind örökké; mert a Júdát választotta főnek, és a Júda cselédei közzűl az én atyámnak háznépét; az én atyámnak fijai közzűl pedig engemet akara Királlyát tenni az egész Izráelen.
1Chr.28.5 | És az én fiam közzűl (mert az Úr sok fiakat adott nékem) választotta Salamont az én fiamat, hogy ülne az Úr országának székiben az Izráel között.
1Chr.28.6 | És monda nékem: Salamon a te fijad építi meg az én házamat és az én pitvarimat; mert én őtet magamnak fiamúl választottam, én is néki attya helyett lészek:
1Chr.28.7 | Megerősítem az ő országát mind örökké; ha az én parancsolatimat és ítéletimet szorgalmatosan megtartándja, amint e mai napon.
1Chr.28.8 | Most azért intlek az Izráelnek, az Úr népének egész Gyülekezete előtt, és a mi Istenünknek hallására, őrizzétek s keressétek a ti Uratoknak Istenteknek minden parancsolatit, hogy bírhassátok e jó földet: és hogy ti utánnatok fijaitokat is örökösíthessétek meg abban mind örökké.
1Chr.28.9 | Te azért édes faim Salamon, esmérd még a te atyádnak Istenét, és szolgálj néki tökéletes szívvel és jó kedvvel; mert az Úr minden szíveket általlát, és minden emberi gondolatot jól ért. Hogyha őtet keresénded, megtalálod; de ha viszontag őtet elhagyándod, ő is elhagy téged mind örökké.
1Chr.28.10 | Most azért mivelhogy az Úr választott téged, hogy néki szent házat csinálj; légy erős és készítsd meg azt.
1Chr.28.11 | Akkor adá Dávid az ő fijának Salamonnak a tornácznak, annak házacskáinak, kincstartó helyeinek, felházainak és belső kamaráinak, a kegyelem táblája helyének is formáját.
1Chr.28.12 | És mindenek formáját, mellyeket szívében elgondolt vala, az Úr házának pitvarai felől, az Isten háza kincsének, és minden szent kincseknek köröskörűl való házai felől.
1Chr.28.13 | A Papoknak és a Lévitáknak seregekért való házaknak, az Úr háza szolgálatjára való minden munkának, és az Úr háza szolgálatjára való minden eszközöknek formái felől.
1Chr.28.14 | Ada aranyat mérve, a külömb-külömbféle szolgálatoknak edényeire, ezüstöt is mérve minden ezüst edényekre, a külömb-külömbféle szolgálatnak inden edényeire.
1Chr.28.15 | Azaz, ada aranyat mérve, az arany gyertyatartókra, és azoknak szövétneikire, mindenik gyertyatartóra és annak szövétneikre, a mint mindenik gyertyatartóhoz kívántatott.
1Chr.28.16 | Ismét ada aranyat mérve, a szent kenyereknek asztalaira, minden asztalra: azonképen ezüstöt az ezüst asztalokra.
1Chr.28.17 | Ismét a szigonyokra, csészékre, és füstölő szelenczékre tiszta aranyat; az aranymedenczékre is bizonyos mérték szerint ada aranyat, minden medenczére; és az ezüst medenczékre ezüstöt bizonyos mértékkel, minden medenczére.
1Chr.28.18 | Annakfelette a temjénező oltárra ada igen szép tiszta aranyat mérték szerint: a széknek csináltatására is, azaz, a Kérumibokra ada aranyat, hogy kiterjesztvén az ő szárnyaikat az Úr szövetségének ládáját béfedeznék.
1Chr.28.19 | Mind ezek az Úrnak kezétől írattattak meg, ki engemet megtanított mind az egész alkotmány formájára.
1Chr.28.20 | Monda ezek után Dávid Salamonnak az ő fijának: Légy bátor és erős, és kezdj hozzá, semmit ne félj, és ne rettegj: mert az Úr Isten, az én Istenem veled lészen, téged el nem hágy, tőled el nem távozik, míg az Úr házának minden mesterségének míve elvégeztetik.
1Chr.28.21 | És ímé a Papok és a Léviták seregei az Isten házának minden szolgálatjára, és inden tudós emberek szabad akaratjok szerint, a Fejedelmek is és az egész község a te beszéded szerint veled lésznek minden szolgálattal.

1Chr.29.1 | Azután monda Dávid Király az egész sokaságnak: Ím látjátok, hogy egyedűl az én fiamat Salamont választotta Isten, ki igen gyermek és gyenge; e pedig nagy dolgo: mert nem ember háza lészen, hanem az Úr Istené.
1Chr.29.2 | Én pedig teljes tehetségem szerint az én Istenem házának építésére készítettem bőségesen aranyat az arany szerszámokra, rezet a rézre, vasat a vasra, fákat a fákra: sárdoniks köveket, foglalni való köveket, veres köveket, különb-különb színű köveket: mindenféle drágaköveket, márványköveket is bőséggel.
1Chr.29.3 | Még ennekfelette, mivelhogy nékem nagy kedvem vagyon az én Istenem házához, kiváltképen való kincsem is vagyon nékem, aranyom és ezüstöm, mellyeet adok az én Istenem háza szükségére, azoknak felette, mellyeket ez előtt készítettem vala a szent háznak épületire.
1Chr.29.4 | Tundiillik háromezer tálentom Ofirból hozott aranyat: és hétezer tálentom tiszta azüstöt, a házak falainak béborítására.
1Chr.29.5 | Aranyat adtam az arany szerszámokra, ezüstöt az ezüstre és minden szükségre, a mesteremberek kezéhez. És ha valaki ajándékot adni akar szabad akaratja szerint, töltse meg az ő kezét ma, és adjon a mit akar az Úrnak.
1Chr.29.6 | Azért szabad akaratjok szerint adának ajándékokat az atyáknak Fejedelmei, az Izráel nemzetségeinek Fejedelmei, az Ezeredesek, Századosok, és a Király dolgosainak is Fejedelmei.
1Chr.29.7 | És adának az Isten házának szükségére ötezer tálentom aranyat, és tízezer arany pénzt; tízezer tálentom ezüstöt, és tizennyolcezezer tálentom rezet, és százezer tálentom vasat.
1Chr.29.8 | És valakinél drága kövek találtatának, adák az Úr házának kincséhez; a Gersoniták közzűl való Jéhiel kezébe.
1Chr.29.9 | És örvendeze a sokaság, hogy szabad akaratjokból adnának; mert tiszta szívekből adakozának az Úrnak: Dávid Király is lőn ezen nagy örömben.
1Chr.29.10 | Hálákat ada azért Dávid az Úrnak mind a sokaság előtt, és monda Dávid: Áldott vagy te, óh Izráelnek a mi atyánknak Ura Istene, öröktől fogva mind örökké!
1Chr.29.11 | Óh Uram, tiéd a nagyság, hatalom, dicsőség, örökkévalóság és máltóság, sőt minden, valami a mennyben és a földön vagyon, tiéd: Tiéd mondom, óh Uram az ország, te magasztalod fel magadat, hogy légy minden Fejedelmek felett!
1Chr.29.12 | A gazdagság és a dicsőség mind te tőled vagynak és te uralkodol mindeneken: a te kezedben vagyon mind az erősség és mind a birodalom; a te kezedben vagyon mindenek felmagasztaltatása és megerősítetése.
1Chr.29.13 | Most azért óh mi Istenünk, vallást tészünk előtted, és dícsérjük a te dicsőséges Nevedet;
1Chr.29.14 | Mert micsoda vagyok én és micsoda az én népem, hogy erőnk lehetne a szabad akarat szerint való ajándéknak adására, a mint ezt adtuk? Mert tőled vagynak mindenek, és a miket a te kezedből vettünk, azokat adtuk most néked.
1Chr.29.15 | Mert mi csak jövevények vagyunk te előtted és idegenek, a mi fejenként a mi atyáink is: a mi életünknek napjai olyanok e földön mint az árnyék, melyben állandóság nincsen.
1Chr.29.16 | Óh mi Urunk Istenünk! mind ez, a mit készitettünk, hogy néked és a te szent nevednek házat építsünk, a te kezedből való, és mind azok tiéid!
1Chr.29.17 | Jól tudom pedig ezt is, óh én Istenem, hogy te a szívet nézed és az igazságot szereted: Én adatam mind ezeket tiszta szívemből nagy jó kedvvvel: e te itt jelen való néped is, láttad, hogy nagy örömmel szabad akaratja szerint adta ezeket néked.
1Chr.29.18 | Óh Ábrahámnak, Iszáknak és Izráelnek a mi atyáinknak Ura Istene, tartsd meg ezt mind örökké, tudniillik a te népednek hozzád való ilyen jó akaratját, és az ő szíveket igazgassad te hozzád.
1Chr.29.19 | Salamonnak pedig az én fiamnak adja tökéletes szívet, hogy a te parancsolatidat, bizonyságtételeidet és rendelésidet megőrizhesse, és hogy mind azokat megcselekedhesse, és hogy megépíthesse azt a házat, mellyet én elilndítottam.
1Chr.29.20 | Ezek után monda Dávid a sokaságnak: Kérlek, hogy ti is áldjátok a ti Uratokat Istenteket. Áldá azért az egész Gyülekezet az ő attyaiknak Urát Istenét, és fejeket lehajtván meghajták magokat, és tisztelék az Urat, és a Királyt.
1Chr.29.21 | És áldozának az Úrnak véres áldozatokkal, és áldozának az Úrnak tüzes áldozatokkal másodnapon: ezer tulkokkal, ezer kosokkal, ezer bárányokkal, azoknak italiáldozatjokkal egybe; és sokféle áldozatokkal, az gész Izráel népéért.
1Chr.29.22 | És evének s ivának az Úr előtt azon a napon nagy vígaságban. Azután Salamont a Dávid fiját Királlyá tevék másodszor is, és megkenék őtet az Úrnak, hogy lenne Fejedelem: Sádókot is megkenék a Főpapságra.
1Chr.29.23 | És üle Salamon az Úr székibe mint Király az ő attyának Dávidnak helyében, és mindenbe szerencsés vala; mert enged vala néki az egész Izráel népe.
1Chr.29.24 | Fejenként a Fejedelmek is, és a hatalmasok, annakfelette mindnyájan a Dávid Király fijai is kezekeet adák, hogy Salamon Királynak engedelmesek lennének.
1Chr.29.25 | És igen felmagasztalá az Úr Salamont mind az egész Izráel népe előtt, és ollya királyi méltóságot szerze néki, mellyhez hasonló méltósága egy Királynak sem vot ő előtte Izráel országában.
1Chr.29.26 | Minekutánna pedig Dávid az Isai fija uralkodott volna az egész Izráelen:
1Chr.29.27 | (A napok pedig, mellyeken uralkodott az Izráelen, negyven esztendők voltak: Hebronban uralkodott vala hét esztendeig, Jérusálemben pedig harminczháromig uralkkodott.
1Chr.29.28 | Meghala Dávid jó vénségben, életével, gazdagságával és minden dicsőségével megelégedve: És uralkodék az ő fija Salamon helyette.
1Chr.29.29 | Dávid Királynak pedig mind első s mind utolsó dolgai, ímé meg vagynak írattatva a Sámuel Próféta könyvében, és a Nátán Próféta könyvében, és a Gád Próféta könyvében:
1Chr.29.30 | Minden ő országlásával, hatalmasságával és változásoknak idejével, mellyek ő rajta, az Izráelen, és a földnek minden országain estek.
