Matt.1.1 | JÉZUS KRISZTUSNAK, Dávid fijának és Ábrahám fijának nemzetségéről való Könyv.
Matt.23.34 | Azokáért ímé én bocsátok ti hozzátok Prófétákat és Bölcseket és Irástudókat, és azok közzűl némellyeket megöltök és megfeszitetetk; és azok közzűl némellyeket megostoroztok a ti zsinagógáitokban, és kergettek egyik városból a másikba.
Matt.23.35 | Hogy szálljon ti reátok minden igaz vér, melly kiontatott e földön, az igaz Ábelnek vérétől fogva mind a Zakariásnak, Barakiásnak fijának véréig, kit megöltetek a templom között és az oltár között.
Matt.23.36 | Bizony mondom néktek, hogy mind ezek reá következnek e nemzetségre.
Matt.23.37 | Jérusálem! Jérusálem! ki megölöd a Prófétákat és megkövezed azokat, kik te hozzád bocsáttatnak, mennyiszeor akartam egybegyüjteni a te fijaidat, miképen a tyúk az ő fijait egybegyüjti szárnyai alá; és nem akartátok?
Matt.23.38 | Imé azért a ti házatok puszta lészen;
Matt.23.39 | Mert mondom néktek, hogy ez időtől fogva nem láttok engemet, mignem ezt mondjátok: Áldott a ki jött az Úrnak nevében.

Matt.24.1 | És kimenvén Jézus a templomból akar vala elmenni: és járulának ő hozzá az ő tanitványai, hogy mutogatnák a templom épületit.
Matt.24.2 | Jézus pedig monda nékik: Nem látjátok é mind ezeket? Bizony mondom néktek: Nem marad ebben egy kő más kövön, melly el nem romlana.
Matt.24.3 | És mikor az Olajfáknak hegyén ülne, menének magánosan ő hozzá az ő tanitványai, és mondának: Uram! mond meg nékünk mikor lésznek ezek, és micsoda jele lészen a te eljövetelednek és e világ végének?
Matt.24.4 | És felelvén Jézus monda nékik: Meglássátok hogy valaki titeket el ne hitessen;
Matt.24.5 | Mert sokan fognak eljőni az én nevemben, kik ezt mondják: Én vagyok a Krisztus, és sokakat elhitetnek.
Matt.24.6 | Következik ez is, hogy halljatok hadakozásokat, és hadakozásoknak hireit, meglássátok, hogy meg ne háborodjatok: mert szükség mind ezeknek meglenniek, de még akkor nem lészen vége.
Matt.24.7 | Mert támad egyik nemzetség a másikra, egyik ország a másikra; és lésznek éhségek, döghalálok és földindulások minden helyeken.
Matt.24.8 | Mind ezek pedig csak kezdeti lésznek a sok nyomoruságoknak.
Matt.24.9 | Akkor megnyomoritanak titeket és megölnek; és gyülölségesek lésztek minden népek előtt az én nevemért.
Matt.24.10 | És akkor sokan megbotránkoznak, és egyik a másikat elárulja és egyik a másikat gyülöli.
Matt.24.11 | És sok hamis Próféták támadnak, kik sokakat elhitetnek.
Matt.24.12 | És mivelhogy a bün igen megsokasodik, az attyafiui szeretet is igen meghidegedik sokakban.
Matt.24.13 | De a ki végig megmarad, az idvezül.
Matt.24.14 | És prédikáltatik az Isten országának Evangyélioma az egész földön, hogy az minden Pogányoknak bizonyságul legyen, és ezek után eljő Jérusálemnek vége.
Matt.24.15 | Mikor ezért látándja ama pusztitó utálatosságot, melly a szent helyen fog állani, melly megmondatott Dániel Prófétától: (a ki olvassa, jól gondolkodjék róla.)
Matt.24.16 | Akkor a kik Júdában lésznek, fussanak a hegyekre.
Matt.24.17 | A ki felső házában lészen, ne szálljon alá, hogy valamit házából kivigyen.
Matt.24.18 | És a ki a mezőn lészen, ne térjen haza, hogy az ő ruháit elvigye.
Matt.24.19 | Jaj pedig a terhes asszonyoknak, és a szoptatóknak azokon a napokon.
Matt.24.20 | Imádkozzatok pedig, hogy télben ne legyen futástok, se Szombatnapon;
Matt.24.21 | Mert lészen akkor nagy szomorúság, minémü nem volt e világ kezdetitől fogva ez ideig, eztuán is nem lészen.
Matt.24.22 | És ha azok a napok meg nem rövidittettek volna, mindenestől fogva elveszne minden ember, de a választottakért megrövidittetnek a nyomorúságnak napjai.
Matt.24.23 | Akkor ha valaki ezt mondja néktek; Ímé itt vagyon a Krisztus, vagy amott; ne hidjétek:
Matt.24.24 | Mert hamis Krisztusok és hamis Próféták támadnak, és nagy jeleket és csudákat tésznek, úgyannyira hogy elhitessék, ha lehetne, a választottakat is.
Matt.24.25 | Ímé eleve megmondottam néktek.
Matt.24.26 | Azért ha ezt mondándják néktek: Ímé a pusztában vagyon; ne menjetek ki. Ímé e rejtekházakban; ne hidjétek;
Matt.24.27 | Mert miként a villámás kijő napkeletről, és megtetszik napnyugotra is, úgy lészen az ember Fijának eljövetele is.
Matt.24.28 | Mert valahol lejénd a dög, oda gyülnek a saskeselyük.
Matt.24.29 | Mindjárt pedig azoknak a napoknak nyomorúságok után a nap meghomályosodik, és a hold nem fénylik, a csillagok lehullanak az égről, és az egeknek hatalmasságai megháborodnak.
Matt.24.30 | Akkor megtetszik az ember Fijának jele az égben, és akkor a földnek minden mezetségei sírnak, és meglátják az embernek fiját eljőni az égnek felhőiben, nagy hatalommal és dicsőséggel.
Matt.24.31 | És ő elküldi az ő Angyalit trombitának hatalmas szavával, és az ő választottit egybegyüjtik a négy szelekről, az egeknek egyik végektől a másik végekig.
Matt.24.32 | A figefáról pedig végyetek példát: mikor az ő ága gyenge és levelezik; tudjátok hogy közel vagyon a nyár.
Matt.24.33 | Azonképen ti is mikor mind ezeket látándjátok, tudjátok hogy közel vagyon a Krisztus, és csak az ajtó előtt.
Matt.24.34 | Bizony mondom néktek, hogy el nem mulik e mostani egy nemzet, mignem mind ezek meglésznek.
Matt.24.35 | Az ég és a föld elmulnak, de az én beszédim semmiképen el nem mulnak.
Matt.24.36 | Ama napot pedig és órát senki nem tudja, még a mennyei Angyalok is; hanem cask az én Atyám egyedül.
Matt.24.37 | Minémü vala pedig Noénak ideje, ollyan lészen az ember Fijának eljövetelének is ideje;
Matt.24.38 | Mert mint az özönviz előtt való napokban, esznek és isznak vala, házasonak, és házasitják vala leányikat mind a napig, melly nap béméne Noé a bárkába.
Matt.24.39 | És nem tudhatták meg az özönvizet, mingnem eljött volna, és mindeneket eltörlött volna; úgy lészen az ember Fijának eljövetele is.
Matt.24.40 | Akkor ketten lésznek a mezőn: az egyik elragadtatik, a másik elhagyatik.
Matt.24.41 | Két őrlő asszonyok lésznek a malomban; az egyik elragadtatik, a másik elhagyatik.
Matt.24.42 | Vigyázzatok azért: mert nem tudjátok melly órában jő el a ti Uratok.
Matt.24.43 | Azt pedig megtudjátok, hogyha a háznak gazdája megtudhatná, az éjszakának mellyik részén jő el a lopó; vigyázna, és nem hagyná megásni az ő házát.
Matt.24.44 | Azért ti is legyetek készek; mert a melly órában nem gondolnátok, abban jő el az embernek Fija.
Matt.24.45 | Kicsoda azért hiv és bölcs szolga, kit az ő Ura gondviselővé tett az ő háznépén, hogy azoknak eledelt adjon alkalmatos időben.
Matt.24.46 | Boldog szolga az, kit az ő Ura talál az ő tiszti szerint cselekedni, mikor haza jövénd.
Matt.24.47 | Bizony mondom néktek, hogy minden jószágán gondviselővé tészi azt.
Matt.24.48 | Hogyha pedig ama gonosz szolga ezt gondolándja az ő szivében: Elhalasztja még az én Uram a hazajövetelt:
Matt.24.49 | És kezdéndi verni az ő szolgatársait, és a részegesekkel kezd enni és inni;
Matt.24.50 | Megjő annak a szolgának Ura, a melly napon nem várja, és a melly órában nem gondolja.
Matt.24.51 | És elszakasztja azt, és a képmutató szolgák közzé számlálja; ott lészen sirás és fogcsikorgatás.

Matt.25.1 | Akkor hasonló lészen a mennyeknek országa a tiz szüzekhez, kik az ő lámpásokat kezekbe vévén, a vőlegénynek eleibe menének;
Matt.25.2 | Az öte pedig eszes vala, az öte bolond.
Matt.25.3 | A kik bolondok valának, mikor az ő lámpásokat kezekbe vevék, nem vivének olajt magokkal;
Matt.25.4 | Az eszesek pedig vittek vala olajt, az ő edényekben, az ő lámpásokkal egybe.
Matt.25.5 | Mikor pedig a vőlegény késnék, elszunnyadának mindnyájan és elaluvának.
Matt.25.6 | Éjfélkor pedig kiáltás lőn: Ihol jő a vőlegény, menjetek ki ő eleibe!
Matt.25.7 | Akkor felkelének mind azok a szüzek, és elkésziték az ő lámpásokat.
Matt.25.8 | A bolond szüzek pedig mondának az eszeseknek: Adjatok nékünk a ti olajotokból: mert a mi lámpásink elalusznak.
Matt.25.9 | Felelének pedig amaz eszesek mondván: Nem adunk: mert netalán nékünk és néktek nem lészen elég: Menjetek el inkább azokhoz, a kik árulják az olajt, és vegyetek magatoknak.
Matt.25.10 | És mikor mennének venni, eljöve a vőlegyény; és a kik készek valának, bémenének ő vele a lakodalomba; és bezáraték az ajtó.
Matt.25.11 | Azután lejövének a több szüzek is kik ezt mondják vala: Uram! Uram! nyisd meg nékünk.
Matt.25.12 | Ő pedig felelvén, monda: Bizony mondom néktek, nem esmérlek titeket.
Matt.25.13 | Vigyázzatok azért: mert nem tudjátok sem a napját, sem az óráját, mellyen az embernek Fija eljő.
Matt.25.14 | Mert szinte úgy vagyon, mint mikor valamelly ember messze földre akarván menni, előszólitá az ő szolgáit, és minden pénzét kezekbe adá.
Matt.25.15 | Egynek ada öt talentomot, másnak kettőt, harmadiknak pedig egyet, mindeniknek a kereskedésben való értelme szerint: és azonnal elméne messze földre.
Matt.25.16 | És elmenvén, a ki öt talentomot vett vala, kereskedék azokkal, és nyere más öt talentomot.
Matt.25.17 | Azonképen, a ki két talentomot vett vala, nyere az is más két talentomot.
Matt.25.18 | A ki pedig egy talentomot vett vala, elmenvén elásá azt a földbe, és elrejté az ő Urának pénzét.
Matt.25.19 | Sok idő mulva pedig megjöve a szolgáknak Urok, és számot vete azokkal.
Matt.25.20 | Akkor előjövén a ki öt talentomot vett vala, hoza más öt talentomot, ezt mondván: Uram! nékem öt talentomot adtál vot, imé más öt talentomot nyertem azokon.
Matt.25.21 | Monda pedig néki az ő Ura: Jól vagyon jámbor és hiv szolgám, kevesen voltál hiv, sokra bizlak ezután: menj bé a te Uradnak örömébe.
Matt.25.22 | Előjövén az is, a ki két talentomot vett vala, monda: Uram! két talentomot adtál vala nékem, imé két talentomot nyertem azokon.
Matt.25.23 | És monda néki az ő Ura; Jól vagyon jó és hiv szolgám: kevesen voltál hiv, sokra bizlak ezután: menj bé a te Uranak örömére.
Matt.25.24 | Előjövén az is, a ki egy talentomot vett vala, monda: Uram! tudtam hogy kegyetlen ember vagy te, ki ott is aratsz, a hol nem vetettél, és a hol nem vetettél ott is takarsz.
Matt.25.25 | Azért félévn tőled, elmentem és elástam a te talentomodat a földbe; ihon a te pénzed megvagyon.
Matt.25.26 | Felelvén pedig az ő Ura, mond néki: Gonosz és rest szolga, tudtad hogy ott is aratok, a hol nem vetettem; és tt is takarok, a hol nem vetettem!
Matt.25.27 | Kellett volna azért az én pénzemet a pénzváltóknak adnod, és én megjövén nyerességgel vettem volna el az én pénzemet.
Matt.25.28 | Vegyétek el azért ő tőle az egy talentomot, és adjátok annak, a kinek tiz talentoma vagyon.
Matt.25.29 | Mert midennek, a kinek vagyon, adatik, és megszaporittatik, a kinek pedig nincs, a mije vagyon is, elvétetik tőle.
Matt.25.30 | És a haszontalan szolgát vessétek a külső setétségre; ott lészen sirás és fogaknak csikorgatások.
Matt.25.31 | Mikor pedig eljövénd az embernek Fija az ő dicsőségével és mind a szent Angyalok ő vele, akkor ül az ő dicsőségének királyiszékibe.
Matt.25.32 | És gyüjtetnek ő eleibe minden népek, és elválasztja őket egymástól, mit a pásztor elválasztja a juhokat a kecskéktől.
Matt.25.33 | És állatja a juhokat jobbkeze felől, a kecskéket pedig balkeze felől.
Matt.25.34 | Akkor ezt mondja a Király azoknak, kik az ő jobbkeze felől lésznek: Jertek el én Atyámnak áldottai, birjátok az országot, melly megkészittetett néktek e világ fundamentomának felvettetése előtt:
Matt.25.35 | Mert éheztem, és ennem adtatok; szomjuhoztam, és innom adtatok; útonjáró voltam és béfogadtatok engemet.
Matt.25.36 | Mezitelen voltam, és megruháztatok engemet: beteg voltam, és meglágotattatok engemet: fogoly voltam és én hozzám jöttetek.
Matt.25.37 | Akkor felelnek néki az igazak, ezt mondván: Uram! mikor láttuk, hogy éheztél volna, és tápláltunk volna tégedet? vagy hogy szomjuhoztál volna és innod adtunk volna.
Matt.25.38 | Mikor láttuk pedig hogy útonjáró voltál volna, és házunkba fogadtunk volna tégedet? vagy hogy mezitelen voltál volna, és megruháztunk volna?
Matt.25.39 | Vagy mikor láttunk téged betegen, vagy tömlöczben, hogy te hozzád mentünk volna?
Matt.25.40 | És felelvén a Király, ezt mondja nékik: bizony mondom néktek, a mit cselekedtetek eggyel ez én kicsiny atyámfiai közzűl, én magammal cselekedtétek.
Matt.25.41 | Akkor szól azoknak is, kik aző balkeze felől lésznek illyen módon: Átkoztak, menjetek el tőlem az örök tüzre, melly készittetett az Ördögnek és az ő Angyalainak:
Matt.25.42 | Mert éheztem, és nem adtatok ennem; szomjuhoztam, és nem adtatok innom.
Matt.25.43 | Útonjáró voltam, és nem fogadtatok bé engemet: mezitelen voltam, és meg nem ruháztatok engemet: beteg voltam, tömlöczben voltam, és meg nem látogattatok engemet.
Matt.25.44 | Akkor azok is felelnek néki, ezt mondván: Uram! mikor láttunk téged éhezni, vagy szomjuhozni, vagy úton járni, vagy mezitelenen, vagy betegen, vagy a tömlöczben, és nem szolgáltunk volna néked?
Matt.25.45 | Akkor felel nékik, ezt mondván: Bizony mondom néktek, mivelhogy ezeket nem miveltétek eggyel ez én kicsinyeim közzűl, én velem nem miveltétek.
Matt.25.46 | És elmennek ezek az örök gyötrelemre; az igazak pedig az örök életre.

Matt.26.1 | És mikor mind ezeket a beszédekeet elvégezte volna Jézus, monda az ő tanitványinak:
Matt.26.2 | Tudjátok, hogy két nap elmulva a Husvétnak innepe lészen, és az embernek Fija elárultatik hogy megfeszittessék.
Matt.26.3 | Akkor egybegyüjlének a Papifejedelmek, az Irástudók és a népnek Vénei a Főpapnak házába, ki Kajafásnak mondatik vala.
Matt.26.4 | És egyenlőképen tanácsot tartának, hogy Jézust álnoksággal megfognák és megölnék.
Matt.26.5 | De ezt mondják vala: Ne miveljük az innepen, hogy a nép között ne legyen támadás.
Matt.26.6 | És mikor Jézus volna Bethániában a poklos Simon házában.
Matt.26.7 | Ment vala ő hozzá egy asszony, kinél vala drága kenetnek alabástromból csinált szelenczéje, és töltötte vala az ő fejére, mikor ő az asztalhoz leült volna.
Matt.26.8 | Azt látván pedig az ő tanitványai, megharagvának, ezt mondván: Mire való ez a haszontalan tékozlás?
Matt.26.9 | Mert eladhatták volna nagy áron e kenetet és adhatták volna a szegényeknek.
Matt.26.10 | Mikor pedig ezt eszébe vette volna Jézus, monda nékik: Miért háborgatjátok ez asszonyt? mert jót cselekedett cselekedett én velem;
Matt.26.11 | Mert a szegények mindenkor lésznek veletek; de én nem mindenkor lészek veletek.
Matt.26.12 | Mert hogy ez e kenetet töltötte az én testemre, az én temetésemre nézve mivelte.
Matt.26.13 | Bizony mondom néktek, valahol ez egész világon prédikáltatik az Evangyéliom, a mit ez én velem cselekedék, az is hirdettetik, az ő emlékezetiért.
Matt.26.14 | Akkor elmenvén egy a tizenkét tanitványok közzűl, ki mondatik vala Iskáriótes Júdásnak, a Papifejedelmekhez.
Matt.26.15 | Monda nékik: Mit akartok nékem adni, és én őtet néktek kezetekbe adom? Ők pedig rendelének néki harmincz ezüstpénzt.
Matt.26.16 | Az időtő fogva keres vala aklamatosságot Júdás, hogy őtet elárulná.
Matt.26.17 | A pogácsás innepnek pedig első napján menének a tanitványok Jézushoz, ezt mondván néki: Hol akarod hogy meegkészitsük néked ételedre a Husvétibárányt?
Matt.26.18 | Ő pedig monda: Menjetek el a városba egy emberhez, és ezt mondjátok néki: A Mester ezt modja: Az én időm közel vagyon; te nálad eszem meg a Husvétibárányt az én tanitványimmal.
Matt.26.19 | És e képen cselekedének a tanitványok, a mint megparancsolta vala nékik Jézus; és megkésziték a Husvétibárányt.
Matt.26.20 | És mikor estve volna, letelepek a tizenkét tanitványokkal.
Matt.26.21 | És mikor ennének, monda: Bizony mondom néktek, ti közzűletek egy elárul engemet.
Matt.26.22 | És felette igen megszomorodván, kezdék egyenként néki mondani: Én vagyok-é az, Uram?
Matt.26.23 | Ő pedig felelvén monda: A ki velem együtt mártja kezét a tálba, az árul el engemet.
Matt.26.24 | Az embernek Fija jól lehet elmegyen, a mit meg vagyon irva ő felőle; de jaj annak az embernek, a ki által az embernek Fija elárultatik; jobb volt volna annak az embernek, ha nem született volna.
Matt.26.25 | Felelvén pedig Júdás, a ki őtet el akarja vala árulni, monda: Én vagyok-é az, Mester? Monda néki: Te mondád.
Matt.26.26 | És mikor ennének, vevé Jézus a kenyeret, és mikor hálákat adott volna megszegé, és adá az ő tanitványinak, s monda: Vegyétek, egyétek, ez az én testem.
Matt.26.27 | És mikor a pohárt vette volna és hálákat adott volna, adá nékik, mondván: Igyatok ebből mindnyájan;
Matt.26.28 | Mert ez az én vérem, melly uj Testamentomnak vére; melly sokaknak bünök bocsánatjára kiontatik.
Matt.26.29 | Mondom pedig néktek, hogy nem iszom ez időtől fogva e szőlőtőkének gyümölcsében, mind a napig, melyen ti veletek ujat iszom az én Atyám országában.
Matt.26.30 | És mikor dicséretet éneklettek voln, kimenének az Olajfáknak hegyére.
Matt.26.31 | Akkor monda nékik Jézus: Mindnyájan ti ez éjszaka megbotránkoztok én bennem: mert meg vagyon irva: Megverem a pásztort, és elszéledezneka nyájnak juhai.
Matt.26.32 | Minekutánna pedig feltámadandok, elővészlek titeket Galileában.
Matt.26.33 | Felelvén pedig Péter, monda néki: Ha mindnyájan megbotránkoznak is te benned, én soha meg nem botránkozom.
Matt.26.34 | Monda néki Jézus: Bizony mondom néked, ez éjszakán minekelőtte a kakas szólna, háromszor megtagadsz engemet.
Matt.26.35 | Monda néki Péter: Ha meg kell is veled halnom, meg nem tagadlak téged! hasonlatosképen szólának a többi tanitványok is.
Matt.26.36 | Akkor méne Jézus ő velek a faluba, melly Gethsemánénak hivatik, és monda a tanitványoknak: Üljetek le itt addig, mig elmegyek, és amott imádkozom.
Matt.26.37 | És maga mellé vévén Pétert és Zebedeusnak két fiját, szomorkodni kezde, és felette igen gyötrődni.
Matt.26.38 | Akkor monda nékik Jézus: Mindenfelől szomorú az én lelkem halálig! marajatok itt, és vigyázzatok én velem.
Matt.26.39 | És egy kevéssé előmenvén, arczczal leesék, könyörögvén és ezt mondván: Én agtyám! ha lehetséges, muljék el e pohár én tőlem: mindazáltal nem ugy legyen mint én akarom, hanem a mint te.
Matt.26.40 | Akkor méne a tanitványokhoz, és találá őket aluva, és monda Péternek: Igy nem vigyázhattatok-é én velem egy óráig?
Matt.26.41 | Vigyázzatok és imádkozzatok, hogy kisértetbe ne essetek: mert jóllehet a lélek kész, de a test erőtelen.
Matt.26.42 | Ismét elméne másodszor is, és könyörge, mondván: Én Atyám! ha el nem mulhatik én tőlem e pohár, hogy meg ne innám azt, legyen a te akaratod.
Matt.26.43 | És mikor megtért volna, találá őket ismét aluva: mert az ő szemeik megnehezedtek vala.
Matt.26.44 | És nékik békét hagyván, ismét elméne, és imádkozék harmadszor is azon beszéddel szólván.
Matt.26.45 | Akkor méne az ő tanitványihoz és monda nékik: Aludjatok immár és nyugodjatok: Imé elközelget az óra, és az embernek Fija adatik a bünösöknek kezekbe.
Matt.26.46 | Keljetek fel, menjünk el: Imé elközelget, a ki engemet elárul.
Matt.26.47 | És mikor ezeket szólaná, imé Júdás, egy a tizenkettő közzűl eljöve, és vele együtt sok nép fegyverekkel és fustélyokkal, kik a Papifejedelmektől, és a népnek Véneitől bocsáttattak vala.
Matt.26.48 | A ki pedig őtet elárulta vala, adott nékik jelt, ezt mondván: Valakit én megcsókolandok, az a Jézus, megtartsátok azt.
Matt.26.49 | Annakokáért mihelyt Jézushoz jutott volna, monda néki: Egészséggel Mester! és megcsókolá őtet.
Matt.26.50 | Jézus pedig monda néki: Barátom miért jöttél? Akkor járulának, és kezeiket Jézusra vetvén, megfogák őtet.
Matt.26.51 | És imé egy azok közzűl, kik Jézussal valának, kezét nyujtván, kivoná az ő szablyáját, és mikor a Főpapnak szolgájához vágott volna elvágá az egyik fülét.
Matt.26.52 | Akkor monda annak Jézus: Ted el a te szablyádat helyére: mert valakik fegyvert fognak, fegyverrel kell veszniek.
Matt.26.53 | Avagy gondolod-é, hogy én nem kérhetném az én Atyámat, hogy most ide én mellém adna többeket tizenkét sereg Angyaloknál?
Matt.26.54 | De mimódon telnének bé az Irások, hogy igy kell lenni?
Matt.26.55 | Az órában monda Jézus a seregnek: Mint egy latorra ugy jöttetek fegyverekkel és fustélyokkal, hogy megfognátok engemet, jóllehet minden napon ti nálatok ültem, tanitván templomban, és nem fogtatok meg engemet.
Matt.26.56 | Mind ez pedig lett, hogy bételnének a Prófétáknak irásaik. Akkor mind az ő tanitványai elhagyván őtet, elfutának.
Matt.26.57 | Amazok pedig megfogván Jézust, vivék Kajafáshoz a Főpaphoz, hol az Irástudók és a Vének egybegyültek vala.
Matt.26.58 | Pétr pedig követi vala őtet távol mind a Főpap házáig, és bémenvén, ül vala a szolgákkal, hogy látná végét.
Matt.26.59 | A Papifejedelmek pedig és a Vének, és mind az egész gyülekezet keresnek vala hamis bizonyságot Jézus ellen, hogy őtet megölnék.
Matt.26.60 | És nem találának: És noha sok hamis tanuk jöttek volna elő; mindazáltal ugyan nem tallának: Utolszor pedig két hamis tanuk előjövén.
Matt.26.61 | Mondának: Ez ezt mondotta: Elronthatom az Istennek templomát, és harmadnapra megépithetem azt.
Matt.26.62 | És felkelvén a Főpap, monda néki: Semmit nem felelsz-é? micsoda a mit te ellened ezek vallanak?
Matt.26.63 | Jézus pedig hallgat vala. És felelvén a Főpap, monda néki: Az élő Istenre kénszeritelek tégedet, hogy mond meg nékünk, ha te vagy-é ama Krisztus, az Istennek Fija?
Matt.26.64 | Monda néki Jézus: Te mondád. Sőt annakfelette mondom néktek: Ez idő után meglátjátok az embernek Fiját ülni az Istennek hatalmas jobbja felől, és eljőni az égnek felhőiben.
Matt.26.65 | Akkor a Főpap megszakasztá a maga ruháit, és monda: Káromlást szóla; mit tészünk több bizonyságokkal? imé most halljátok az ő káromlását!
Matt.26.66 | Mint tetszik néktek? Amazok pedig felelvén, mondának: Méltó halálra!
Matt.26.67 | Akkor pökdösének az ő orczájára, és őtet arczul csapdosák, némellyek pedig pálczákkal verék őtet.
Matt.26.68 | Ezt mondván: Mond meg nékünk Kriszte, kicsoda vere tégedet.
Matt.26.69 | Péter pedig ül vala kivül a palotában, és méne ő hozzá egy szolgálóleányka, ezt mondván: Te is a Gelileabeli Jézussal valál!
Matt.26.70 | Ő pedig megtagadá mindenek hallására, mondván: Nem tudom, mit mondasz!
Matt.26.71 | És mikor kimenne Péter a tornáczba, látá őtet más egy leányzó, és monda azoknak, a kik ott valának: Im ez is a Názáretbeli Jézussal vala!
Matt.26.72 | Akkor ismét megtagadá őtet, esküvéssel mondván: Nem esmértem az embert!
Matt.26.73 | Egy kevés idő mulva pedig, a kik ott állanak vala, előjövének és mondának Péternek: Bizony te is ő közzűlök való vagy: mert a te szód is megjelent tégedet!
Matt.26.74 | Akkor kezdé megátátkozni, és kezde esküdni, hogy nem esmérte volna az embert: és a kakas azonnal megszólala.
Matt.26.75 | Akkor megemlékezék Péter Jézusnak beszédiről, ki megmondotta vala néki: Minekelőtte a kakas szólna, háromszor megtagadsz engemeet. És kimenvén, nagy keservesen sira.

Matt.27.1 | És reggel tanácsot tartának mind a Papifejedelmek, és a nép Vénei Jézus ellen, hogy őtet megölnék.
Matt.27.2 | És őtet kötözve elvivék, és aák kezébe Pontzius Pilátusnak a Tiszttartónak.
Matt.27.3 | Akkor Júdás, ki őtet elárulta vala, látván, hogy őtet halálra kárhoztatták, megbánván dolgát, visszavivé a harmincz ezüstpénzt a Papifejedelmeknek és a Véneknek.
Matt.27.4 | Ezt mondván: Vétkeztem, hogy elárultam az ártatlan vért. És ők mondának: Mit gondolunk mi azzal? ám te lássad!
Matt.27.5 | Ő pedig elvetvén az ezüstpénzeket a templomban, félfelé méne, és felakasztá magát.
Matt.27.6 | A Papifejedelmek pedig azokat az ezüstpénzeket felvévén, mondának: Nem szabad ezt a templom kincse közzé tennünk: mert vérnek ára.
Matt.27.7 | És tanácsot tartván róla, megvevék azon a fazekasnak ama mezejét, a jövevény embereknek temetésekre.
Matt.27.8 | Annakokáért hivattatott az a mező vér mezejének mind e mai napig.
Matt.27.9 | (Akkor telék bé, a mit mondott volt Jerémiás Próféta, ezt mondván: És vevék a harmincz ezüstpénzeket, a megbecsültetettnek árát, ki megbecsültetett az Izráel fijaitól.
Matt.27.10 | És adák azokat a fazkeasnak mezeje megvételére, a mint az Úr rendelte volt nékem.)
Matt.27.11 | Jézus pedig álla a Tiszttartó eleibe, és megkérdé őtet a Tiszttartó, ezt mondván: Te vagy-é a Zsidóknak Királyok? És monda néki Jézus: Te mondod!
Matt.27.12 | És mikor ő vádoltatnék a Papifejedelmektől, és a Vénektől, semmit nem felele.
Matt.27.13 | Akkor monda néki Pilátus: Nem hallod-é, mely sok tanubizonyságot tesznek ellened?
Matt.27.14 | És nem felele néki egy beszédére is, ugyannyira, hogy igen álmélkodnék azon a Tiszttartó.
Matt.27.15 | A Tiszttartó pedig szokott vala az Innepen elbocsátani egy foglyot községnek kedvéért, a kit ők kivántak.
Matt.27.16 | Vala pedig akkor nékik egy fő foglyok, ki Barabbásnak neveztetik vala.
Matt.27.17 | Mikor azért a község egybegyült volna, monda nékik Pilátus: Mellyiket akarjátok, hogy elbocsássam néktek? Barabbást-é vagy Jézust, ki mondatik Krisztusnak?
Matt.27.18 | Mert jól tudja vala, hogy irigységből adták volna őtet kézbe.
Matt.27.19 | És mikor ő a törvénytevő székbe ült volna, külde ő hozzá az ő felesége, ezt izenvén néki: Ne avasd magadat ez igaz embernek dolgához, mert én sokat szenvedtem ma álmomban ő miatta.
Matt.27.20 | A Papigfejedelmek pedig és a Vének adák tanácsul a községnek, hogy Barabbást kérnék meg, és Jézust elvesztenék.
Matt.27.21 | Felelvén pedig a Tiszttartó, monda nékik: Mellyiket akarjátok a kettő közzűl, hogy elbocsássam néktek? És ők mondának: Barabbást.
Matt.27.22 | Monda nékik Pilátus: Mit miveljek tehát Jézussal, ki mondatik Krisztusnak? Mondának néki mindnyájan: Feszittessk meg!
Matt.27.23 | A Tiszttartó pedig monda: De micsoda gonoszt tett? De azok annál inkáb kiáltnak vala, mondván: Feszittessék meg!
Matt.27.24 | Látván pedig Pilátus, hogy semmit nem használna az ő beszéde, hanem annál nagyobb háboruság lenne, vizet hozatván, megmosá az ő kezeit a község előtt, ezt mondván: Ártatlan vagyok én ez igaz embernek vérétől; ám ti lássátok.
Matt.27.25 | És felelvén az egész község, monda: Az ő vére mi rajtunk és a mi fiainkon.
Matt.27.26 | Akkor elbocsátá nékik Barabbást, Jézust pedig megostoroztatván, kézbe adá, hogy megfeszittetnék.
Matt.27.27 | Akkor a Tiszttartónak vitézei, mikor Jézust kivitték volna a palotába, ő hozzá gyüjték az egész sereget.
Matt.27.28 | És mikor levetkeztették volna őtet, adának ő reá veres palástot.
Matt.27.29 | És tövisből csinált koronát tőnek az ő fejébe, és nádszálat az ő jobbkezébe, és térdet hajtván ő előtte, csufolják vala őtet, ezt mondván: Egésséggel Zsidóknak Királyok!
Matt.27.30 | És mikor őtet megpökdösték volna, a nádszálat kezéből kivévén, verik vala azzal az ő fejét.
Matt.27.31 | És mikor eléggé csufolták volna, elvetkezteték a veres palástból, és az ő maga ruháiba felöltözteték, és elvivék őtet hogy megfeszitenék.
Matt.27.32 | Mikor pedig oda kimennének, találának egy Czirénebeli embert, kinek neve Simon vala, azt kénszeriték hogy az ő keresztfáját elvinné.
Matt.27.33 | És mikor jutottak volna a helyre, melly Golgotának, azaz koponya helyének mondatik vala:
Matt.27.34 | Adának néki inni eczetet méreggel megelegyitve; és mikor megkóstolta volna, nem akara inni.
