Lev.1.1 | Szólítá az Úr Mózest, és beszéle ő vele a gyülekezet sátorából, ezt mondván:
Lev.23.42 | Azokban a leveleságakból csinált hajlékokban lakjatok hét napon. Az Izráel népe között való jövevények is lakjanak e hajlékokban.
Lev.23.43 | Hogy a ti unánnatok valók megtudják, hogy hajlékokban laktak az Izráel fijai, mikor Égyiptomnak földéből kihoztam őket. Én vagyok a ti Uratok Istentek.
Lev.23.44 | Szóla azért Mózes az Izráel fijainak az Úrnak innepei felől.

Lev.24.1 | Szóla ismét az Úr Mózesnek, és monda:
Lev.24.2 | Parancsold meg az Izráel fijainak, hogy hozzanak néked szépen megtörött tiszta faolajt világnak, hogy szüntelen a világositó lámpások égjenek.
Lev.24.3 | A Bizonyságtételnek superlátján kivűl, a gyülekezetnek sátorában rendelje el azokat Áron, hogy minden nap estvétől fogva reggelig égjenek azok az Úr előtt örök rendelés szerint a ti utánnatok valóknál.
Lev.24.4 | Az arany gyertyatartóra rendelje a világosító szövétnekeket az Úr eleibe mindenkor.
Lev.24.5 | Végy zsemlyelisztet is, és süss abból tizenkét kenyereket, az Efának két tized liszte legyen mindenik kenyér.
Lev.24.6 | És azokat két renddel helyheztessed, hatot egy rendre, tiszta asztalra az Úr eleibe.
Lev.24.7 | És mindenik rendbe tégy tiszta temjént, hogy az mindenik kenyér helyébe, légyen tűzzel megemésztendő jóillat az Úr előtt.
Lev.24.8 | Minden Szombaton megújítsa azokat a Pap az Úr előtt szüntelen, az Izráel fijaitól vett kenyerekből örökkévaló rendtartás szerint.
Lev.24.9 | Azután legyen Aroné és az ő fijaié, kik megegyék azokat a szent helyen, mivelhogy szentséges állat: az Úrnak tűzzel megemésztetett áldozatai között, örök rendelés szerint.
Lev.24.10 | Kiméne pedig az Izráelből való asszonynak fija, ki égyiptombeli férjfiútól való vala, ki az Izráeliták között vala. És mikor versengenének a táborban ez Izráelből való asszonynak fija, és egy Izráelita.
Lev.24.11 | Az Izráelből való asszonynak fija az Istennek nevét szidalmazván káromlást tőn. Annakokáért vivék azt Mózeshez: Annak pedig annyának neve vala Selómith, Dibrinek leánya, Dán nemzetségéből.
Lev.24.12 | És őrizet alá veték azt, hogy megmondaná nékik Mózes a felől az Úrnak akaratját.
Lev.24.13 | Szóla azért az Úr Mózesnek, mondván:
Lev.24.14 | Vidd ki a káromlót a táboron kivűl, és a kik hallották a káromlást, kezeket tegyék fejére, azután az egész sokaság verje agyon azt kövekkel.
Lev.24.15 | Az Izráel fijainak pedig szólj, ezt mondván: Valaki az ő Istene ellen káromlást szól, az ő bűnének büntetését hordozza.
Lev.24.16 | És valaki szidalmazza az Úrnak nevét, megölettessék, az egész sokaság megkövezze azt, akár jövevény, akár lakos, ha az Istennek nevét szidalmazza, megölettessék.
Lev.24.17 | Ha valaki megölénd valakit, megölettessék az ő gyilkosságáért.
Lev.24.18 | A ki pedig valakinek barmát öli meg, megfizesse; barmot a baromért.
Lev.24.19 | A ki az ő felebarátjának testét megsértvén, megbélyegezi, a mint ő cselekedett, ő vele is úgy cselekedjenek.
Lev.24.20 | Sérelmet sérelemért, szemet szemért, fogat fogért: a mint ő más embert megsértett, úgy fizessen néki is.
Lev.24.21 | A ki barmot ölénd meg, mást adjon helyében, de a ki embert ölénd, megölettessék.
Lev.24.22 | Egyenlő törvénye legyen nálatok a jövevénynek és a lakosnak: mert én ti Uratok Istentek vagyok.
Lev.24.23 | Szóla azért Mózes az Izráel fijainak, és kivivék a táboron kivűl a káromlót, és kövekkel verék agyon; és illyen módon az Izráel fijai úgy cselekedének, a mint az Úr parancsolta vala Mózesnek.

Lev.25.1 | Szóla ismét az Úr Mózesnek a Sinai hegyen, ezt mondván:
Lev.25.2 | Szólj az Izráel fijainak, és mond meg nékik: Mikor bémenéndetek a földre, mellyet én adok néktek, a föld nyugdojék, az Úrtól rendelt Szombat szerint.
Lev.25.3 | Hat esztendőben vesd bé a te földedet, és hat esztendőben messed meg szőlődet, és vegyed bé gyümölcsét.
Lev.25.4 | A hetedik esztendőben, a föld nyugodalmának Szombatja legyen; tudniillik az Úrtól rendelt Szombat: akkor a te földedet ne vessed bé, és szőlődeet ne messed meg.
Lev.25.5 | A mi a te megaratott földeden terem, meg ne arassad, és a mia te elhagyatott szőlődön terem, azt is ne szűrjed meg: mert a föld nyugodalmának esztendeje vagyon akkor.
Lev.25.6 | A mit a föld az ő nyugodalmának esztendején terem, az legyen néktek eledeltekre, magadnak, szolgádna, szolgálóleányodnak, béresednek és zsellérednek, melly nálad lakik.
Lev.25.7 | A te barmodnak is, és minden földi vadaknak legyen eledelére annak az esztendőnek termése.
Lev.25.8 | Annakfellette számlálj az esztendőknek illyen hét Szombatját, azaz hétszer hét esztendőt, úgyhogy az esztendők hét Szombatjainak ideje negyvenkilencz esztendő legyen.
Lev.25.9 | Akkor mindenütt kürtöltess, hogy annak szava mindenütt hallassék, a hetedik hónapban, a hónapnak tizedik napján, azaz, a tisztulásnak napján kürtöltess mindenütt a ti egész földetekben.
Lev.25.10 | Hogy megszenteljétek az ötvenedik esztendőt, és hirdessetek szabadságot a föld minden lakosainak, kürt zengésének esztendeje legyen az néktek, akkor minden embernek szaba legen az ő jószágához jutni, és az ő nemzetsége közzé hazamenni a rabnak.
Lev.25.11 | Kürt zengésnéek esztendeje az ötvenedik esztendő legyen néktek, ne vessetek, és fel ne arassátok a mit a föld önként terem az esztendőben, és a te elhagyott szőlődnek termését meg ne szedjed;
Lev.25.12 | Mert kürt zengésének esztendeje; szent legen azért néktek, a mezőről egyétek annak gyümölcsét.
Lev.25.13 | A kürtölésnek esztedjén, minden ember az ő jószága mellé térjen.
Lev.25.14 | Mior annakokáért valami eladó marhját eladándasz a te felebarátodnak, vagy vejéndesz a te felebarátodtól, egymást meg ne csaljátok.
Lev.25.15 | A kürtülésnek esztendeje után való esztendőnek száma szerint végy valami jószágot a te felebarátodtól. A föld hasznainak esztendeinek számok szerint adja az is néked a jószágot.
Lev.25.16 | Ha sok esztendő vagyon a szabadság esztendejéig, többet adj azért a mit vészesz, és ha kevés esztendő vagoyn hátra, kevesebbet adja: mert az esztendőknek hasznát adja el néked.
Lev.25.17 | Egymást azért meg ne csaljátok, hanem félj a te Istenedtől: mert én ti Uratok Istentek vagyok.
Lev.25.18 | Ha az én rendelésimet cselekeszitek, és ítéletimet megtartván azokat cselekeszitek, bátorságonsa laktok azon a földön.
Lev.25.19 | És a föld az ő gyümölcsét megtermi, hogy eleget ehessetek, és a földön bátorságosan laktok.
Lev.25.20 | Ha azt mondanád: Mit együnk a hetedik esztendőben ha nem vetünk, és semmi hasznát a földnek bé nem vesszük?
Lev.25.21 | Éan az én áldásomat reátok bosátom a hatodik esztendőben, hogy három esztendőre valót teremjen a föld.
Lev.25.22 | Mert nyolczadik esztendőben vettek, és mind a kilenczedik esztendeig ó gabonát esztek, míg a föld új gabonát terem.
Lev.25.23 | A földet pedig senki örökre el ne adja: mert enyim az a föld: mert ti én nálam jövevények és zsellérek vagytok.
Lev.25.24 | Annakokáért a ti birodalmatoknak minden földében megengedjétek, hogy megválthassa a földet a ki azt eladta volt.
Lev.25.25 | Mikor a te felebarátod megszeegényedik és kénszeríttetik eladni az ő jószágának valami részét, és az ő közel való attyafia előállván a jószágnak melléje akar állani, és azt megakarja váltani: hatalma legyen arra hogy megválthassa.
Lev.25.26 | Ha valakinek nincsen attyafia a ki megváltaná a jószágot, hanem ő maga szerét tette az ő jószága váltságának:
Lev.25.27 | Számlálja meg a jószágnak eladásától fogva az esztendő számot, és a mi hátra vagyon benne, adja meg annak, a kinek zálogba vetette volt a jószágot és úgy bírja az ő örökségét;
Lev.25.28 | Ha pedig szerét nem teheti hogy egészen megfizetné annak, a jószág, annak a ki arra pénzt adott, kezében legyen a kürtölésnek esztendejéig A kürtölésnek esztendején megbocsássa azt, és a ki eladta volt, az ő örökségét az bírja.
Lev.25.29 | Ha valaki eladándja lakó házát kerített városban, akkor válthassák meg, mikor annak eladásának esztendeje eltelik, az egy esztendő elmulván megválthassa az a ki eladta volt.
Lev.25.30 | Ha azonközbe meg nem váltják, míg egész esztendeje eltelik, a ház, melly a kerített városban vagyon, legyen örökké annak, a ki azt megvette volt mindenestől fogva, abból ki nem menjen a kürtöknek napján is.
Lev.25.31 | A faluban való ház pedig, a melly falunak kerítése nincsen, a mezőn való föld gyanánt legyen. A ki azt eladja, hatalma legyen megváltani, vagy az, hogy a kürtöléseknek napján kimenjen abból a vevő.
Lev.25.32 | A mi pedig néz a Léviták városaira, az ő birodalmokban való városoknak házait, mindenkor valamikor akarják megválthatják a Léviták.
Lev.25.33 | De a ki megváltja, a Léviták közzűl való legyen, vagy az, hogy a ki megvette a házat kimenjen a házból, és az ő birodalmoknak városából a kürtöknek napján: mert a Léviták városinak házai, ő birodalmok az Izráel fijai között:
Lev.25.34 | De az ő városoknak kivűl való mezejét el ne adhassák a Léviták! mert örökkévaló tulajdon örökségek az.
Lev.25.35 | Ha a te felebarátod ti köztetek megszegényedik, és megfogyatkozik, tégy jól ő vele, akár jövevény legyen, akár zsellér, hogy élhessen ti köztetek.
Lev.25.36 | Ne végy ő tőle uzsorát vagy felette valót, hanem félj a te Istenedtől, hogy élhessen veled együtt a te atyádfia.
Lev.25.37 | Ne adjad annak uzsorára pénzedet; és nyereséggel ne adjad néki a te gabonádat.
Lev.25.38 | Én vagyok a ti Uratok Istentek, ki Égyiptomnak földéből kihoztalak titeket, hogy néktek adnám a Kanaán földét, és néktek Istentek lennék.
Lev.25.39 | Ha pedig a te felebarátod megszegényedvén, magát néked eladja, ne szogáltassad úgy mint rabot.
Lev.25.40 | Mintegy béres, vagy mintegy zsellér, úgy legyen nálad, a kürtöléseknek esztendejéig szolgáljn néked:
Lev.25.41 | Akkor menjen el tőled mind fijaival egybe, hogy menjen az ő nemzetségéhez, és haza menjen az ő attyainak örökségek mellé:
Lev.25.42 | Mert én szolgáim, kiket kihoztam Égyiptomnak földéből, el ne adattassanak azért úgy mint rabok.
Lev.25.43 | Ne uralkodjál rajta kegyetlenűl, hanem félja te Istenedtől.
Lev.25.44 | Szolgáid és szolgálóleányíd legyenek a ti körűletek való pogánynépek közzűl, azok közzűl szerezzetek szolgát és szolgálóleányt.
Lev.25.45 | A jövevények fijai közzűl is, kik köztetek laknak, szerezhettek szolgákat és szolgálókat és azoknak cseédjekből, kik nálatok laknak, a kiket tudniillik a ti földetekben szültek, és legyenek néktek birodalmatokban.
Lev.25.46 | És örökség szerint bírjátok azokat, mind a ti utánnatok való fijaitokkal egybe, hogy azok is örökségűl birják azokat, mind örökké éljetek azoknak szolgálatjokkal. De a ti atyádtokfiain az Izráelitákon senki kegyetlenűl ne uralkodjék az ő attyafián.
Lev.25.47 | Ha pedig a ti köztetek lakozó jövevény vagy zsellér meggazdagodik, és az ő nála lakó atyádfia megszegényül, és magát eladja a te közted lakó jövevénynek vagy a jövevény nemből valónak:
Lev.25.48 | Minekutánna eladta magát, szabad legyen megváltani: egy az ő attyafiai közzűl váltsa meg azt.
Lev.25.49 | Vagy attyának báttya, vagy attya báttyának fija váltsa meg azt, vagy az ő nemzetségéből közel való attyafia váltsa meg, vagy ha ereje lejénd arra, ő maga váltsa meg magát.
Lev.25.50 | És vessen számot azzal a ki őtet megvette, az esztendőtől fogva, mellyen magát eladta annak, a kürtöléseknek esztendejéig, és az ő eladásának pénze is az esztendőnek száma szerint számláltassék, a mennyit béresnek adott volna annyi ideig, annyit adjon annak annyi ideig való szolgálatjába.
Lev.25.51 | Ha sok esztendő vagyon a kürtöléseknek esztendejéig, a szerint adjon vissza az ő Urának az ő eladásának pénzében.
Lev.25.52 | Ha pedig kevés esztendő híjja vagyon a kürtölés esztendejének, számot vetvén ő vele, az esztendőknek száma szerint fizesse az ő váltságát.
Lev.25.53 | Mint az esztendeig való béres, úgy legyen annál, ne uralkodjék kegetlenűl ő rajta az ő gazdája, a te szemeid előtt.
Lev.25.54 | Ha pedig egyik esztendőben sem váltatik meg, mindazálal a kürtöléseknek esztendején szabadon elmenjen mind fijaival egybe;
Lev.25.55 | Mert az Izráel fijai és szolgálim, kiket kihoztam Égyiptomnak földéből. Én vagyok a ti Uratok Istentek.

Lev.26.1 | Ne csináljatok magatoknak bálványokat és faragott képet, vagy valami oszlopot ne emeljetek magatoknak, se pedig faragott követ ne helyheztesstek a ti földetekben, hogy meghajoljatok az előtt. Mert én vagyok a ti Uratok Istentek.
Lev.26.2 | Az én Szombatimat megtartsátok, és az én szent házamat becsüljétek. Én vagyok az Úr.
Lev.26.3 | Ha az én rendelésimben járándotok, és az én parancsolatimat megtartjátok, és azokat cselekedénditek:
Lev.26.4 | Esőt adok néktek alkalmatos időben, a föld az ő gyümölcsét megadja és minden gyümölcstermő fa megtermi az ő gyümölcsét.
Lev.26.5 | És a ti csépléstek a szüretet éri és a szüret a vetést éri: elégséges kenyeret esztek és nagy bátorsággal laktok a ti földetekben.
Lev.26.6 | Mert békességet adok azon a földön, annyira hogy mikor elalusztok, ne legyen ki felrettentsen: és elveszem a kegyetlen vadakat arról a földről, és a fegyver által nem megyen a ti földeteken.
Lev.26.7 | Sőt inkább a ti ellenségeiteket kergetitek, és fegyver miatt ti előttetek elhullanak.
Lev.26.8 | És ti közzűletek öten százat elűznek, és ti közzűletek százan elűznek tízezeret, és a ti ellenségitek ti előttetek fegyver miatt elhullanak.
Lev.26.9 | És ti hozzátok fordulván, megszaporítalak és megsokasítalak titeket, és az én szövetségemet szerzem veletek.
Lev.26.10 | És sok időtől fogva eltett gabonát esztek, és régi gabonát: az új helyett kihányjátok a régit.
Lev.26.11 | És az én hajlékomat közöttetek helyheztetem, és az én Lelkem meg nem utál titeket.
Lev.26.12 | Ti közöttetek járok szüntelen. Leszek néktek Istentek, ti pedig lésztek én népeim.
Lev.26.13 | Én vagyok a ti uratok Istentek, ki az Égyiptom földéből kihoztalak, hogy azoknak rabjai ne vonátok, és a ti nyakatoknak kötelét megoldottam, hogy egyenesen járhatnátok.
Lev.26.14 | Ha engemet nem hallgattok, és mind e parancsolatokat nem cselekedénditek.
Lev.26.15 | És ha az én rendelésimet megutáljátok, és ha ez én ítéletime megutálja a ti lelketek, és minden parancsolatimat nem cselekedénditek, hanem az én szövetségemet felbontjátok:
Lev.26.16 | Én is ezt cselekeszem veletek: hogy titeket a félelem elfoglaljon, megemésztő dögös betegséggel, és hidegleléssel egybe, mellyek a te szemeidet megemésszék és lelkedet gyötörjék; és a ti gabonátokat hijába vessétek a földbe, mert megeszik azt a ti ellenségeitek.
Lev.26.17 | És az én megharagudt orczámat fordítom ellenetek, hogy a ti ellenségeitek előtt elhulljatok, és uralkodjanak rajtatok, a kik titeket gyűlölnek; és fussatok mikor senki nem űz is titeket.
Lev.26.18 | Ha mind ezekután mégis nem hallgattok engemet: hétszerte keményebben ostorozlak titeket a bűneitekért:
Lev.26.19 | Mert megrontom a ti erősségteknek kevélységét, és az eget a ti fejetek felett mekeményítem, és ollyanná teszem minémű a vas: és a földet ollyanná teszem minémű az ércz.
Lev.26.20 | És minden erős munkátok hijába való lészen: mert a ti földetek nem termi meg az ő gyümölcsét, és a földnek fái is nem adják meg az ő hasznokat.
Lev.26.21 | Ha mégis vakmerőképen ellenem jártok, és nem engedtek nékem: a ti büntető ostorotokat hétszerte megsokasítom a ti bűneitekért.
Lev.26.22 | És bocsátok reátok kegyetlen mezei vadakat, hogy a ti barmatokból titeket kipusztítsanak, és titeket elfogyasszanak, annyira hogy puszták legyenek a ti útaitok.
Lev.26.23 | Hogyha ezekkel sem gondoltok, hogy hozzám térjetek, hanem vakmerőképen ellenem jártok:
Lev.26.24 | Én is bizony vakmerőképen ellenetek járok, és hétszerte inkább ostorozlak a ti bűneitekért.
Lev.26.25 | És hozok ti ellenetek fegyvert, melly bosszút álljon rajtatok az én szövetségemnek megrontásáért: úgy hogy a ti városaitokba gyüljetek, akkor bocsátok döghalált özzétek, és adattattok az ellenség kezébe.
Lev.26.26 | Minekutánna a kenyérnek táplálásra való erejét elveszem tőletek, tíz asszonyok sütnek néktek kenyeret egy kemenczében, és mérték szerint igazán béadják a ti kenyereteket: esztek, de nem elégesztek meg.
Lev.26.27 | Ha méigs nem engedtek nékem, hanem vakmerőképen ellenem jártok:
Lev.26.28 | Én is ellenetek járok megbúsult haragomban vakmerőképen, és én is hétszerte inkább ostorozlak titeket bűneitekért:
Lev.26.29 | Mert a ti fijaitoknak húsát eszitek meg, és leányitoknak húsát eszitek meg.
Lev.26.30 | És a ti palotáitokat elrontom, és a mezőn építtetett szép faragott képeiteket, és a ti holttesteiteket a ti bálványitoknak holttestekkel egybe együvé hányatom, és az én Lelkem megutál titeket.
Lev.26.31 | És a ti városaitokat elpusztítom, a ti szent helyeiteket is elrontom, és nem lészen kedves nékem a ti jóillatú áldozatotok.
Lev.26.32 | Elpusztítom a földet: annyira hogy álmélkodjanak rajta a ti ellenségeitek, kik azon fognak lakozni.
Lev.26.33 | Titeket pedig a pogánynépek közzé elszélesztlek, és azt mívelem hogy utánnatok menjenek kivont fegyverre, hogy a ti földetek puszta legen, és a ti városaitok is puszták legyenek.
Lev.26.34 | Akkor a föld megszenteli az ő szombatit, mind addig míg pusztán áll, mikor a ti ellenségeiteknek földében lejéndetek, akkor mondom, hogy a ti földetek nyugodván megszteli az ő szombatit.
Lev.26.35 | Mind az ő pusztaságának idejéig nyugoszik, mert nem nyugott a ti szombatitokon, mikor azon a földön laknátok.
Lev.26.36 | A kik peeig ti közzűletek megmaradnak, azoknak szívekben vélelmet szerzek az ő ellenségeiknek lakó földökben, annyira hogy a fa levelének zördülése előtt fussanak mint a szablya előtt, és elhulljanak, ha senki nem kergeti is őket.
Lev.26.37 | Egymásra hullanak mintha fegyver volna utánnok, ha senki utánnok nincsen is, és a ti ellenségeitek előtt meg nem maradhattok:
Lev.26.38 | Hanem elvesztek a pogánynépek között, és a ti ellenségeiteknek földe megemészt titeket.
Lev.26.39 | És a kik megmaradnak közzűletek, a ti ellenségeiteknek földében elvesznek az ő hamisságokért, és az ő attyaiknak hamisságokért, mind velek egybe elvesznek.
Lev.26.40 | Ha pedig megvallják az ő hamisságokat, és az ő attyaiknak hamisságát mind az ő bűnökkel egybe, mellyel én ellenem vétkeztek, és hogy ők vakmerőképen jártak én ellenem.
Lev.26.41 | És hogy én is mikor vakmerőképen ellenek járnék, vetettem őket az ő ellenségeknek földébe. Ha akkor ezt a körűlmetéletlen szívet elvetik, és akkor az ő bűnöknek büntetését megfizetik:
Lev.26.42 | Én is megemlékezem Jákóbbal tett szövetségemről; Izsákkal tett szövetségemről, s Ábrahámmal tett szövetségemről is megemlékezem, a földről is megemlékezem.
Lev.26.43 | A föld azonközbe pusztán hagyatik ő tőlök, és az ő szombatit megszenteli, a melly föld elpusztult volt ő érettek, ők is az ő bűnöknek büntetését megfizetik; mert sokképen az én ítéletimet megutálták, és az én rendelésimet az ő lelkek megutálta.
Lev.26.44 | Jóllehet még mikor az ő ellenségeknek földében volta is, nem vetettem meg őket, és nem utáltam meg őket, hogy megemészteném mindenestől őket, megvetvén az én szövetségemet velek: Mert én ő Urok Istenek vagyok.
Lev.26.45 | Azért megemlékezem ő érettek a régi attyákkal való szövetségemről, kiket Egyiptom földéből kihoztam a pogányoknak szemek láttára, hogy lennék nékik Istenek. Én vagyok az Úr.
Lev.26.46 | Ezek a rendelések, az ítéletek, és a törvények, mellyeket szerzett az Úr ő maga között és az Izráel fijai között, a Siniai hegyen Mózes által.

Lev.27.1 | Szóla ismét az Úr Mózesnek, és monda:
Lev.27.2 | szólj az Izráel fijainak és mond meg nékik: Az ember, mikor fogadást tészen, a te becsülésed sezrint legyenek a személyek, kik fogadással kötelezeték magokat, az Úréi.
Lev.27.3 | A fpjfiat bcsüljed húsz esztendőstől fogva hatvan esztendősig, becsüljed mondom, ötven ezüst siklusra, a mint a szent siklus vagyon.
Lev.27.4 | Ha asszony lejénd, harmincz siklusa becsüljed.
Lev.27.5 | öt esztendőstől fogva pedig húsz esztendősig a féjfiat húsz siklusra bcsüljed: az asszonyt pedig tíz siklusra:
Lev.27.6 | Egy hónapi férjfiú magot, öt esztendős koráig becsüljed öt ezüst siklusra: hogyha pedig asszonyi mag lejénd, becsüljed három ezüst siklusra.
Lev.27.7 | Ha pedig hatvan esztendős lejénd, vagy feljebb való, ha féjfiú: becsüljed tizenöt siklusra, ha asshzony, tíz siklusra.
Lev.27.8 | Ha pedgi szegény lejénd, hogy annak szerét nem tehetné, a mire becsülöd, állassad azt a Pap eleibe, hogy becsülje azt a Pap: a mennyinek szerét teheti az, a ki magát fogadással kötelezte, annyira becsülje azt a Pap.
Lev.27.9 | Ha pedig a féle barmot fogadott adni, a minémű állatokból szoktak áldozni az Úrnak, valamit a félét ád az Úrnak, szent legyen.
Lev.27.10 | Mást a helyébe ne állasson, és azt el ne cserélje, jót a hitván helyébe, vagy hitvánt a jó helyébe adván: hogyha pedig elcseréli egyik barmot a másik barmon: mind az elébbi, mind pedig a mellyen azt elcserélte, szent legyen.
Lev.27.11 | Ha pedig valami tisztátalan oktalan állatot fogadott adni, mellynek neméből nem áldozhatnak az Úrnak; teht vigye azt az állatot a Paphoz.
Lev.27.12 | És becsülje meg azt a Pap, akár jó, akár hitván legyen, a mire becsüli azt a Pap, abban maradjon.
Lev.27.13 | Ha pedig azt meg akarná váltani, a te becsűd felett annak ötödrészét adja.
Lev.27.14 | Ha pedig valaki az ő házát az Úrnak szenteli, hogy szent legyen az, becsülje meg azt a Pap, vagy jó, vagy hitván lejénd, és a mire becsüli azt a Pap, abban maradjon.
Lev.27.15 | Ha megakarja váltani az ő házát az, ki az Istennek szentelte volt, a te becsűd melé adja annak árának ötödrészét és legyen övé.
Lev.27.16 | Ha pedig valaki az ő örökségéből mezőn való földet szentelénd az Úrnak, becsüld meg a mag szerint, a melly abba megyen, ha egy Hómer árpa meggen belé, ötven ezüst siklusra bcsültessék.
Lev.27.17 | Ha a kürtölésnek esztendejétől fogva szentelte Istennek az ő szántóföldét, a mint azt becsülöd, abban maradjon.
Lev.27.18 | Ha a kürtölésnek esztendeje után szenteléndi Istennek az ő földét, a Pap számlálja meg annak pénzét az esztendőknek száma szerint, mellyek hátraavagynak a kürtölésnek esztendejéig, és a szerint szállítson le a te becsülésedből.
Lev.27.19 | Ha pedig meg akarja váltani az ő földét az, ki azt Istennek szentelte volt, a te becsűd mellé adja annak árának ötödrészét, és legyen övé.
Lev.27.20 | Ha meg nem váltja azt a földet, vagy azt a földet másnak eladja, azután azt meg nem válthatja:
Lev.27.21 | Hanem a föld, mikor a kürtölésnek esztendején megszabadúl, az Úrnak szenteltessék, úgymint az Istennek szenteltetett föld, és legyen a Papok öröksége.
Lev.27.22 | Ha pedig pénzen vett földet szentelt az Úrnak, melly őnéki öröksége nem volt:
Lev.27.23 | Számlálja meg a Pap a földnek becsűje szerint való árában, a kürtölésnek esztendejéig mennyi vagyon hátra, és adja meg azt azon napon a te becsűd szerint, hogy legyen az az Úrnak szenteltetett.
Lev.27.24 | A kürtölésnek esztendején a föld megtérjen ahhoz, a kitől azt vette volt, ahoz tudniillik, kinek öröksége volt az a föld.
Lev.27.25 | Minden te becsülésed pedig a szenthelynek siklusa szerint legyen. Egy siklus pedig húsz pénzt tészen.
Lev.27.26 | De baromnak első fajzását, melly első fajzás a nélkül is az Úré, senki néki ne szentelje, akár ökör lejénd, akár juh, az Úré az.
Lev.27.27 | Ha pedig a tisztátalan állatokból való lészen, váltsa meg azt a te becsülésed szerint, és azon felül a becsünek ötödrészét adja mellé, ha pedig nem nem váltják, adassék el a te becsűd szerint.
Lev.27.28 | Semmi szent dolog, valamint az Úrnak szenteltetett valakitől, abból a mije vagyon, akár ember legyen az, akár barom, akár mezőn való örökség, el ne adassék, meg se váltassék: mert minden e féle fogadással köteleztetett állat szentséges és az Úré.
Lev.27.29 | Semmi oktalan baromból szenteltetett dolog, melly az embertől az Úrnak szenteltetik, meg ne váltassék; hanem minden okvetetlen megölettessék.
Lev.27.30 | Annakfelette a földnek minden dézmája, a földnek veteményéből, a fáknak gyümölcséből az Úré, és az Úrnak szenteltessék.
Lev.27.31 | Ha pedig valaki meg akarja váltani az ő dézmájának valami részét, annak az árának ötödrészét tegye hozzá.
Lev.27.32 | És minden baromnak és juhoknak tizede, mellyek a vessző alól szoktak elmenni, minden tized, mondon, az Úrnak szenteltessék.
Lev.27.33 | Ne tudakozzék rajta, jó é vagy hitván, és el ne változtassa azt: hogyha valami módon elváltoztatná azt, mind az, mind pedig a mellyet a helyébe adott volt, Istennek szenteltetett legyen, meg se váltassék.
Lev.27.34 | Ezek a parancsolatok, mellyeket parancsolt az Úr Mózesnek a Sinai hegyen, hogy azokat az Isráel fijainak megmondaná.
