Exod.1.1 | Ezek pedig az Izráel fiainak nevei, a kik Jákóbbal Égyiptomba menének; kiki az ő házanépével méne:
Exod.28.14 | És két lánczot tiszta aranyból; fonatékosan csináld azokat; sodrott mívűek legyenek, és tedd rá a sodrott lánczokat a boglárokra.
Exod.28.15 | Azután csináld meg az ítéletnek hósenét mestermunkával; úgy csináld mint az efódot csináltad: aranyból, kék, és bíborpiros, és karmazsinszínű, és sodrott lenből csináld azt.
Exod.28.16 | Négyszögű legyen, kétrétű, egy arasznyi hosszú és egy arasznyi széles.
Exod.28.17 | És foglalj abba befoglalni való köveket; négy sor követ, ilyen sorban: szárdiusz, topáz és smaragd; ez az első sor.
Exod.28.18 | A második sor pedig: karbunkulus, zafir és gyémánt.
Exod.28.19 | A harmadik sor: jáczint, agát és amethiszt.
Exod.28.20 | A negyedik sor: krizolith, ónix és jáspis; arany boglárokba legyenek foglalva.
Exod.28.21 | A kövek tehát az Izráel fiainak nevei szerint legyenek, tizenkettő [legyen] az ő nevök szerint; mint a pecsét, úgy legyen metszve, mindenik a reá való névvel, a tizenkét nemzetség szerint.
Exod.28.22 | A hósenre pedig csinálj fonatékos lánczokat, sodrott mívűeket, tiszta aranyból.
Exod.28.23 | És csinálj a hósenre két arany karikát, és tedd a két karikát a hósen két szegletére.
Exod.28.24 | És a két arany fonatékot fűzd a hósen két szegletén levő karikákba.
Exod.28.25 | A két fonatéknak két végét pedig foglald a két boglárhoz, és tűzd az efódnak vállkötőihez, annak előrészére.
Exod.28.26 | Csinálj [még] két arany karikát, és tedd azokat a hósen két szegletére, azon a szélén, a mely befelé van az efód felől.
Exod.28.27 | És csinálj [még] két arany karikát, és tedd azokat az efód két vállkötőjére alól, annak előrésze felől egybefoglalásához közel, az efód öve felett.
Exod.28.28 | És csatolják a hósent az ő karikáinál fogva az efód karikáihoz, kék zsinórral, hogy az efód öve felett legyen, és el ne váljék a hósen az efódtól.
Exod.28.29 | És viselje Áron az Izráel fiainak neveit az ítélet hósenén, az ő szíve felett, a mikor bemegy a szenthelyre, emlékeztetőűl az Úr előtt szüntelen.
Exod.28.30 | Azután tedd az ítéletnek hósenébe az Urimot és Thummimot, hogy legyenek azok az Áron szíve felett, a mikor bemegy az Úr eleibe, és hordozza Áron az Izráel fiainak ítéletét az ő szívén az Úr színe előtt szüntelen.
Exod.28.31 | És csináld az efód palástját egészen kék lenből.
Exod.28.32 | Közepén legyen nyílás a fejének; a nyílásnak szegése legyen köröskörűl, takácsmunka, olyan legyen mint a pánczél nyílása, hogy el ne szakadjon.
Exod.28.33 | És ennek alsó peremére csinálj gránátalmákat, kék, és bíborpiros, és karmazsinszínű lenből, a peremére köröskörűl, és ezek közé arany csengettyűket is köröskörűl.
Exod.28.34 | Arany csengettyű, meg gránátalma, arany csengettyű, meg gránátalma legyen a palást peremén köröskörül.
Exod.28.35 | És legyen az Áronon, a mikor szolgál, hogy hallassék annak csengése, a mikor bemegy a szenthelybe az Úr eleibe, és mikor kijön, hogy meg ne haljon.
Exod.28.36 | Csinálj egy lapot is tiszta aranyból, és mesd ki arra, mint a pecsétet metszik: Szentség az Úrnak.
Exod.28.37 | És kösd azt kék zsinórra, hogy legyen az a süvegen; a süvegnek előrészén legyen az.
Exod.28.38 | És legyen az az Áronnak homlokán, hogy Áron viselje a szent áldozatok körűl elkövetett vétket, a melyeket az Izráel fiai mindenféle szent adományaikban szentelnek. Legyen azért szüntelen a homlokán, hogy kedvesekké tegye őket az Úr előtt.
Exod.28.39 | A lenköntöst pedig koczkásan készítsd, és a süveget lenből csináld, az övet meg hímző munkával készítsd.
Exod.28.40 | Az Áron fiainak is csinálj köntösöket, és csinálj nékik öveket is, meg süvegeket is csinálj nékik, dicsőségökre és ékességökre.
Exod.28.41 | És öltöztesd fel azokba Áront a te atyádfiát, és az ő fiait vele együtt, és kend fel őket, iktasd be őket tisztjökbe, és szenteld fel őket, hogy papjaimmá legyenek.
Exod.28.42 | Csinálj nékik lábravalókat is gyolcsból, hogy befödjék [azoknak ]mezítelen testét, és az ágyéktól a tomporig érjenek.
Exod.28.43 | És legyenek azok Áronon és az ő fiain, a mikor bemennek a gyülekezet sátorába, vagy a mikor az oltárhoz járulnak, a szenthelyen való szolgálattételre, hogy bűnt ne vigyenek oda és meg ne haljanak. Örökkévaló rendtartás ez [Áron]nak és az ő magvának ő utána.

Exod.29.1 | Ez az, a mit ő velök cselekedjél, az ő felszentelésökre, hogy az én papjaim legyenek: Végy egy tulkot, fiatal marhát, és hiba nélkül való két kost.
Exod.29.2 | És kovásztalan kenyeret, és olajjal elegyített kovásztalan kalácsokat, meg olajjal kent kovásztalan lepényeket is; búzalisztlángból készítsd azokat.
Exod.29.3 | És tedd azokat egy kosárba, és vidd fel azokat a kosárban, a tulokkal és a két kossal együtt.
Exod.29.4 | Áront pedig és az ő fiait állítsd a gyülekezet sátorának ajtaja elé, és mosd meg őket vízzel.
Exod.29.5 | És vedd a ruhákat, és öltöztesd fel Áront a köntösbe, az efódhoz való palástba, és az efódba, meg a hósenbe és övezd fel őt az efód övével.
Exod.29.6 | Tedd a süveget is fejére, és a szent koronát tedd a süvegre.
Exod.29.7 | És vedd a kenetnek olaját, és töltsd az ő fejére, így kend fel őt.
Exod.29.8 | Fiait is állítsd elő, és öltöztesd fel őket [a] köntösökbe.
Exod.29.9 | És övezd körűl őket övvel, Áront és az ő fiait, és tégy a fejökre süvegeket is, hogy övék legyen a papság örök rendelés szerint. Így iktasd be tisztökbe Áront és fiait.
Exod.29.10 | Azután állíttasd a tulkot a gyülekezet sátora elé, és Áron és az ő fiai tegyék kezeiket a tulok fejére.
Exod.29.11 | És vágd le a tulkot az Úr előtt a gyülekezet sátorának ajtajánál.
Exod.29.12 | Azután végy a tulok véréből, és hintsd azt ujjaiddal az oltár szarvaira; a [többi] vért pedig töltsd mind az oltár aljára.
Exod.29.13 | És vedd a kövéréből mindazt, a mi a belet fedi, és a májon lévő hártyát, és a két vesét a rajtok lévő kövérrel együtt, és füstölögtesd el az oltáron.
Exod.29.14 | A tulok húsát, bőrét és ganéját pedig égesd el a táboron kívül: bűnért való áldozat az.
Exod.29.15 | Vedd az egyik kost is, és Áron és az ő fiai tegyék kezeiket a kos fejére.
Exod.29.16 | Azután vágd le a kost, és vedd annak vérét, és hintsd azt az oltárra köröskörűl.
Exod.29.17 | A kost pedig vagdald tagjaira, és mosd meg a belét és lábszárait, és tedd rá tagjaira és fejére.
Exod.29.18 | Azután füstölögtesd el az egész kost az oltáron: égőáldozat az az Úrnak, kedves illatú tűzáldozat az Úrnak.
Exod.29.19 | Vedd a másik kost is, és Áron és az ő fiai tegyék kezeiket a kos fejére.
Exod.29.20 | Azután vágd le a kost, és végy annak véréből, és hintsd meg azzal Áron füle czimpáját és az ő fiai jobb fülének czimpáját, és az ő jobb kezök hüvelykét és jobb lábok hüvelykét; a [többi] vért pedig hintsd az oltárra köröskörül.
Exod.29.21 | Azután végy a vérből, mely az oltáron van, és a kenetnek olajából, és hintsd Áronra és az ő ruháira, s vele együtt az ő fiaira és az ő fiainak ruháira, hogy szent legyen ő és az ő ruhái, s vele együtt az ő fiai és az ő fiainak ruhái.
Exod.29.22 | Azután vedd a kosból a kövérét, a farkát s a belet borító kövéret, meg a máj hártyáját, meg a két veséjét a rajtok levő kövérével, és a jobb lapoczkát; mert felavatási kos ez.
Exod.29.23 | Meg egy kenyeret és egy olajos kalácsot és egy lepényt a kovásztalan kenyérnek kosarából, mely az Úr előtt van;
Exod.29.24 | És rakd mindezeket az Áron kezeire és az Áron fiainak kezeire, és lóbáltasd meg azokat az Úr előtt.
Exod.29.25 | Azután vedd le azokat kezükről, és füstölögtesd el az oltáron az égőáldozat felett kedves illatul az Úr előtt; az Úrnak tűzáldozata az.
Exod.29.26 | Vedd az Áron felavatási kosának szegyét is, és lóbbáld meg azt az Úr előtt; azután legyen az a te részed.
Exod.29.27 | Így szenteld meg a meglóbbált szegyet és a felemelt lapoczkát, a melyet meglóbbáltak és a melyet felemeltek, Áronnak és az ő fiainak felavatási kosából.
Exod.29.28 | És legyen ez Áronnak és az ő fiainak része örökké az Izráel fiaitól: mert felmutatott adomány ez, és felmutatott adomány legyen Izráel fiai részéről az ő hálaáldozataikból; az Úrnak felmutatott adomány.
Exod.29.29 | A szent öltözetek pedig, a melyek az Áronéi, legyenek ő utána az ő fiaié, hogy azokban kenettessenek fel, és azokban állíttassanak tisztökbe.
Exod.29.30 | Hét napon öltözzék azokba, a ki az ő fiai közül ő utána pap lesz, a ki bemenendő lesz a gyülekezet sátorába, hogy a szent helyen szolgáljon.
Exod.29.31 | A felavatási kost pedig vedd, és főzd meg annak húsát szent helyen.
Exod.29.32 | És a kosnak húsát és a kenyeret, mely a kosárban van, a gyülekezet sátorának ajtajánál egye meg Áron és az ő fiai.
Exod.29.33 | Ők egyék meg azokat, a mik által az engesztelés történt, hogy tisztökbe állíttassanak és felszenteltessenek. De idegen ne egyék [azokból], mert szentek azok.
Exod.29.34 | Ha pedig valami megmarad az avatási húsból vagy a kenyérből reggelig, tűzzel égesd meg a maradékot; meg ne egyék, mert szent az.
Exod.29.35 | Áronnal tehát és az ő fiaival akképen cselekedjél, a mint megparancsoltam néked; hét napon át állítsd őket tisztökbe.
Exod.29.36 | És naponként készíts bűnáldozati tulkot engesztelésül, és tisztítsd meg az oltárt, mikor engesztelő áldozatot végzesz rajta, és kend meg azt, hogy megszenteltessék.
Exod.29.37 | Hét napon tégy engesztelő áldozatot az oltáron; és szenteld meg azt, hogy felette igen szentséges legyen az oltár. Valami illeti az oltárt, szent legyen.
Exod.29.38 | Ez pedig az, a mit áldoznod kell az oltáron: Esztendős két bárányt mindennap szüntelen.
Exod.29.39 | Az egyik bárányt reggel áldozd meg, a másik bárányt pedig áldozd meg estennen.
Exod.29.40 | És az egyik bárányhoz [végy] egy tized lisztlángot, egy negyed hin-nyi sajtolt olajjal vegyítve; italáldozatul pedig egy negyed hin-nyi bort.
Exod.29.41 | A másik bárányt estennen áldozd meg, ugyanazzal az étel- és italáldozattal készítsd azt, mint reggel; kedves illatul, tűzáldozatul az Úrnak.
Exod.29.42 | Szüntelen égőáldozat legyen az a ti nemzetségeitek között a gyülekezet sátorának ajtajánál az Úr előtt, a hol megjelenek néktek, hogy veled ott szóljak.
Exod.29.43 | Ott jelenek meg az Izráel fiainak, és megszenteltetik az én dicsőségem által.
Exod.29.44 | És megszentelem a gyülekezetnek sátorát és az oltárt; Áront és az ő fiait is megszentelem, hogy papjaim legyenek.
Exod.29.45 | És az Izráel fiai között lakozom, és nékik Istenök lészek.
Exod.29.46 | És megtudják, hogy én, az Úr vagyok az ő Istenök, a ki kihoztam őket Égyiptom földéről, hogy közöttök lakozhassam, én, az Úr az ő Istenök.

Exod.30.1 | Csinálj oltárt a füstölő szerek füstölgésére is, sittim- fából csináld azt.
Exod.30.2 | Egy sing hosszú, egy sing széles, négyszögű és két sing magas legyen, ugyanabból legyenek szarvai is.
Exod.30.3 | És borítsd meg azt tiszta aranynyal, a tetejét és oldalait köröskörül, és szarvait is; arany pártázatot is csinálj hozzá köröskörül.
Exod.30.4 | Csinálj hozzá két arany karikát is, pártázata alá a két oldalán, mindkét oldalára csináld, hogy legyenek rúdtartókul, hogy azokon hordozzák azt.
Exod.30.5 | És a rúdakat csináld sittim-fából, és borítsd meg azokat aranynyal.
Exod.30.6 | És tedd azt a függöny elé, a mely a bizonyság ládája mellett, a bizonyság fedele előtt van, a hol megjelenek néked.
Exod.30.7 | Áron pedig füstölögtessen rajta minden reggel jó illatú füstölő szert; mikor a mécseket rendbe szedi, akkor füstölögtesse azt.
Exod.30.8 | És a mikor Áron estennen felrakja a mécseket, füstölögtesse azt. Szüntelen való illattétel legyen ez az Úr előtt nemzetségről nemzetségre.
Exod.30.9 | Ne áldozzatok azon idegen füstölőszerekkel, se égőáldozattal, se ételáldozattal; italáldozatot se öntsetek reá.
Exod.30.10 | És egyszer egy esztendőben engesztelést végezzen Áron annak szarvainál az engesztelő napi áldozat véréből; egy esztendőben egyszer végezzen engesztelést azon, nemzetségről nemzetségre. Szentségek szentsége ez az Úrnak.
Exod.30.11 | Azután szóla az Úr Mózesnek, mondván:
Exod.30.12 | Mikor Izráel fiait fejenként számba veszed, adja meg kiki életének váltságát az Úrnak az ő megszámláltatásakor, hogy csapás ne legyen rajtok az ő megszámláltatásuk miatt.
Exod.30.13 | Ezt adja mindaz, a ki átesik a számláláson: fél siklust a szent siklus szerint (egy siklus húsz gera); a siklusnak fele áldozat az Úrnak.
Exod.30.14 | Mindaz, a ki átesik a számláláson, húsz esztendőstől fogva felfelé, adja meg az áldozatot az Úrnak.
Exod.30.15 | A gazdag ne adjon többet, és a szegény ne adjon kevesebbet fél siklusnál, a mikor megadják az áldozatot az Úrnak engesztelésül a ti lelketekért.
Exod.30.16 | És szedd be az engesztelési pénzt az Izráel fiaitól, és add azt a gyülekezet sátorának szolgálatjára, hogy az Izráel fiainak emlékezetéül legyen az az Úr előtt, engesztelésül a ti lelketekért.
Exod.30.17 | Azután szóla az Úr Mózesnek, mondván:
Exod.30.18 | És csinálj rézmedenczét, lábát is rézből, mosakodásra; és tedd azt a gyülekezet sátora közé és az oltár közé, és tölts bele vizet;
Exod.30.19 | Hogy Áron és az ő fiai abból mossák meg kezeiket és lábaikat.
Exod.30.20 | A mikor a gyülekezet sátorába mennek, mosakodjanak meg vízben, hogy meg ne haljanak; vagy mikor az oltárhoz járulnak, hogy szolgáljanak és tűzáldozatot füstölögtessenek az Úrnak.
Exod.30.21 | Kezeiket is, lábaikat is mossák meg, hogy meg ne haljanak. És örökkévaló rendtartásuk lesz ez nékik, néki és az ő magvának nemzetségről nemzetségre.
Exod.30.22 | Ismét szóla az Úr Mózesnek mondván:
Exod.30.23 | Te pedig végy drága fűszereket, híg mirhát ötszáz [siklusért], jóillatú fahéjat fél ennyit, kétszáz ötvenért, és illatos kalmust is kétszáz ötvenért.
Exod.30.24 | Kásiát pedig ötszázért, a szent siklus szerint, és egy hin faolajt.
Exod.30.25 | És csinálj abból szent kenetnek olaját, elegyített kenetet, a kenetkészítők mestersége szerint. Legyen az szent kenő olaj.
Exod.30.26 | És kend meg azzal a gyülekezet sátorát és a bizonyság ládáját.
Exod.30.27 | Az asztalt is és annak minden edényét, a gyertyatartót és annak edényeit, és a füstölő oltárt.
Exod.30.28 | Az egészen égőáldozatnak oltárát is, és annak minden edényit, a mosdómedenczét és annak lábát.
Exod.30.29 | Így szenteld meg azokat, hogy szentségek szentségévé legyenek: Valami illeti azokat, szent legyen.
Exod.30.30 | Kend fel Áront is és az ő fiait is; így szenteld fel őket papjaimmá.
Exod.30.31 | Az Izráel fiainak pedig így szólj: Szent kenetnek olaja legyen ez nékem, a ti nemzetségeiteknél [is.]
Exod.30.32 | Ember testét azzal meg ne kenjék, se ahhoz hasonlót, annak mértékei szerint ne csináljatok: szent az; szent legyen előttetek [is.]
Exod.30.33 | Valaki ahhoz hasonló kenetet csinál, vagy azzal idegent ken meg, kitöröltessék az ő népe közül.
Exod.30.34 | Monda ismét az Úr Mózesnek: Végy fűszereket, csepegő gyantát, onyxot, galbánt, e fűszereket és tiszta temjént, egyenlő mértékkel.
Exod.30.35 | És csinálj belőlök füstölő szert, a fűszercsináló elegyítése szerint; tiszta és szent legyen az.
Exod.30.36 | És abból törj apróra, és tégy belőle a bizonyság ládája elé a gyülekezet sátorában, a hol megjelenek néked. Szentségek szentsége legyen ez előttetek.
Exod.30.37 | És a füstölő szer, a melyet készítesz, az Úrnak szentelt legyen előtted; annak mértéke szerint magatoknak ne csináljatok.
Exod.30.38 | Mindaz, a ki hasonló füstölőt csinál ehhez, hogy azt illatoztassa, irtassék ki az ő népe közül.

Exod.31.1 | És szóla az Úr Mózesnek mondván:
Exod.31.2 | Ímé, név szerint meghívtam Bésaléelt, a Húr fiának Urinak fiát a Júda nemzetségéből.
Exod.31.3 | És betöltöttem őt Istennek lelkével, bölcsességgel, értelemmel és tudománynyal minden mesterséghez.
Exod.31.4 | Hogy tudjon kigondolni mindent, a mit aranyból, ezüstből, rézből kell csinálni.
Exod.31.5 | És foglaló köveket metszeni, fát faragni, [és] mindenféle munkákat végezni.
Exod.31.6 | És ímé Aholiábot is, Akhiszamáknak fiát a Dán nemzetségéből, mellé adtam; és adtam minden értelmesnek szivébe bölcseséget, hogy elkészítsék mind azt, a mit néked megparancsoltam.
Exod.31.7 | A gyülekezet sátorát, a bizonyság ládáját, a fölibe való fedelet, és a sátornak minden edényét.
Exod.31.8 | Az asztalt és annak edényit, a tiszta gyertyatartót, és minden hozzávalót, és a füstölő oltárt.
Exod.31.9 | Az egészen égőáldozat oltárát és annak minden edényit, a mosdómedenczét és annak lábát.
Exod.31.10 | A szolgálathoz való ruhákat, Áron papnak szent öltözetit, és az ő fiainak öltözetit, a papi szolgálatra.
Exod.31.11 | A kenetnek olaját, és a jó illatú füstölő szert a szentséghez. Mindent úgy csináljanak, a mint néked parancsoltam.
Exod.31.12 | Azután szóla az Úr Mózesnek, mondván:
Exod.31.13 | Te szólj az Izráel fiainak, mondván: Az én szombatimat bizony megtartsátok; mert jel az én közöttem és ti köztetek nemzetségről nemzetségre, hogy megtudjátok, hogy én vagyok az Úr, a ki titeket megszentellek.
Exod.31.14 | Megtartsátok azért a szombatot; mert szent az ti néktek. A ki azt megrontja, halállal lakoljon. Mert valaki munkát végez azon, annak lelke írtassék ki az ő népe közül.
Exod.31.15 | Hat napon munkálkodjanak, a hetedik nap pedig a nyugodalomnak szombatja az Úrnak szentelt [nap]: valaki szombatnapon munkálkodik, megölettessék.
Exod.31.16 | Megtartsák azért az Izráel fiai a szombatot, megszentelvén a szombatot nemzetségről nemzetségre, örök szövetségül.
Exod.31.17 | Legyen közöttem és az Izráel fiai között örök jel ez; mert hat napon teremtette az Úr a mennyet és a földet, hetednapon pedig megszünt és megnyugodott.
Exod.31.18 | Mikor pedig elvégezte vele való beszédét a Sinai hegyen, által adá Mózesnek a bizonyság két tábláját, az Isten ujjával írt kőtáblákat.

Exod.32.1 | Mikor látá a nép, hogy Mózes késik a hegyről leszállani, egybegyűle a nép Áron ellen és mondá néki: Kelj fel, csinálj nékünk isteneket, kik előttünk járjanak; mert nem tudjuk mint lőn dolga ama férfiúnak Mózesnek, a ki minket Égyiptom földéből kihozott.
Exod.32.2 | És monda nékik Áron: Szedjétek le az aranyfüggőket, a melyek feleségeitek, fiaitok és leányaitok fülein vannak, és hozzátok én hozzám.
Exod.32.3 | Leszedé azért mind az egész nép az aranyfüggőket füleiről, és elvivék Áronhoz.
Exod.32.4 | És elvevé kezökből, és alakítá azt vésővel; így csinála abból öntött borjút. És szóltak: Ezek a te isteneid Izráel, a kik kihoztak téged Égyiptom földéről.
Exod.32.5 | Mikor látta ezt Áron, oltárt építe az előtt, és kiálta Áron, mondván: Holnap az Úrnak innepe lesz!
Exod.32.6 | Felkelvén azért másnapon jó reggel, áldozának égőáldozattal és hálaáldozattal is; azután leüle a nép enni és inni; azután felkelének játszani.
Exod.32.7 | Szóla pedig az Úr Mózesnek: Eredj menj alá; mert megromlott a te néped, a melyet kihoztál Égyiptom földéből.
Exod.32.8 | Hamar letértek az útról, a melyet parancsoltam nékik, borjúképet öntöttek magoknak, azt tisztelik és annak áldoznak, és azt mondják: Ezek a te isteneid Izráel, a kik téged kihoztak Égyiptom földéből.
Exod.32.9 | Monda ismét az Úr Mózesnek: Látom ezt a népet, bizony keménynyakú nép.
Exod.32.10 | Azért hagyj békét nékem, hadd gerjedjen fel haragom ellenök, és törűljem el őket: Téged azonban nagy néppé teszlek.
Exod.32.11 | De Mózes esedezék az Úrnak, az ő Istenének színe előtt, mondván: Miért gerjedne Uram a te haragod néped ellen, a melyet nagy erővel és hatalmas kézzel hoztál vala ki Égyiptomnak földéről?
Exod.32.12 | Miért mondanák az égyiptomiak, mondván: Vesztökre vivé ki őket, hogy elveszítse a hegyek között, és eltörülje őket a föld színéről? Múljék el a te haragod tüze, és hagyd abba azt a néped ellen való veszedelmet.
Exod.32.13 | Emlékezzél meg Ábrahámról, Izsákról és Izráelről a te szolgáidról, kiknek megesküdtél te magadra, mondván nékik: Megsokasítom a ti magotokat mint az égnek csillagait; és azt az egész földet, melyről szóltam, a ti magotoknak adom, és örökségül bírják azt örökké.
Exod.32.14 | És abba hagyá az Úr azt a veszedelmet, melyet akart vala bocsátani az ő népére.
Exod.32.15 | Megfordula azért és megindula Mózes a hegyről, kezében a bizonyság két táblája; mindkét oldalukon beírt táblák, mind egy felől, mind más felől beírva.
Exod.32.16 | A táblák pedig Isten kezének csinálmányai valának, az írás is Isten írása vala, kimetszve a táblákra.
Exod.32.17 | Józsué pedig hallván a nép rivalgását, monda Mózesnek: Harczkiáltás van a táborban.
Exod.32.18 | Az pedig felele: Nem diadalmasoknak, sem meggyőzetteknek kiáltása ez, éneklés hangját hallom én.
Exod.32.19 | És mikor közeledett volna a táborhoz, látá a borjút és a tánczolást, és felgerjede Mózesnek haragja, és elveté kezéből a táblákat, és összetöré azokat a hegy alatt.
Exod.32.20 | Azután fogá a borjút, a melyet csináltak vala, tűzben megégeté, és apróra töré mígnem porrá lett, és a vízbe hintvén, itatá azt az Izráel fiaival.
Exod.32.21 | És monda Mózes Áronnak: Mit tett néked e nép, hogy ilyen nagy bűnbe keverted?
Exod.32.22 | Felele Áron: Ne gerjedjen fel uram haragja: ismered e népet, hogy gonosz.
Exod.32.23 | Mert [azt] mondák nékem: Csinálj nékünk isteneket, a kik előttünk járjanak; mert ama férfiúnak Mózesnek, ki minket Égyiptom földéről kihozott, nem tudjuk mint lőn dolga.
Exod.32.24 | Én pedig felelék: Kinek van aranya? Szedjétek le; és nékem ide adák, én pedig a tűzbe vetettem, és e borjú formáltaték.
Exod.32.25 | És látván Mózes, hogy a nép megvadula, mert Áron megvadítá vala őket, ellenségeik csúfjára.
Exod.32.26 | Megálla Mózes a tábor kapujában, és monda: A ki az Úré, ide hozzám! és gyűlének ő hozzá mind a Lévi fiai.
Exod.32.27 | És szóla nékik: Ezt mondja az Úr, Izráel Istene: Kössön mindenitek kardot az oldalára, menjetek által és vissza a táboron, egyik kaputól a másik kapuig, és kiki ölje meg az ő attyafiát, barátját és rokonságát.
Exod.32.28 | A Lévi fiai pedig a Mózes beszéde szerint cselekedének, és elhulla azon a napon a népből úgymint háromezer férfiú.
Exod.32.29 | És mondá Mózes: Ma szenteljétek kezeiteket az Úrnak, kiki az ő fia és attyafia ellen, hogy áldása szálljon ma reátok.
Exod.32.30 | És másnap monda Mózes a népnek: Nagy bűnt követtetek el, most azért felmegyek az Úrhoz, talán kegyelmet nyerhetek a ti bűneiteknek.
Exod.32.31 | Megtére azért Mózes az Úrhoz, és monda: Kérlek! Ez a nép nagy bűnt követett el: mert aranyból csinált magának isteneket.
Exod.32.32 | De most bocsásd meg bűnöket; ha pedig nem: törölj ki engem a te könyvedből, a melyet írtál.
Exod.32.33 | És monda az Úr Mózesnek: A ki vétkezett ellenem, azt törlöm ki az én könyvemből.
Exod.32.34 | Most azért eredj: vezesd a népet a hová mondottam néked: Ímé, Angyalom megy előtted; és az én látogatásom napján ezt az ő bűnöket is meglátogatom.
Exod.32.35 | És megverte az Úr a népet ezért [is], a mit cselekedtek a borjúval, melyet Áron készített vala.

Exod.33.1 | Szóla azután az Úr Mózesnek: Eredj, menj fel innen, te és a nép, a melyet kihoztál Égyiptom földéről, a földre, a melyről megesküdtem Ábrahámnak, Izsáknak és Jákóbnak mondván: A te magodnak adom azt.
Exod.33.2 | És bocsátok előtted Angyalt, és kiűzöm a Kananeusokat, Emoreusokat, Khittheusokat, Perizeusokat, Khivveusokat és Jebuzeusokat:
Exod.33.3 | A tejjel és mézzel folyó földre; de én nem megyek fel köztetek, mert te keménynyakú nép vagy, hogy meg ne emészszelek az úton.
Exod.33.4 | Mikor meghallá a nép ezt a kemény beszédet, gyászba borula, és senki nem tevé fel az ékszereit.
Exod.33.5 | Megmondotta vala az Úr Mózesnek: Mondd meg az Izráel fiainak: Keménynyakú nép vagy te, egy szempillantásban, ha közéd mennék, megemésztenélek. Azért most vesd le a te ékességeidet magadról, azután meglátom mit cselekedjem veled.
Exod.33.6 | És lerakták magokról az Izráel fiai az ő ékességeket, a Hóreb hegyétől fogva.
Exod.33.7 | Mózes pedig vevé a sátort, és felvoná azt a táboron kívül, messze a tábortól, és nevezé azt gyülekezet sátorának, és lőn, hogy mind a ki az Urat keresi, ki kelle mennie a gyülekezet sátorához, a táboron kívül.
Exod.33.8 | És lőn, hogy mikor Mózes kiméne a sátorhoz, az egész nép felkele, és kiki mind az ő sátorának ajtajában álla; nézvén Mózes után míg a sátorba beméne.
Exod.33.9 | És lőn, mikor Mózes beméne a sátorba, hogy felhő-oszlop szálla alá, és megálla a sátor ajtajában, és beszéle Mózessel.
Exod.33.10 | És látá az egész nép, hogy a felhő-oszlop a sátornak ajtaján áll, és felkele az egész nép, és kiki meghajlék az ő sátorának ajtajában.
Exod.33.11 | Az Úr pedig beszéle Mózessel színről színre, a mint szokott ember szólani barátjával; és [mikor Mózes] a táborba visszatére, az ő szolgája az ifjú Józsué, Núnnak fia, nem távozék el a sátorból.
Exod.33.12 | És monda Mózes az Úrnak: Lásd, te [azt] mondod nékem, vidd el ezt a népet, de nem mutattad meg nékem kit küldesz velem; pedig [azt] mondtad [nékem:] név szerint ismerlek téged, és kedvet találtál szemeim előtt.
Exod.33.13 | Most azért ha kedvet találtam szemeid előtt, mutasd meg nékem a te útadat, hogy ismerjelek meg téged, hogy kedvet találhassak előtted. És gondold meg, hogy e nép a te néped.
Exod.33.14 | És monda: Az én orczám menjen-é [veletek,] hogy megnyugtassalak?
Exod.33.15 | Monda néki [Mózes:] Ha a te orczád nem jár [velünk], ne vígy ki minket innen.
Exod.33.16 | Mert miről ismerhetjük meg, hogy én és a te néped kedvet találtunk előtted? Nem arról-é, ha velünk jársz? Így vagyunk megkülönböztetve, én és a te néped minden néptől, a mely e földnek színén van.
Exod.33.17 | Monda azért az Úr Mózesnek: Megteszem ezt is a mit kívántál; mert kedvet találtál szemeim előtt, és név szerint ismerlek téged.
Exod.33.18 | És mondá [Mózes:] Kérlek, mutasd meg nékem a te dicsőségedet.
Exod.33.19 | És monda az Úr: Megteszem, hogy az én dicsőségem a te orczád előtt menjen el, és kiáltom előtted az Úr nevét: És könyörülök, a kin könyörülök, kegyelmezek, a kinek kegyelmezek.
Exod.33.20 | Orczámat azonban, mondá, nem láthatod; mert nem láthat engem ember, élvén.
Exod.33.21 | És monda az Úr: Ímé van hely én nálam; állj a kősziklára.
Exod.33.22 | És mikor átmegy előtted az én dicsőségem, a kőszikla hasadékába állatlak téged, és kezemmel betakarlak téged, míg átvonulok.
Exod.33.23 | Azután kezemet elveszem rólad, és hátulról meglátsz engemet, de orczámat nem láthatod.

Exod.34.1 | És monda az Úr Mózesnek: Vágj két kőtáblát, hasonlókat az előbbiekhez, hogy írjam fel azokra azokat a szavakat, a melyek az előbbi táblákon voltak, a melyeket széttörtél.
Exod.34.2 | És légy készen reggelre, és jöjj fel reggel a Sinai hegyre, és állj ott előmbe a hegy tetején.
Exod.34.3 | De senki veled fel ne jöjjön, és senki ne mutatkozzék az egész hegyen; juhok és barmok se legeljenek a hegy környékén.
Exod.34.4 | Vágott azért két kőtáblát, az előbbiekhez hasonlókat, és felkelvén reggel, felméne Mózes a Sinai hegyre, a mint az Úr parancsolta néki, és kezébe vevé a két kőtáblát.
Exod.34.5 | Az Úr pedig leszálla felhőben, és ott álla ő vele, és nevén kiáltá az Urat:
