Acts.1.1 | Első könyvemet írtam, Theofilus, mindazokról, a miket kezdett Jézus cselekedni és tanítani,
Acts.22.6 | Lőn pedig, hogy a mint menék és közelgeték Damaskushoz, déltájban nagy hirtelenséggel az égből nagy világosság sugárzott körül engem.
Acts.22.7 | És leesém a földre, és hallék szót, mely monda nékem: Saul, Saul, mit kergetsz engem?
Acts.22.8 | Én pedig felelék: Kicsoda vagy, Uram? És monda nékem: Én vagyok a názáreti Jézus, a kit te kergetsz.
Acts.22.9 | A kik pedig velem valának, a világosságot ugyan látták, és megrémültek; de annak szavát, a ki velem szól vala, nem hallották.
Acts.22.10 | Én pedig mondék: Mit cselekedjem, Uram? Az Úr pedig monda nékem: Kelj fel és menj el Damaskusba; és ott megmondják néked mindazokat, a mik elrendelvék néked, hogy véghez vigyed.
Acts.22.11 | Mikor pedig nem láték annak a világosságnak dicsősége miatt, a velem valóktól kézenfogva vezettetve menék Damaskusba.
Acts.22.12 | Egy bizonyos Ananiás pedig, ki a törvény szerint istenfélő férfiú, kiről az ott lakó zsidók mind jó bizonyságot tesznek,
Acts.22.13 | Hozzám jöve és mellém állva monda nékem: Saul atyámfia, nyerd vissza szemed világát. És én azon szempillantásban reá tekintettem.
Acts.22.14 | Ő pedig monda: A mi atyáinknak Istene választott téged, hogy megismerd az ő akaratát, és meglásd amaz Igazat, és szót hallj az ő szájából.
Acts.22.15 | Mert leszel néki tanúbizonysága minden embernél azok felől, a miket láttál és hallottál.
Acts.22.16 | Most annakokáért mit késedelmezel? Kelj fel és keresztelkedjél meg és mosd le a te bűneidet, segítségül híván az Úrnak nevét.
Acts.22.17 | Lőn pedig, hogy mikor Jeruzsálembe megtértem és imádkozám a templomban, elragadtatám lelkemben,
Acts.22.18 | És látám őt, ki ezt mondá nékem: Siess és menj ki hamar Jeruzsálemből: mert nem veszik be a te tanúbizonyságtételedet én felőlem.
Acts.22.19 | És én mondék: Uram, ők magok tudják, hogy én tömlöczbe vetettem és vertem zsinagógánként azokat, a kik hisznek vala te benned:
Acts.22.20 | És mikor ama te mártírodnak, Istvánnak vére kiontaték, én is ott állék és helyeslém az ő megöletését, és őrizém azoknak köntösét, a kik őt megölték.
Acts.22.21 | És monda nékem: Eredj el, mert én téged messze küldelek a pogányok közé.
Acts.22.22 | Hallgatják vala pedig őt e szóig; de most felemelék szavokat, mondván: Töröld el a földszínéről az ilyent, mert nem illik néki élni.
Acts.22.23 | Mikor pedig azok kiabáltak, és köntösüket elhányák, és port szórának a levegőbe,
Acts.22.24 | Parancsolá az ezredes, hogy vigyék őt a várba, mondván, hogy korbácsütésekkel vallassák ki őt, hogy megtudhassa, mi okért kiabáltak úgy reá.
Acts.22.25 | A mint azonban lekötötték őt a szíjakkal, monda Pál az ott álló századosnak: Vajjon szabad-é néktek római embert, kit el nem ítéltek, megostorozni?
Acts.22.26 | Miután pedig ezt meghallá a százados, elmenvén, megjelenté az ezredesnek, mondván: Meglásd, mit akarsz cselekedni; mert ez az ember római.
Acts.22.27 | Hozzámenvén azért az ezredes, monda néki: Mondd meg nékem, te római vagy-é? Ő pedig monda: Az.
Acts.22.28 | És felele az ezredes: Én nagy összegért vettem meg ezt a polgárjogot. Pál pedig monda: Én pedig [benne] is születtem.
Acts.22.29 | Mindjárt eltávozának azért ő tőle, a kik őt vallatni akarák. Sőt az ezredes is megijede, mikor megértette, hogy római, és hogy őt megkötöztette.
Acts.22.30 | Másnap pedig meg akarván tudni a bizonyos valóságot, miben vádoltatik a zsidóktól, feloldatá őt bilincseiből, és megparancsolá, hogy a főpapok az ő egész tanácsokkal egyben hozzá menjenek; és levezetvén Pált, eleikbe állatá.

Acts.23.1 | Mikor pedig a tanácsra vetette szemét Pál, monda: Atyámfiai, férfiak, én teljes jó lelkiismerettel szolgáltam az Istennek mind e mai napig.
Acts.23.2 | Ananiás főpap pedig megparancsolá azoknak, kik ő mellette állanak vala, hogy üssék őt szájon.
Acts.23.3 | Akkor Pál monda néki: Megver az Isten téged, te kimeszelt fal! És te leülsz engem a törvény szerint megítélni, és törvényellenesen cselekedve parancsolod, hogy engem verjenek?
Acts.23.4 | Az ott állók pedig mondának: Az Istennek főpapját szidalmazod-é?
Acts.23.5 | Pál pedig monda: Nem tudtam, atyámfiai, hogy főpap. Mert meg van írva: A te néped fejedelmét ne átkozd!
Acts.23.6 | Mikor pedig Pál eszébe vette, hogy az egyik részök a sadduczeusok, a másik pedig a farizeusok közül való, felkiálta a tanács előtt: Atyámfiai, férfiak, én farizeus vagyok, farizeus fia, a halottak reménysége és feltámadása miatt vádoltatom én.
Acts.23.7 | A mint pedig ő ezt mondta, meghasonlás támada a farizeusok és a sadduczeusok között, és a sokaság megoszlott.
Acts.23.8 | Mert a sadduczeusok azt mondják, hogy nincs feltámadás, sem angyal, sem lélek; a farizeusok pedig mind a kettőt vallják.
Acts.23.9 | Támada azért nagy kiáltozás: és felkelvén az írástudók a farizeusok pártjából, tusakodnak vala, mondván: Semmi rosszat sem találunk ez emberben; ha pedig lélek szólott néki, vagy angyal, ne tusakodjunk Isten ellen.
Acts.23.10 | Mikor pedig nagy hasonlás támadt, félvén az ezredes, hogy Pál szétszaggattatik azoktól, parancsolá, hogy a sereg alájővén, ragadja ki őt közülök, és vigye el a várba.
Acts.23.11 | A következő éjszakán pedig melléállván néki az Úr, monda: Bízzál Pál! Mert miképen bizonyságot tettél az én felőlem való dolgokról Jeruzsálemben, azonképen kell néked Rómában is bizonyságot tenned.
Acts.23.12 | Midőn pedig nappal lőn, a zsidók közül némelyek összeszövetkezvén, átok alatt kötelezék el magokat, mondván, hogy sem nem esznek, sem nem isznak addig, míg meg nem ölik Pált.
Acts.23.13 | Többen valának pedig negyvennél, kik ezt az összeesküvést szőtték.
Acts.23.14 | Ezek elmenvén a főpapokhoz és a vénekhez, mondának: Átok alatt megesküdtünk, hogy semmit nem ízlelünk addig, míg meg nem öljük Pált.
Acts.23.15 | Most azért ti jelentsétek be az ezredesnek a tanácscsal egybe, hogy holnap hozza le őt ti hozzátok, mintha az ő dolgának tüzetesebben végére akarnátok járni. Mi pedig, minekelőtte ő ide érne, készek vagyunk őt megölni.
Acts.23.16 | Meghallván azonban a Pál nőtestvérének fia e cselvetést, megjelenvén és bemenvén a várba, tudtára adá Pálnak.
Acts.23.17 | Pál pedig egyet a századosok közül magához hívatván, monda: Ezt az ifjat vezesd az ezredeshez; mert valamit akar néki jelenteni.
Acts.23.18 | Az annakokáért maga mellé vévén őt, vivé az ezredeshez, és monda: A fogoly Pál magához hivatván engem, kéré, hogy ez ifjat hozzád vezessem, mert valamit akar néked mondani.
Acts.23.19 | Az ezredes pedig őt kézen fogván, és félrevonulván külön, tudakolá: Micsoda az, a mit nékem jelenteni akarsz?
Acts.23.20 | Az pedig monda: A zsidók elvégezték, hogy megkérnek téged, hogy Pált holnap vidd le a tanács elé, mintha valamit tüzetesebben meg akarnának tudakozni ő felőle.
Acts.23.21 | Te azért ne engedj nékik: mert közülök negyvennél több férfiú leselkedik ő utána, kik átok alatt kötelezték el magukat, hogy sem nem esznek, sem nem isznak addig, míg meg nem ölik őt. És immár készen vannak, várakozva a te izenetedre.
Acts.23.22 | Az ezredes tehát elbocsátá az ifjat, meghagyván néki, hogy el ne mondd senkinek, hogy ezeket megjelentetted nékem.
Acts.23.23 | És magához hivatván kettőt a századosok közül, monda: Készítsetek föl kétszáz vitézt, hogy induljanak Czézáreába, és hetven lovast, és kétszáz parittyást, az éjszakának harmadik órájától fogva.
Acts.23.24 | És hogy barmokat is adjanak melléjük, hogy Pált felültetve békességgel vigyék Félix tiszttartóhoz.
Acts.23.25 | Levelet is írt, melynek tartalma ez vala:
Acts.23.26 | Klaudius Lisiás a nemes Félix tiszttartónak üdvöt!
Acts.23.27 | Ezt a férfiút, kit a zsidók megfogtak és meg akartak ölni, oda menvén a sereggel, kiszabadítám, megértvén, hogy római.
Acts.23.28 | Meg akarván pedig tudni az okát, miért vádolják őt, levivém őt az ő tanácsuk elébe.
Acts.23.29 | És úgy találtam, hogy ő az ő törvényüknek kérdései felől vádoltatik, de semmi halálra vagy fogságra méltó vétke nincs.
Acts.23.30 | Minthogy pedig nékem megjelentették, hogy a zsidók e férfiú után ólálkodni akarnak, azonnal hozzád küldém, meghagyva vádolóinak is, hogy a mi dolguk van ő ellene, te előtted mondják meg. Légy jó egészségben!
Acts.23.31 | A vitézek tehát, a mint nékik megparancsolták, Pált felvévén, elvivék azon éjszakán Antipatrisba.
Acts.23.32 | Másnap pedig hagyván a lovagokat tovább menni ő vele, visszatérének a várba.
Acts.23.33 | Azok pedig eljutván Czézáreába, és átadván a levelet a tiszttartónak, Pált is elébe állaták.
Acts.23.34 | Mikor pedig elolvasta a tiszttartó, és megkérdezte, melyik tartományból való, és megértette, hogy Czilicziából,
Acts.23.35 | Monda: Majd kihallgatlak, mikor vádlóid is eljőnek. És parancsolá, hogy a Héródes palotájában őrizzék őt.

Acts.24.1 | Öt nap mulva aztán aláméne Ananiás főpap a vénekkel és egy Tertullus nevű prókátorral, kik panaszt tettek a tiszttartónál Pál ellen.
Acts.24.2 | Mikor pedig ő előszólíttatott, Tertullus vádolni kezdé, mondván:
Acts.24.3 | Nagyságos Félix, teljes háládatossággal ismerjük el, hogy te általad nagy békességet nyerünk, és a te gondoskodásod folytán igen jó intézkedések történnek e népre nézve, minden tekintetben és mindenütt.
Acts.24.4 | De hogy téged sok ideig ne tartóztassalak, kérlek hallgass meg minket röviden a te kegyelmességed szerint.
Acts.24.5 | Mi ugyanis úgy találtuk, hogy ez veszedelmes ember, és hasonlást támaszt a föld kerekségén levő valamennyi zsidó közt, és a nazarénusok felekezetének feje,
Acts.24.6 | Ki a templomot is meg akarta fertőztetni. Meg is fogtuk őt, és a mi törvényünk szerint akartuk megítélni.
Acts.24.7 | De Lisiás, az ezredes, nagy karhatalommal oda jövén, kivevé őt kezünkből.
Acts.24.8 | És azt parancsolá, hogy az ő vádolói hozzád jőjjenek. Tőle te magad, ha kihallgatod, értesülhetsz mindezekről, melyekkel mi őt vádoljuk.
Acts.24.9 | Helybenhagyák pedig a zsidók is, mondogatván, hogy úgy vannak ezek.
Acts.24.10 | Felele pedig Pál, miután intett néki a tiszttartó a szólásra: Mivelhogy tudom, hogy te sok esztendő óta vagy e népnek bírája, bátorságosabban védekezem a magam ügyében,
Acts.24.11 | Mert megtudhatod, hogy nincsen tizenkét napjánál több, mióta feljöttem imádkozni Jeruzsálembe.
Acts.24.12 | És a templomban sem találtak engem, hogy valakivel vetekedtem volna, vagy hogy a népet egybezendítettem volna, sem a zsinagógákban, sem a városban.
Acts.24.13 | Rám sem bizonyíthatják azokat, a mikkel most engem vádolnak.
Acts.24.14 | Erről pedig vallást teszek néked, hogy én a szerint az út szerint, melyet felekezetnek mondanak, úgy szolgálok az én atyáim Istenének, mint a ki hiszek mindazokban, a mik a törvényben és a prófétákban meg vannak írva.
Acts.24.15 | Reménységem lévén az Istenben, hogy a mit ezek maguk is várnak, lesz feltámadásuk a halottaknak, mind igazaknak, mind hamisaknak.
Acts.24.16 | Ebben gyakorlom pedig magamat, hogy botránkozás nélkül való lelkiismeretem legyen az Isten és emberek előtt mindenkor.
Acts.24.17 | Sok esztendő múlva pedig eljövék, hogy az én népemnek alamizsnát hozzak és áldozatokat.
Acts.24.18 | Ezek közben találának engem megtisztulva a templomban, nem sokasággal, sem pedig háborúságtámasztásban, némely Ázsiából való zsidók,
Acts.24.19 | Kiknek ide kellett volna te elődbe jőni és vádolni, ha valami panaszuk volna ellenem.
Acts.24.20 | Avagy ezek magok mondják meg, vajjon találtak-é bennem valami hamis cselekedetet, mikor én a tanács előtt álltam;
Acts.24.21 | Hacsak ez egy szó tekintetében nem, melyet közöttük állva kiáltottam, hogy: A halottak feltámadása felől vádoltatom én tőletek e mai napon.
Acts.24.22 | Mikor pedig ezeket hallotta Félix, elhalasztá dolgukat, mivelhogy tüzetesebb tudomása volt e szerzet dolgai felől, és monda: Mikor Lisias ezredes alájő, dönteni fogok ügyetekben.
Acts.24.23 | És megparancsolá a századosnak, hogy Pált őrizzék, de enyhébb fogságban legyen, és senkit ne tiltsanak el az övéi közül attól, hogy szolgáljon néki, vagy hozzá menjen.
Acts.24.24 | Egynéhány nap mulva pedig Félix megjelenvén feleségével Drusillával egybe, ki zsidó asszony vala, maga elé hívatá Pált, és hallgatá őt a Krisztusban való hit felől.
Acts.24.25 | Mikor pedig ő igazságról, önmegtartóztatásról és az eljövendő ítéletről szólt, megrémülve monda Félix: Mostan eredj el; de mikor alkalmatosságom lesz, magamhoz hivatlak téged.
Acts.24.26 | Egyszersmind pedig azt is reményli vala, hogy Pál pénzt ad néki, hogy őt szabadon bocsássa: ezért gyakrabban is magához hivatván őt, beszélget vala véle.
Acts.24.27 | Mikor pedig két esztendő elmúlt, Félix utóda Porcius Festus lőn; és a zsidóknak kedveskedni akarván Félix, Pált fogságban hagyá.

Acts.25.1 | Festus tehát, miután bement a tartományba, három nap mulva felméne Jeruzsálembe Czézáreából.
Acts.25.2 | Panaszt tőnek pedig néki a főpap és a zsidók főemberei Pál ellen, és kérék őt,
Acts.25.3 | Kérvén magok számára jóindulatát ő ellene, hogy hozassa át őt Jeruzsálembe, lest vetvén, hogy megölhessék őt az úton.
Acts.25.4 | Festus azonban azt felelé, hogy Pált Czézáreában őrzik, ő maga pedig csakhamar ki fog menni:
Acts.25.5 | A kik azért köztetek, úgymond, főemberek, velem alájővén, ha valami gonoszság van abban a férfiúban, emeljenek vádat ellene.
Acts.25.6 | Miután pedig tíz napnál tovább időzött közöttük, lemenvén Czézáreába, másnap ítélőszékibe üle, és Pált előhozatá.
Acts.25.7 | Mikor pedig az megjelent, körülállák a zsidók, kik alámentek vala Jeruzsálemből, sok és súlyos vádat hozván fel Pál ellen, melyeket nem bírtak bebizonyítani;
Acts.25.8 | Mivelhogy ő a maga mentségére ezt feleli vala: Sem a zsidók törvénye ellen, sem a templom ellen, sem a császár ellen semmit sem vétettem.
Acts.25.9 | Festus pedig a zsidóknak kedveskedni akarván, felelvén Pálnak, monda: Akarsz-é Jeruzsálembe felmenni és ott ítéltetni meg ezekről én előttem?
Acts.25.10 | Pál azonban monda: A császár ítélőszéke előtt állok, itt kell nékem megítéltetnem. A zsidóknak semmit sem vétettem, miként te is jól tudod.
Acts.25.11 | Mert ha vétkes vagyok és valami halálra méltót cselekedtem, nem vonakodom a haláltól; ha azonban semmi sincs azokban, a mikkel ezek vádolnak engem, senki sem ajándékozhat oda engem azoknak. A császárra appellálok!
Acts.25.12 | Akkor Festus tanácsával értekezvén, felele: A császárra appelláltál, a császár elé fogsz menni!
Acts.25.13 | Néhány nap elmúltával pedig Agrippa király és Bernicé érkezék Czézáreába, hogy köszöntsék Festust.
Acts.25.14 | Mikor pedig több napig időztek ott, Festus elébe adá a királynak a Pál dolgát, mondván: Van itt egy férfiú, kit Félix hagyott fogva.
Acts.25.15 | Ki felől, mikor Jeruzsálembe mentem, jelentést tőnek a főpapok és a zsidóknak vénei, kérve ő ellene ítéletet.
Acts.25.16 | Kiknek azt felelém, hogy nem szokásuk a rómaiaknak, hogy valamely embert halálra adjanak, mielőtt a vádlott szembe nem állíttatik vádlóival, és alkalmat nem nyer a vád felől való mentségére.
Acts.25.17 | Mikor azért ők ide gyűltek, minden haladék nélkül másnap az ítélőszékbe ülvén, előhozatám azt a férfiút,
Acts.25.18 | Ki ellen, mikor vádlói előálltak, semmi bűnt nem hoztak fel azok közül, a miket én sejtettem:
Acts.25.19 | Hanem valami vitás kérdéseik valának ő vele az ő tulajdon babonaságuk felől, és bizonyos megholt Jézus felől, kiről Pál azt állítja vala, hogy él.
Acts.25.20 | Én pedig bizonytalanságban lévén az e felől való vitára nézve, kérdém, vajjon akar-é Jeruzsálembe menni, és ott ítéltetni meg ezek felől.
Acts.25.21 | Pál azonban appellálván, hogy ő Augustus döntésére tartassék fenn, parancsolám, hogy tartassék fogva, míg őt a császárhoz nem küldhetem.
Acts.25.22 | Agrippa pedig monda Festusnak: Szeretném magam is azt az embert hallani. Ő pedig monda: Holnap meg fogod őt hallani.
Acts.25.23 | Másnap tehát eljővén Agrippa és Bernicé nagy pompával, és bemenvén a kihallgatási terembe az ezredesekkel és a város főfőpolgáraival együtt, Festus parancsolatjára előhozák Pált.
Acts.25.24 | És monda Festus: Agrippa király, és ti férfiak mindnyájan, kik velünk egybe itt vagytok! Látjátok őt, ki felől a zsidóknak egész sokasága megkeresett engem, mind Jeruzsálemben, mind itt, azt kiáltva, hogy nem kell néki tovább élnie.
Acts.25.25 | Én pedig, ámbár megértém, hogy semmi halálra méltó dolgot sem cselekedett, de mivel éppen ő maga appellált Augustusra, elvégeztem, hogy elküldöm őt.
Acts.25.26 | Ki felől nem tudok valami bizonyost írni az én uramnak. Ezért hoztam őt előtökbe, és kiváltképen te elődbe, Agrippa király, hogy a kihallgatás megtörténtével tudjak mit írni.
Acts.25.27 | Mert esztelen dolognak látszik nékem, hogy a ki foglyot küld, az ellene való vádakat is meg ne jelentse.

Acts.26.1 | Agrippa pedig monda Pálnak: Megengedtetik néked, hogy szólj a magad mentségére. Akkor Pál kinyújtván kezét, védőbeszédet tartott:
Acts.26.2 | Agrippa király! Boldognak tartom magamat, hogy mindazok felől, a mikkel a zsidóktól vádoltatom, te előtted fogok védekezni e mai napon;
Acts.26.3 | Mivel te nagyon jól ismered a zsidók minden szokását és vitás kérdését. Azért kérlek, hallgass meg engem türelmesen!
Acts.26.4 | Az én ifjúságomtól fogva való életemet tehát, mely kezdetétől az én népem közt Jeruzsálemben folyt le, tudják a zsidók mindnyájan.
Acts.26.5 | Kik tudják rólam eleitől fogva (ha bizonyságot akarnak tenni), hogy én a mi vallásunknak legszigorúbb felekezete szerint éltem, mint farizeus.
Acts.26.6 | Most is az Istentől a mi atyáinknak tett ígéret reménységéért állok itt ítélet alatt:
Acts.26.7 | Melyre a mi tizenkét nemzetségünk, éjjel és nappal buzgón szolgálva reményli, hogy eljut; mely reménységért vádoltatom, Agrippa király, a zsidóktól.
Acts.26.8 | Micsoda? Hihetetlen dolognak tetszik néktek, hogy Isten halottakat támaszt fel?
Acts.26.9 | Én bizonyára elvégeztem vala magamban, hogy ama názáreti Jézus neve ellen sok ellenséges dolgot kell cselekednem.
Acts.26.10 | Mit meg is cselekedtem Jeruzsálemben: és a szentek közül én sokat börtönbe vettettem, a főpapoktól való felhatalmazást megnyervén. Sőt mikor megölettetének, szavazatommal hozzájárultam.
Acts.26.11 | És minden zsinagógában gyakorta büntetvén őket, káromlásra kényszerítettem; és felettébb dühösködvén ellenök, kergettem mind az idegen városokig is.
Acts.26.12 | E dologban épen útban lévén Damaskus felé a főpapoktól vett felhatalmazással és engedelemmel,
Acts.26.13 | Délben látám az úton király, hogy mennyből a napnak fényességét meghaladó világosság sugárzott körül engem és azokat, kik velem együtt haladnak vala.
Acts.26.14 | Mikor pedig mi mindnyájan leestünk a földre, hallék szózatot, mely én hozzám szól és ezt mondja vala zsidó nyelven: Saul, Saul, mit kergetsz engem? Nehéz néked az ösztön ellen rúgódoznod.
Acts.26.15 | Én pedig mondék: Kicsoda vagy, Uram? És az monda: Én vagyok Jézus, a kit te kergetsz.
Acts.26.16 | De kelj fel, és állj lábaidra: mert azért jelentem meg néked, hogy téged szolgává és bizonysággá rendeljelek úgy azokban, a miket láttál, mint azokban, a mikre nézve meg fogok néked jelenni ;
Acts.26.17 | Megszabadítván téged e néptől és a pogányoktól, kik közé most küldelek,
Acts.26.18 | Hogy megnyissad szemeiket, hogy setétségből világosságra és a Sátánnak hatalmából az Istenhez térjenek, hogy bűneiknek bocsánatát és a megszenteltettek között osztályrészt nyerjenek az én bennem való hit által.
Acts.26.19 | Azért, Agrippa király, nem levék engedetlen a mennyei látás iránt;
Acts.26.20 | Hanem először a Damaskusbelieknek és Jeruzsálembelieknek, majd Júdeának egész tartományában és a pogányoknak hirdettem, hogy bánják meg bűneiket és térjenek meg az Istenhez, a megtéréshez méltó cselekedeteket cselekedvén.
Acts.26.21 | Ezekért akartak engem megölni a zsidók, megfogván a templomban.
Acts.26.22 | De Istentől segítséget vévén, mind e mai napig állok, bizonyságot tévén mind kicsinynek, mind nagynak, semmit sem mondván azokon kívül, a mikről mind a próféták megmondották, mind Mózes, hogy be fognak teljesedni:
Acts.26.23 | Hogy a Krisztusnak szenvedni kell, hogy mint a halottak feltámadásából első, világosságot fog hirdetni e népnek és a pogányoknak.
Acts.26.24 | Mikor pedig ő ezeket mondá a maga mentségére, Festus nagy fenszóval monda: Bolond vagy te, Pál! A sok tudomány téged őrültségbe visz.
Acts.26.25 | Ő pedig monda: Nem vagyok bolond, nemes Festus, hanem igaz és józan beszédeket szólok.
Acts.26.26 | Mert tud ezekről a király, kihez bátorságosan is szólok: mert épen nem gondolom, hogy ezek közül ő előtte bármi is ismeretlen volna; mert nem valami zugolyában lett dolog ez.
Acts.26.27 | Hiszel-e, Agrippa király, a prófétáknak? Tudom, hogy hiszel.
Acts.26.28 | Agrippa pedig monda Pálnak: Majdnem ráveszel engem, hogy keresztyénné legyek.
Acts.26.29 | Pál pedig monda: Kívánnám Istentől, hogy necsak majdnem, hanem nagyon is, ne csak te, hanem mindazok is, kik ma engem hallgatnak, lennétek olyanok, a minő én is vagyok, e bilincsektől megválva.
Acts.26.30 | És mikor ő ezeket mondá, felkele a király és a tiszttartó és Bernicé és a kik velük együtt ültek;
Acts.26.31 | És visszavonultokban beszélgetnek vala egymással, mondván: Semmi halálra, vagy fogságra méltó dolgot nem cselekszik ez az ember.
Acts.26.32 | Agrippa pedig monda Festusnak: Ezt az embert szabadon lehetett volna bocsátani, ha a császárra nem appellált volna.

Acts.27.1 | Midőn pedig elvégeztetett, hogy mi Itáliába hajózzunk, átadák mind Pált, mind némely egyéb foglyokat egy Július nevű századosnak a császári seregből.
Acts.27.2 | Beülvén azért egy Adramittiumból való hajóba, az Ázsia mentében fekvő helyeket akarván behajózni, elindulánk, velünk lévén a maczedóniai Aristárkhus, ki Thessalonikából való.
Acts.27.3 | És másnap megérkezénk Sidonba. És Július emberséggel bánván Pállal, megengedé, hogy barátaihoz elmenve gondoskodásukban részesüljön.
Acts.27.4 | És onnan elindulván, Ciprus alatt evezénk el, mivelhogy a szelek ellenkezők valának.
Acts.27.5 | És a Cziliczia és Pámfilia mellett levő tengeren átevezvén, eljutánk a licziai Mirába.
Acts.27.6 | És mivel ott a százados egy Itáliába menő alexandriai hajót talált, abba szállított be minket.
Acts.27.7 | Több napon át azonban lassan hajózván és nehezen érkezvén Knidushoz, mivel nem enged vala bennünket [odajutni] a szél, elhajózánk Kréta alatt, Salmóné mellett,
Acts.27.8 | És nagy ügygyel-bajjal elhajózván mellette, jutánk egy helyre, melyet Szépkikötőknek neveznek, melyhez közel vala Lásea városa.
Acts.27.9 | Mivel pedig sok idő mult el, és a hajózás más veszedelmes vala, mivelhogy a bőjt is elmult immár, inti vala Pál őket,
Acts.27.10 | Ezt mondván nékik: Férfiak, látom, hogy nemcsak a teréhnek és a hajónak, hanem a mi életünknek is bántódásával és nagy kárával fog történni e hajózás.
Acts.27.11 | De a százados inkább hisz vala a kormányosmesternek és a hajótulajdonosnak, hogynem annak, a mit Pál mond vala.
Acts.27.12 | Mivel pedig az a kikötő telelésre nem volt alkalmas, a többség azt határozá, hogy hajózzanak el onnan is, ha valami módon eljutva Fénixbe, Kréta kikötőjébe, mely délnyugot és északnyugot felé néz, kitelelhetnének.
Acts.27.13 | Mivel pedig déli szél kezdett lassan fúni, azt gondolván, hogy feltett szándékuknak uraivá lettek, elindulván, közelebb hajóztak el Kréta mellett.
Acts.27.14 | Nemsokára azonban viharos szélvész csapott le oda, mely Észak-keleti szélnek neveztetik.
Acts.27.15 | Mikor pedig a hajó elragadtatott, és nem bírt a széllel szembe menni, nekieresztvén [azt,] vitetünk vala tova.
Acts.27.16 | Mikor pedig egy kis sziget alá futottunk, mely Klaudának hívattatik, csak alig bírtuk hatalmunkba keríteni a csolnakot.
Acts.27.17 | Melyet miután felvontak, védőeszközöket alkalmaznak vala, alól megövedzvén a hajót; és mivel félnek vala, hogy zátonyra bukkannak, lebocsátván a vitorlát, úgy vitetnek vala.
Acts.27.18 | Mikor pedig a szélvésztől nagyon hányattatánk, másnap a hajóterhet kihányák;
Acts.27.19 | És harmadnap tulajdon kezeinkkel hányók ki a hajó felszerelését.
Acts.27.20 | Mikor pedig több napon át sem nap, sem csillagok nem látszottak, és nem kis vihar szorongatott, továbbra minden reménységünk elvétetett életben maradásunk felől.
Acts.27.21 | Mikor pedig hosszas volt már az étlenség, akkor Pál felállván ő közöttük, monda: Jóllehet szükséges lett volna, óh férfiak, hogy engedelmeskedve nékem, ne indultunk volna el Krétából, és elkerültük volna ezt a bajt és kárt:
Acts.27.22 | Mindazáltal mostanra nézve is intelek benneteket, hogy jó reménységben legyetek; mert egy lélek sem vész el közületek, hanem csak a hajó.
Acts.27.23 | Mert ez éjjel mellém álla egy angyala az Istennek, a kié vagyok, a kinek szolgálok is,
Acts.27.24 | Ezt mondván: Ne félj Pál! A császár elé kell néked állanod. És ímé az Isten ajándékba adta néked mindazokat, kik te veled hajóznak.
Acts.27.25 | Annakokáért jó reménységben legyetek, férfiak! Mert hiszek az Istnnek, hogy úgy lesz, a mint nékem megmondatott.
Acts.27.26 | Egy szigetre kell pedig nékünk kivetődnünk.
Acts.27.27 | Mikor pedig a tizennegyedik éjszaka eljött, a mint ide s tova hányatánk az Ádrián, éjféltájban észrevevék a hajósok hogy valami szárazföld közelget hozzájok.
Acts.27.28 | És lebocsátván a vízmérő ónt, húsz ölnyinek találák, majd egy kevéssé tovább menvén és ismét lebocsátván a vízmérő ónt, találák tizenöt ölnyinek.
Acts.27.29 | És mivel féltek, hogy szirtes helyekre vetődhetnek, a hajónak hátulsó részéből négy vasmacskát vetvén ki, kívánják vala, hogy nappal legyen.
Acts.27.30 | A hajósok pedig mikor el akarának menekülni a hajóból, és a csolnakot lebocsáták a tengerre, annak színe alatt, mintha a hajó orrából vasmacskákat akarnának vetni,
Acts.27.31 | Monda Pál a századosnak és a vitézeknek: Ha ezek a hajóban nem maradnak, ti meg nem szabadulhattok.
Acts.27.32 | Akkor a vitézek elvágák a csolnak köteleit, és ki hagyák esni azt.
Acts.27.33 | Addig pedig, míg nappal lenne, inti vala Pál mindnyájokat, hogy egyenek, mondván: Ma tizennegyedik napja, mióta folyton étlen várakoztok, semmit sem véve magatokhoz.
Acts.27.34 | Azért intelek benneteket, hogy egyetek, mert ez a ti javatokra szolgál. Mert közületek senkinek sem esik le egy hajszál a fejéről.
Acts.27.35 | Mikor pedig ezeket mondá, és kenyeret vőn kezébe, hálákat ada Istennek mindnyájok előtt, és megtörvén, kezde enni.
Acts.27.36 | Felbátorodván pedig mindnyájan, szintén vevének magukhoz táplálékot.
Acts.27.37 | Valánk pedig a hajóban lélekszám szerint összesen kétszázhetvenhatan.
Acts.27.38 | Miután pedig megelégedtek eledellel, a hajót könnyebbítik vala, a gabonát kihányván a tengerbe.
Acts.27.39 | Mikor pedig megvirradt, a szárazföldet nem ismerik vala fel; hanem egy tengeröblöt sajdítanak vala, melynek síma partja van, melyre végezék, hogy kihajtják a hajót, ha bírják.
Acts.27.40 | A vasmacskákat azért körös-körül elvagdalván, a tengerben hagyák, egyszersmind eloldván a kormányrudak köteleit és felvonván a nagy vitorlát a szélfúvásnak, igyekeznek vala a part felé haladni.
Acts.27.41 | De mikor egy zátonyos helyre találtak, ráhajtották a hajót. És az első része ugyan megakadván, mozdíthatatlanul marad vala, a hátulsó része azonban szakadoz vala a haboknak ereje miatt.
