Matt.1.1 | Jézus Krisztusnak, Dávid fiának, Ábrahám fiának nemzetségéről való könyv.
Matt.24.39 | És nem vesznek vala észre semmit, mígnem eljöve az özönvíz és mindnyájukat elragadá: akképen lesz az ember Fiának eljövetele is.
Matt.24.40 | Akkor ketten lesznek a mezőn; az egyik felvétetik, a másik ott hagyatik.
Matt.24.41 | Két asszony őröl a malomban; az egyik felvétetik, a másik ott hagyatik.
Matt.24.42 | Vigyázzatok azért, mert nem tudjátok, mely órában jő el a ti Uratok.
Matt.24.43 | Azt pedig jegyezzétek meg, hogy ha tudná a ház ura, hogy az éjszakának melyik szakában jő el a tolvaj: vigyázna, és nem engedné, hogy házába törjön.
Matt.24.44 | Azért legyetek készen ti is; mert a mely órában nem gondoljátok, abban jő el az embernek Fia.
Matt.24.45 | Kicsoda hát a hű és bölcs szolga, a kit az ő ura gondviselővé tőn az ő házanépén, hogy a maga idejében adjon azoknak eledelt?
Matt.24.46 | Boldog az a szolga, a kit az ő ura, mikor haza jő, ily munkában talál.
Matt.24.47 | Bizony mondom néktek, hogy minden jószága fölött gondviselővé teszi őt.
Matt.24.48 | Ha pedig ama gonosz szolga így szólna az ő szívében: Halogatja még az én uram a hazajövetelt;
Matt.24.49 | És az ő szolgatársait verni kezdené, a részegesekkel pedig enni és inni kezdene:
Matt.24.50 | Megjő annak a szolgának az ura, a mely napon nem várja és a mely órában nem gondolja,
Matt.24.51 | És ketté vágatja őt, és a képmutatók sorsára juttatja; ott lészen sírás és fogcsikorgatás.

Matt.25.1 | Akkor hasonlatos lesz a mennyeknek országa ama tíz szűzhöz, a kik elővevén az ő lámpásaikat, kimenének a vőlegény elé.
Matt.25.2 | Öt pedig közülök eszes vala, és öt bolond.
Matt.25.3 | A kik bolondok valának, mikor lámpásaikat elővevék, nem vivének magukkal olajat;
Matt.25.4 | Az eszesek pedig lámpásaikkal együtt olajat vivének az ő edényeikben.
Matt.25.5 | Késvén pedig a vőlegény, mindannyian elszunnyadának és aluvának.
Matt.25.6 | Éjfélkor pedig kiáltás lőn: Ímhol jő a vőlegény! Jőjjetek elébe!
Matt.25.7 | Akkor felkelének mind azok a szűzek, és elkészíték az ő lámpásaikat.
Matt.25.8 | A bolondok pedig mondának az eszeseknek: Adjatok nékünk a ti olajotokból, mert a mi lámpásaink kialusznak.
Matt.25.9 | Az eszesek pedig felelének, mondván: Netalán nem lenne elegendő nékünk és néktek; menjetek inkább az árúsokhoz, és vegyetek magatoknak.
Matt.25.10 | Mikor pedig venni járnak vala, megérkezék a vőlegény; és a kik készen valának, bemenének ő vele a menyegzőbe, és bezáraték az ajtó.
Matt.25.11 | Később pedig a többi szűzek is megjövének, mondván: Uram! Uram! nyisd meg mi nékünk.
Matt.25.12 | Ő pedig felelvén, monda: Bizony mondom néktek, nem ismerlek titeket.
Matt.25.13 | Vigyázzatok azért, mert sem a napot, sem az órát nem tudjátok, a melyen az embernek Fia eljő.
Matt.25.14 | Mert épen úgy van ez, mint az az ember, a ki útra akarván kelni, eléhívatá az ő szolgáit, és a mije volt, átadá nékik.
Matt.25.15 | És ada az egyiknek öt tálentomot, a másiknak kettőt, a harmadiknak pedig egyet, kinek-kinek az ő erejéhez képest; és azonnal útra kele.
Matt.25.16 | Elmenvén pedig a ki az öt tálentomot kapta vala, kereskedék azokkal, és szerze más öt tálentomot.
Matt.25.17 | Azonképen a kié a kettő vala, az is más kettőt nyere.
Matt.25.18 | A ki pedig az egyet kapta vala, elmenvén, elásá azt a földbe, és elrejté az ő urának pénzét.
Matt.25.19 | Sok idő múlva pedig megjöve ama szolgáknak ura, és számot vete velök.
Matt.25.20 | És előjövén a ki az öt tálentomot kapta vala, hoza más öt tálentomot, mondván: Uram, öt tálentomot adtál vala nékem; ímé más öt tálentomot nyertem azokon.
Matt.25.21 | Az ő ura pedig monda néki: Jól vagyon jó és hű szolgám, kevesen voltál hű, sokra bízlak ezután; menj be a te uradnak örömébe.
Matt.25.22 | Előjövén pedig az is, a ki a két tálentomot kapta vala, monda: Uram, két tálentomot adtál volt nékem; ímé más két tálentomot nyertem azokon.
Matt.25.23 | Monda néki az ő ura: Jól vagyon jó és hű szolgám, kevesen voltál hű, sokra bízlak ezután; menj be a te uradnak örömébe.
Matt.25.24 | Előjövén pedig az is, a ki az egy tálentomot kapta vala, monda: Uram, tudtam, hogy te kegyetlen ember vagy, a ki ott is aratsz, a hol nem vetettél, és ott is takarsz, a hol nem vetettél;
Matt.25.25 | Azért félvén, elmentem és elástam a te tálentomodat a földbe; ímé megvan a mi a tied.
Matt.25.26 | Az ő ura pedig felelvén, monda néki: Gonosz és rest szolga, tudtad, hogy ott is aratok, a hol nem vetettem, és ott is takarok, a hol nem vetettem;
Matt.25.27 | El kellett volna tehát helyezned az én pénzemet a pénzváltóknál; és én, megjövén, nyereséggel kaptam volna meg a magamét.
Matt.25.28 | Vegyétek el azért tőle a tálentomot, és adjátok annak, a kinek tíz tálentoma van.
Matt.25.29 | Mert mindenkinek, a kinek van, adatik, és megszaporíttatik; a kinek pedig nincsen, attól az is elvétetik, a mije van.
Matt.25.30 | És a haszontalan szolgát vessétek a külső sötétségre; ott lészen sírás és fogcsikorgatás.
Matt.25.31 | Mikor pedig eljő az embernek Fia az ő dicsőségében, és ő vele mind a szent angyalok, akkor beül majd az ő dicsőségének királyiszékébe.
Matt.25.32 | És elébe gyűjtetnek mind a népek, és elválasztja őket egymástól, miként a pásztor elválasztja a juhokat a kecskéktől.
Matt.25.33 | És a juhokat jobb keze felől, a kecskéket pedig bal keze felől állítja.
Matt.25.34 | Akkor ezt mondja a király a jobb keze felől állóknak: Jertek, én Atyámnak áldottai, örököljétek ez országot, a mely számotokra készíttetett a világ megalapítása óta.
Matt.25.35 | Mert éheztem, és ennem adtatok; szomjúhoztam, és innom adtatok; jövevény voltam, és befogadtatok engem;
Matt.25.36 | Mezítelen voltam, és megruháztatok; beteg voltam, és meglátogattatok; fogoly voltam, és eljöttetek hozzám.
Matt.25.37 | Akkor felelnek majd néki az igazak, mondván: Uram, mikor láttuk, hogy éheztél, és tápláltunk volna? vagy szomjúhoztál, és innod adtunk volna?
Matt.25.38 | És mikor láttuk, hogy jövevény voltál, és befogadtunk volna? vagy mezítelen voltál, és felruháztunk volna?
Matt.25.39 | Mikor láttuk, hogy beteg vagy fogoly voltál, és hozzád mentünk volna?
Matt.25.40 | És felelvén a király, azt mondja majd nékik: Bizony mondom néktek, a mennyiben megcselekedtétek egygyel az én legkisebb atyámfiai közül, én velem cselekedtétek meg.
Matt.25.41 | Akkor szól majd az ő bal keze felől állókhoz is: Távozzatok tőlem, ti átkozottak, az örök tűzre, a mely az ördögöknek és az ő angyalainak készíttetett.
Matt.25.42 | Mert éheztem, és nem adtatok ennem; szomjúhoztam, és nem adtatok innom;
Matt.25.43 | Jövevény voltam, és nem fogadtatok be engem; mezítelen voltam, és nem ruháztatok meg engem; beteg és fogoly voltam, és nem látogattatok meg engem.
Matt.25.44 | Akkor ezek is felelnek majd néki, mondván: Uram, mikor láttuk, hogy éheztél, vagy szomjúhoztál, vagy hogy jövevény, vagy mezítelen, vagy beteg, vagy fogoly voltál, és nem szolgáltunk volna néked?
Matt.25.45 | Akkor felel majd nékik, mondván: Bizony mondom néktek, a mennyiben nem cselekedtétek meg egygyel eme legkisebbek közül, én velem sem cselekedtétek meg.
Matt.25.46 | És ezek elmennek majd az örök gyötrelemre; az igazak pedig az örök életre.

Matt.26.1 | És mikor mindezeket a beszédeket elvégezte vala Jézus, monda az ő tanítványainak:
Matt.26.2 | Tudjátok, hogy két nap mulva a husvétnak ünnepe lészen, és az embernek Fia elárultatik, hogy megfeszíttessék.
Matt.26.3 | Akkor egybegyűlének a főpapok, az írástudók és a nép vénei a főpap házába, a kit Kajafásnak hívtak,
Matt.26.4 | És tanácsot tartának, hogy Jézust álnoksággal megfogják és megöljék.
Matt.26.5 | De azt mondják vala: Ne az ünnepen: hogy zendülés ne legyen a nép között.
Matt.26.6 | És mikor Jézus Bethániában, a poklos Simon házánál vala,
Matt.26.7 | Méne ő hozzá egy asszony, a kinél vala drága kenetnek alabástrom szelenczéje, és az ő fejére tölté, a mint az asztalnál ül vala.
Matt.26.8 | Látván pedig ezt az ő tanítványai, bosszankodának, mondván: Mire való ez a tékozlás?
Matt.26.9 | Mert eladhatták volna ezt a kenetet nagy áron, és adhatták volna a szegényeknek.
Matt.26.10 | Mikor pedig ezt eszébe vette Jézus, monda nékik: Miért bántjátok ezt az asszonyt? hiszen jó dolgot cselekedett én velem.
Matt.26.11 | Mert a szegények mindenkor veletek lesznek, de én nem leszek mindenkor veletek.
Matt.26.12 | Mert hogy ő ezt a kenetet testemre töltötte, az én temetésemre nézve cselekedte azt.
Matt.26.13 | Bizony mondom néktek: Valahol az egész világon prédikáltatik az evangyéliom, a mit ez én velem cselekedék, az is hirdettetik az ő emlékezetére.
Matt.26.14 | Akkor a tizenkettő közül egy, a kit Iskariótes Júdásnak hívtak, a főpapokhoz menvén,
Matt.26.15 | Monda: Mit akartok nékem adni, és én kezetekbe adom őt? Azok pedig rendelének néki harmincz ezüst pénzt.
Matt.26.16 | És ettől fogva alkalmat keres vala, hogy elárulja őt.
Matt.26.17 | A kovásztalan kenyerek első napján pedig Jézushoz menének a tanítványok, mondván: Hol akarod, hogy megkészítsük néked ételedre a husvéti bárányt?
Matt.26.18 | Ő pedig monda: Menjetek el a városba ama bizonyos emberhez, és ezt mondjátok néki: A Mester üzeni: Az én időm közel van; nálad tartom meg a husvétot tanítványaimmal.
Matt.26.19 | És úgy cselekedének a tanítványok, a mint Jézus parancsolta vala nékik; és elkészíték a husvéti bárányt.
Matt.26.20 | Mikor pedig beestveledék, letelepszik vala a tizenkettővel,
Matt.26.21 | És a mikor esznek vala, monda: Bizony mondom néktek, ti közületek egy elárul engem.
Matt.26.22 | És felettébb megszomorodva, kezdék mindannyian mondani néki: Én vagyok-é az, Uram?
Matt.26.23 | Ő pedig felelvén, monda: A ki velem együtt mártja kezét a tálba, az árul el engem.
Matt.26.24 | Az embernek Fia jóllehet elmegyen, a mint meg van írva felőle, de jaj annak az embernek, a ki az embernek Fiát elárulja; jobb volna annak az embernek, ha nem született volna.
Matt.26.25 | Megszólalván Júdás is, a ki elárulja vala őt, monda: Én vagyok-é az, Mester? Monda néki: Te mondád.
Matt.26.26 | Mikor pedig evének, vevé Jézus a kenyeret és hálákat adván, megtöré és adá a tanítványoknak, és monda: Vegyétek, egyétek; ez az én testem.
Matt.26.27 | És vevén a poharat és hálákat adván, adá azoknak, ezt mondván: Igyatok ebből mindnyájan;
Matt.26.28 | Mert ez az én vérem, az új szövetségnek vére, a mely sokakért kiontatik bűnöknek bocsánatára.
Matt.26.29 | Mondom pedig néktek, hogy: Mostantól fogva nem iszom a szőlőtőkének ebből a terméséből mind ama napig, a mikor újan iszom azt veletek az én Atyámnak országában.
Matt.26.30 | És dícséretet énekelvén, kimenének az olajfák hegyére.
Matt.26.31 | Akkor monda nékik Jézus: Mindnyájan ezen az éjszakán megbotránkoztok én bennem. Mert meg van írva: Megverem a pásztort, és elszélednek a nyájnak juhai.
Matt.26.32 | De föltámadásom után előttetek megyek majd Galileába.
Matt.26.33 | Péter pedig felelvén, monda néki: Ha mindnyájan megbotránkoznak is te benned, én soha meg nem botránkozom.
Matt.26.34 | Monda néki Jézus: Bizony mondom néked, ezen az éjszakán, mielőtt megszólal a kakas, háromszor megtagadsz engem.
Matt.26.35 | Monda néki Péter: Ha meg kell is veled halnom, meg nem tagadlak téged. Hasonlóképen szólnak vala a többi tanítványok is.
Matt.26.36 | Akkor elméne Jézus velök egy helyre, a melyet Gecsemánénak hívtak, és monda a tanítványoknak: Üljetek le itt, míg elmegyek és amott imádkozom.
Matt.26.37 | És maga mellé vévén Pétert és Zebedeusnak két fiát, kezde szomorkodni és gyötrődni.
Matt.26.38 | Ekkor monda nékik: Felette igen szomorú az én lelkem mind halálig! maradjatok itt és vigyázzatok én velem.
Matt.26.39 | És egy kissé előre menve, arczra borula, könyörögvén és mondván: Atyám! ha lehetséges, múljék el tőlem e pohár; mindazáltal ne úgy legyen a mint én akarom, hanem a mint te.
Matt.26.40 | Akkor méne a tanítványokhoz és aluva találá őket, és monda Péternek: Így nem birtatok vigyázni velem egy óráig sem!?
Matt.26.41 | Vigyázzatok és imádkozzatok, hogy kísértetbe ne essetek; mert jóllehet a lélek kész, de a test erőtelen.
Matt.26.42 | Ismét elméne másodszor is, és könyörge, mondván: Atyám! ha el nem múlhatik tőlem e pohár, hogy ki ne igyam, legyen meg a te akaratod.
Matt.26.43 | És mikor visszatér vala, ismét aluva találá őket; mert megnehezedtek vala az ő szemeik.
Matt.26.44 | És ott hagyva őket, ismét elméne és imádkozék harmadszor, ugyanazon beszéddel szólván.
Matt.26.45 | Ekkor méne az ő tanítványaihoz, és monda nékik: Aludjatok immár és nyugodjatok. Ímé, elközelgett az óra, és az embernek Fia a bűnösök kezébe adatik.
Matt.26.46 | Keljetek fel, menjünk! Ímé elközelgett, a ki engem elárul.
Matt.26.47 | És még mikor beszél vala, ímé Júdás, egy a tizenkettő közül, eljöve és vele együtt sok nép fegyverekkel és fustélyokkal, a főpapoktól és a nép véneitől.
Matt.26.48 | A ki pedig őt elárulja vala, jelt ada nékik, mondván: A kit én majd megcsókolok, ő az, fogjátok meg őt.
Matt.26.49 | És mindjárt Jézushoz lépvén, monda: Üdvöz légy Mester! és megcsókolá őt.
Matt.26.50 | Jézus pedig monda néki: Barátom, miért jöttél? Akkor hozzámenvén, kezeiket Jézusra veték és megfogák őt.
Matt.26.51 | És ímé egyik azok közül, a kik a Jézussal valának, kinyújtván kezét, szablyáját kirántá, és a főpap szolgáját megcsapván, levágá annak egyik fülét.
Matt.26.52 | Akkor monda néki Jézus: Tedd helyére szablyádat; mert a kik fegyvert fognak, fegyverrel kell veszniök.
Matt.26.53 | Avagy azt gondolod-é, hogy nem kérhetném most az én Atyámat, hogy adjon ide mellém többet tizenkét sereg angyalnál?
Matt.26.54 | De mi módon teljesednének be az írások, hogy így kell lenni?
Matt.26.55 | Ugyanekkor monda Jézus a sokaságnak: Mint valami latorra, úgy jöttetek fegyverekkel és fustélyokkal, hogy megfogjatok engem? Naponként nálatok ültem, tanítván a templomban, és nem fogtatok meg engem.
Matt.26.56 | Mindez pedig azért lőn, hogy beteljesedjenek a próféták írásai. Ekkor elhagyák őt a tanítványok mind, és elfutának.
Matt.26.57 | Amazok pedig megfogván Jézust, vivék Kajafáshoz, a főpaphoz, a hol az írástudók és a vének egybegyűltek vala.
Matt.26.58 | Péter pedig követi vala őt távolról egész a főpap pitvaráig; és bemenvén, ott ül vala a szolgákkal, hogy lássa a végét.
Matt.26.59 | A főpapok pedig és a vének és az egész tanács hamis bizonyságot keresnek vala Jézus ellen, hogy megölhessék őt;
Matt.26.60 | És nem találának. És noha sok hamis tanú jött vala elő, még sem találának. Utoljára pedig előjövén két hamis tanú,
Matt.26.61 | Monda: Ez azt mondta: Leronthatom az Isten templomát, és három nap alatt felépíthetem azt.
Matt.26.62 | És fölkelvén a főpap, monda néki: Semmit sem felelsz-é? Micsoda tanúbizonyságot tesznek ezek ellened?
Matt.26.63 | Jézus pedig hallgat vala. És felelvén a főpap, monda néki: Az élő Istenre kényszerítelek téged, hogy mondd meg nékünk, ha te vagy-é a Krisztus, az Istennek Fia?
Matt.26.64 | Monda néki Jézus: Te mondád. Sőt mondom néktek: Mostantól fogva meglátjátok az embernek Fiát ülni az Istennek hatalmas jobbján, és eljőni az égnek felhőiben.
Matt.26.65 | Ekkor a főpap megszaggatá a maga ruháit, és monda: Káromlást szólott. Mi szükségünk van még bizonyságokra? Ímé most hallottátok az ő káromlását.
Matt.26.66 | Mit gondoltok? Azok pedig felelvén mondának: Méltó a halálra.
Matt.26.67 | Akkor szemébe köpdösének és arczul csapdosák őt, némelyek pedig botokkal verék,
Matt.26.68 | Mondván: Prófétáld meg nékünk Krisztus, kicsoda az, a ki üt téged?
Matt.26.69 | Péter pedig künn ül vala az udvaron, és hozzá menvén egy szolgálóleány, monda: Te is a Galileabeli Jézussal valál.
Matt.26.70 | Ő pedig mindenkinek hallatára megtagadá, mondván: Nem tudom, mit beszélsz.
Matt.26.71 | Mikor pedig kiméne a tornáczra meglátá őt egy másik szolgálóleány, és monda az ott levőknek: Ez is a názáreti Jézussal vala.
Matt.26.72 | És ismét megtagadá esküvéssel, hogy: Nem is ismerem ezt az embert.
Matt.26.73 | Kevés idő múlva pedig az ott álldogálók menének hozzá, és mondának Péternek: Bizony te is közülök való vagy; hiszen a te beszéded is elárul téged.
Matt.26.74 | Ekkor átkozódni és esküdözni kezde, hogy: Nem ismerem ezt az embert. És a kakas azonnal megszólala.
Matt.26.75 | És megemlékezék Péter a Jézus beszédéről, ki ezt mondotta vala néki: Mielőtt a kakas szólana, háromszor megtagadsz engem; és kimenvén onnan, keservesen síra.

Matt.27.1 | Mikor pedig reggel lőn, tanácsot tartának mind a főpapok és a nép vénei Jézus ellen, hogy őt megöljék.
Matt.27.2 | És megkötözvén őt, elvivék, és átadák őt Ponczius Pilátusnak a helytartónak.
Matt.27.3 | Akkor látván Júdás, a ki őt elárulá, hogy elítélték őt, megbánta dolgát, és visszavivé a harmincz ezüst pénzt a főpapoknak és a véneknek,
Matt.27.4 | Mondván: Vétkeztem, hogy elárultam az ártatlan vért. Azok pedig mondának: Mi közünk hozzá? Te lássad.
Matt.27.5 | Ő pedig eldobván az ezüst pénzeket a templomban, eltávozék; és elmenvén felakasztá magát.
Matt.27.6 | A főpapok pedig felszedvén az ezüst pénzeket, mondának: Nem szabad ezeket a templom kincsei közé tennünk, mert vérnek ára.
Matt.27.7 | Tanácsot ülvén pedig, megvásárlák azon a fazekasnak mezejét idegenek számára való temetőnek.
Matt.27.8 | Ezért hívják ezt a mezőt vérmezejének mind e mai napig.
Matt.27.9 | Ekkor teljesedék be a Jeremiás próféta mondása, a ki így szólott: És vevék a harmincz ezüst pénzt, a megbecsültnek árát, a kit Izráel fiai részéről megbecsültek,
Matt.27.10 | És adák azt a fazekas mezejéért, a mint az Úr rendelte volt nékem.
Matt.27.11 | Jézus pedig ott álla a helytartó előtt; és kérdezé őt a helytartó, mondván: Te vagy-é a zsidók királya? Jézus pedig monda néki: Te mondod.
Matt.27.12 | És mikor vádolák őt a főpapok és a vének, semmit sem felele.
Matt.27.13 | Akkor monda néki Pilátus: Nem hallod-é, mily sok bizonyságot tesznek ellened?
Matt.27.14 | És nem felele néki egyetlen szóra sem, úgy hogy a helytartó igen elcsodálkozék.
Matt.27.15 | Ünnepenként pedig egy foglyot szokott szabadon bocsátani a helytartó a sokaság kedvéért, a kit akarának.
Matt.27.16 | Vala pedig akkor egy nevezetes foglyuk, a kit Barabbásnak hívtak.
Matt.27.17 | Mikor azért egybegyülekezének, monda nékik Pilátus: Melyiket akarjátok hogy elbocsássam néktek: Barabbást-é, vagy Jézust, a kit Krisztusnak hívnak?
Matt.27.18 | Mert jól tudja vala, hogy irigységből adák őt kézbe.
Matt.27.19 | A mint pedig ő az ítélőszékben ül vala, külde ő hozzá a felesége, ezt üzenvén: Ne avatkozzál amaz igaz ember dolgába; mert sokat szenvedtem ma álmomban ő miatta.
Matt.27.20 | A főpapok és vének pedig reá beszélék a sokaságot, hogy Barabbást kérjék ki, Jézust pedig veszítsék el.
Matt.27.21 | Felelvén pedig a helytartó, monda nékik: A kettő közül melyiket akarjátok, hogy elbocsássam néktek? Azok pedig mondának: Barabbást.
Matt.27.22 | Monda nékik Pilátus: Mit cselekedjem hát Jézussal, a kit Krisztusnak hívnak? Mindnyájan mondának: Feszíttessék meg!
Matt.27.23 | A helytartó pedig monda: Mert mi rosszat cselekedett? Azok pedig még inkább kiáltoznak vala, mondván: Feszíttessék meg!
Matt.27.24 | Pilátus pedig látván, hogy semmi sem használ, hanem még nagyobb háborúság támad, vizet vévén, megmosá kezeit a sokaság előtt, mondván: Ártatlan vagyok ez igaz embernek vérétől; ti lássátok!
Matt.27.25 | És felelvén az egész nép, monda: Az ő vére mi rajtunk és a mi magzatainkon.
Matt.27.26 | Akkor elbocsátá nékik Barabbást; Jézust pedig megostoroztatván, kezökbe adá, hogy megfeszíttessék.
Matt.27.27 | Akkor a helytartó vitézei elvivék Jézust az őrházba, és oda gyűjték hozzá az egész csapatot.
Matt.27.28 | És levetkeztetvén őt, bíbor palástot adának reá.
Matt.27.29 | És tövisből fonott koronát tőnek a fejére, és nádszálat a jobb kezébe; és térdet hajtva előtte, csúfolják vala őt, mondván: Üdvöz légy zsidóknak királya!
Matt.27.30 | És mikor megköpdösék őt, elvevék a nádszálat, és a fejéhez verdesik vala.
Matt.27.31 | És miután megcsúfolták, levevék róla a palástot és az ő maga ruháiba öltözteték; és elvivék, hogy megfeszítsék őt.
Matt.27.32 | Kifelé menve pedig találkozának egy czirénei emberrel, a kit Simonnak hívnak vala; ezt kényszeríték, hogy vigye az ő keresztjét.
Matt.27.33 | És mikor eljutának arra a helyre, a melyet Golgothának, azaz koponya helyének neveznek,
Matt.27.34 | Méreggel megelegyített eczetet adának néki inni; és megízlelvén, nem akara inni.
Matt.27.35 | Minek utána pedig megfeszíték őt, eloszták az ő ruháit, sorsot vetvén; hogy beteljék a próféta mondása: Megosztozának az én ruháimon, és az én köntösömre sorsot vetének.
Matt.27.36 | És leülvén, ott őrzik vala őt.
Matt.27.37 | És feje fölé illeszték az ő kárhoztatásának okát, oda írván: Ez Jézus, a zsidók királya.
Matt.27.38 | Akkor megfeszítének vele együtt két latrot, egyiket jobbkéz felől, és a másikat balkéz felől.
Matt.27.39 | Az arramenők pedig szidalmazzák vala őt, fejüket hajtogatván.
Matt.27.40 | És ezt mondván: Te, ki lerontod a templomot és harmadnapra fölépíted, szabadítsd meg magadat; ha Isten Fia vagy, szállj le a keresztről!
Matt.27.41 | Hasonlóképen a főpapok is csúfolódván az írástudókkal és a vénekkel egyetemben, ezt mondják vala:
Matt.27.42 | Másokat megtartott, magát nem tudja megtartani. Ha Izráel királya, szálljon le most a keresztről, és majd hiszünk néki.
Matt.27.43 | Bízott az Istenben; mentse meg most őt, ha akarja; mert azt mondta: Isten Fia vagyok.
Matt.27.44 | A kiket vele együtt feszítének meg, a latrok is ugyanazt hányják vala szemére.
Matt.27.45 | Hat órától kezdve pedig sötétség lőn mind az egész földön, kilencz óráig.
Matt.27.46 | Kilencz óra körül pedig nagy fenszóval kiálta Jézus, mondván: ELI, ELI! LAMA SABAKTÁNI? azaz: Én Istenem, én Istenem! miért hagyál el engemet?
Matt.27.47 | Némelyek pedig az ott állók közül, a mint ezt hallák, mondának: Illést hívja ez.
Matt.27.48 | És egy közülök azonnal oda futamodván, egy szivacsot vőn, és megtöltvén eczettel és egy nádszálra tűzvén, inni ád vala néki.
Matt.27.49 | A többiek pedig ezt mondják vala: Hagyd el, lássuk eljő-é Illés, hogy megszabadítsa őt?
Matt.27.50 | Jézus pedig ismét nagy fenszóval kiáltván, kiadá lelkét.
Matt.27.51 | És ímé a templom kárpítja fölétől aljáig ketté hasada; és a föld megindula, és a kősziklák megrepedezének;
Matt.27.52 | És a sírok megnyílának, és sok elhúnyt szentnek teste föltámada.
Matt.27.53 | És kijövén a sírokból, a Jézus föltámadása után bementek a szent városba, és sokaknak megjelenének.
Matt.27.54 | A százados pedig és a kik ő vele őrizték vala Jézust, látván a földindulást és a mik történtek vala, igen megrémülének, mondván: Bizony, Istennek Fia vala ez!
Matt.27.55 | Sok asszony vala pedig ott, a kik távolról szemlélődnek vala, a kik Galileából követték Jézust, szolgálván néki;
Matt.27.56 | Ezek közt volt Mária Magdaléna, és Mária a Jakab és Józsé anyja, és a Zebedeus fiainak anyja.
Matt.27.57 | Mikor pedig beesteledék, eljöve egy gazdag ember Arimathiából, név szerint József, a ki maga is tanítványa volt Jézusnak;
Matt.27.58 | Ez Pilátushoz menvén, kéri vala a Jézus testét. Akkor parancsolá Pilátus, hogy adják át a testet.
Matt.27.59 | És magához vévén József a testet, begöngyölé azt tiszta gyolcsba,
Matt.27.60 | És elhelyezé azt a maga új sírjába, a melyet a sziklába vágatott: és a sír szájára egy nagy követ hengerítvén, elméne.
Matt.27.61 | Ott vala pedig Mária Magdaléna és a másik Mária, a kik a sír átellenében ülnek vala.
Matt.27.62 | Másnap pedig, a mely péntek után következik, egybegyűlének a főpapok és a farizeusok Pilátushoz,
Matt.27.63 | Ezt mondván: Uram, emlékezünk, hogy az a hitető még életében azt mondotta volt: Harmadnapra föltámadok.
Matt.27.64 | Parancsold meg azért, hogy őrizzék a sírt harmadnapig, ne hogy az ő tanítványai odamenvén éjjel, ellopják őt és azt mondják a népnek: Feltámadott a halálból; és az utolsó hitetés gonoszabb legyen az elsőnél.
Matt.27.65 | Pilátus pedig monda nékik: Van őrségetek; menjetek, őríztessétek, a mint tudjátok.
Matt.27.66 | Ők pedig elmenvén, a sírt őrizet alá helyezék, lepecsételvén a követ, az őrséggel.

Matt.28.1 | A szombat végén pedig, a hét első napjára virradólag, kiméne Mária Magdaléna és a másik Mária, hogy megnézzék a sírt.
Matt.28.2 | És ímé nagy földindulás lőn; mert az Úrnak angyala leszállván a mennyből, és oda menvén, elhengeríté a követ a sír szájáról, és reá üle arra.
Matt.28.3 | A tekintete pedig olyan volt, mint a villámlás, és a ruhája fehér, mint a hó.
Matt.28.4 | Az őrizők pedig tőle való féltökben megrettenének, és olyanokká lőnek mint a holtak.
Matt.28.5 | Az angyal pedig megszólalván, monda az asszonyoknak: Ti ne féljetek; mert tudom, hogy a megfeszített Jézust keresitek.
Matt.28.6 | Nincsen itt, mert feltámadott, a mint megmondotta volt. Jertek, lássátok a helyet, a hol feküdt vala az Úr.
Matt.28.7 | És menjetek gyorsan és mondjátok meg az ő tanítványainak, hogy feltámadott a halálból; és ímé előttetek megy Galileába; ott meglátjátok őt, ímé megmondottam néktek.
Matt.28.8 | És gyorsan eltávozván a sírtól félelemmel és nagy örömmel, futnak vala, hogy megmondják az ő tanítványainak.
Matt.28.9 | Mikor pedig mennek vala, hogy megmondják az ő tanítványainak, ímé szembe jöve ő velök Jézus, mondván: Legyetek üdvözölve! Azok pedig hozzá járulván, megragadák az ő lábait, és leborulának előtte.
Matt.28.10 | Akkor monda nékik Jézus: Ne féljetek; menjetek el, mondjátok meg az én atyámfiainak, hogy menjenek Galileába, és ott meglátnak engem.
Matt.28.11 | A mialatt pedig ők mennek vala, ímé az őrségből némelyek bemenvén a városba, megjelentének a főpapoknak mindent a mi történt.
Matt.28.12 | És egybegyülekezvén a vénekkel együtt, és tanácsot tartván, sok pénzt adának a vitézeknek,
Matt.28.13 | Ezt mondván: Mondjátok, hogy: Az ő tanítványai odajövén éjjel, ellopák őt, mikor mi aluvánk.
Matt.28.14 | És ha ez a helytartó fülébe jut, mi elhitetjük őt, és kimentünk titeket a bajból.
Matt.28.15 | Azok pedig fölvevén a pénzt, úgy cselekedének, a mint megtanították őket. És elterjedt ez a hír a zsidók között mind e mai napig.
Matt.28.16 | A tizenegy tanítvány pedig elméne Galileába, a hegyre, a hová Jézus rendelte vala őket.
Matt.28.17 | És mikor megláták őt, leborulának előtte; némelyek pedig kételkedének.
Matt.28.18 | És hozzájuk menvén Jézus, szóla nékik, mondván: Nékem adatott minden hatalom mennyen és földön.
Matt.28.19 | Elmenvén azért, tegyetek tanítványokká minden népeket, megkeresztelvén őket az Atyának, a Fiúnak és a Szent Léleknek nevében,
Matt.28.20 | Tanítván őket, hogy megtartsák mindazt, a mit én parancsoltam néktek: és ímé én ti veletek vagyok minden napon a világ végezetéig. Ámen!
